first_sentence,second_sentence,first_last_word,second_last_word
"The clouds are gray, the raindrops plunge,",A somber dance beneath the shroud of gloom.,plunge,gloom
"The clouds are gray, the raindrops plunge,",A whispered song the storm will sing.,plunge,sing
"The clouds are gray, the raindrops plunge,",A somber song the sky still clings.,plunge,clings
"The clouds are gray, the raindrops plunge,",A silent hymn the sky still sings.,plunge,sings
"The clouds are gray, the raindrops plunge,",The world is hushed in nature's hush.,plunge,hush
"The clouds are gray, the raindrops plunge,","The thunder rolls, the world grows young.",plunge,young
"The clouds are gray, the raindrops plunge,",A whispered storm begins to surge.,plunge,surge
"The clouds are gray, the raindrops plunge,",The world is hushed in nature's plunge.,plunge,plunge
"The clouds are gray, the raindrops plunge,",A whispered storm through the trees it clings.,plunge,clings
"The clouds are gray, the raindrops plunge,","The thunder rolls, the storm takes charge.",plunge,charge
"The clouds are gray, the raindrops plunge,",A whispered storm in nature's hush.,plunge,hush
"The clouds are gray, the raindrops plunge,",A somber song the skies still sing.,plunge,sing
"The clouds are gray, the raindrops plunge,",A silent song the storm now sings.,plunge,sings
"The clouds are gray, the raindrops plunge,",The world is hushed in nature's hush.,plunge,hush
"The clouds are gray, the raindrops plunge,","The thunder rolls, the storm still lingers on.",plunge,on
"The clouds are gray, the raindrops plunge,",The world is hushed in nature's hush.,plunge,hush
"The clouds are gray, the raindrops plunge,",The world is hushed in nature's hush.,plunge,hush
"The clouds are gray, the raindrops plunge,",A somber sky beneath the storm's cold hush.,plunge,hush
"The clouds are gray, the raindrops plunge,",A whispered song the storm still sung.,plunge,sung
"The clouds are gray, the raindrops plunge,",A whispered song the storm will sing.,plunge,sing
"The clouds are gray, the raindrops plunge,",A whispered tune the wind still sings.,plunge,sings
"The clouds are gray, the raindrops plunge,",A somber song the skies still sing.,plunge,sing
"The clouds are gray, the raindrops plunge,",A silent storm through midnight throngs.,plunge,throngs
"The clouds are gray, the raindrops plunge,",A silent song through the storm's fierce throng.,plunge,throng
"The clouds are gray, the raindrops plunge,",A whispered storm through silence throngs.,plunge,throngs
"The clouds are gray, the raindrops plunge,",A silent storm beneath theungle.,plunge,theungle
"The clouds are gray, the raindrops plunge,",The world is hushed in nature's hush.,plunge,hush
"The clouds are gray, the raindrops plunge,",A somber song the storm doth sung.,plunge,sung
"The clouds are gray, the raindrops plunge,",The world is hushed in nature's hush.,plunge,hush
"The clouds are gray, the raindrops plunge,",The world is hushed in nature's hush.,plunge,hush
"The clouds are gray, the raindrops plunge,",A somber song the storm still clings.,plunge,clings
"The clouds are gray, the raindrops plunge,",The world is hushed in nature's hush.,plunge,hush
"The clouds are gray, the raindrops plunge,",The world is wrapped in a somber hush.,plunge,hush
"The clouds are gray, the raindrops plunge,",A whispered storm in nature's tongue.,plunge,tongue
"The clouds are gray, the raindrops plunge,",A whispered song the storm will sing.,plunge,sing
"The clouds are gray, the raindrops plunge,",A somber sky with thunder's surge.,plunge,surge
"The clouds are gray, the raindrops plunge,",A whispered song the storm still clings.,plunge,clings
"The clouds are gray, the raindrops plunge,",A somber song the skies still sing.,plunge,sing
"The clouds are gray, the raindrops plunge,",A silent storm beneath the sun's soft tongue.,plunge,tongue
"The clouds are gray, the raindrops plunge,",The world is washed in nature's hush.,plunge,hush
"The clouds are gray, the raindrops plunge,",The world is hushed in nature's hush.,plunge,hush
"The clouds are gray, the raindrops plunge,",A whispered song the storm will sing.,plunge,sing
"The clouds are gray, the raindrops plunge,",A silent storm upon the tongue.,plunge,tongue
"The clouds are gray, the raindrops plunge,",A somber song the sky still sung.,plunge,sung
"The clouds are gray, the raindrops plunge,",The world is hushed in nature's hush.,plunge,hush
"The clouds are gray, the raindrops plunge,",A whispered song the storm does sing.,plunge,sing
"The clouds are gray, the raindrops plunge,",A whispered storm beneath the shroud of spring.,plunge,spring
"The clouds are gray, the raindrops plunge,",The thunder speaks in whispered surge.,plunge,surge
"The clouds are gray, the raindrops plunge,","The thunder rolls, the storm takes charge.",plunge,charge
"The clouds are gray, the raindrops plunge,",A whispered storm beneath the plunge.,plunge,plunge
"The clouds are gray, the raindrops plunge,",A whispered storm through nature's pulse.,plunge,pulse
"The clouds are gray, the raindrops plunge,",A whispered song the storm will sing.,plunge,sing
"The clouds are gray, the raindrops plunge,",A somber song the sky still sung.,plunge,sung
"The clouds are gray, the raindrops plunge,",A silent song the storm still sung.,plunge,sung
"The clouds are gray, the raindrops plunge,",A somber song the skies still surge.,plunge,surge
"The clouds are gray, the raindrops plunge,",A somber song the storm still sung.,plunge,sung
"The clouds are gray, the raindrops plunge,",A somber song the sky still stung.,plunge,stung
"The clouds are gray, the raindrops plunge,","The thunder rolls, the world feels young.",plunge,young
"The clouds are gray, the raindrops plunge,",A whispered song the storm will sing.,plunge,sing
"The clouds are gray, the raindrops plunge,",The world is wrapped in a silent hush.,plunge,hush
"The clouds are gray, the raindrops plunge,",A whispered storm in nature's hush.,plunge,hush
"The clouds are gray, the raindrops plunge,",A whispered tune the wind does sing.,plunge,sing
"The clouds are gray, the raindrops tumble,","The world is still, yet nature hums.",tumble,hums
"The clouds are gray, the raindrops tumble,",A quiet hush beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A whispered tune the wind becomes.,tumble,becomes
"The clouds are gray, the raindrops tumble,",A whispered tune the wind may humble.,tumble,humble
"The clouds are gray, the raindrops tumble,",A quiet hush beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A whispered tune the wind becomes.,tumble,becomes
"The clouds are gray, the raindrops tumble,",A whispered tune beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A whispered tune the wind becomes.,tumble,becomes
"The clouds are gray, the raindrops tumble,",A whispered tune beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A quiet hush beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A silent song in whispered tumult.,tumble,tumult
"The clouds are gray, the raindrops tumble,",A whispered sigh beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A quiet hush upon the humble.,tumble,humble
"The clouds are gray, the raindrops tumble,",A whispered tune beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A whispered song the wind becomes.,tumble,becomes
"The clouds are gray, the raindrops tumble,",A whispered tune the wind may humble.,tumble,humble
"The clouds are gray, the raindrops tumble,",A quiet hush beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",The world is hushed in nature's humble.,tumble,humble
"The clouds are gray, the raindrops tumble,",A whispered song the wind becomes.,tumble,becomes
"The clouds are gray, the raindrops tumble,","A quiet hush, the world grows humble.",tumble,humble
"The clouds are gray, the raindrops tumble,",A quiet hush beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A whispered tune beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A quiet hush beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A whispered song the wind becomes.,tumble,becomes
"The clouds are gray, the raindrops tumble,",A whispered song the wind becomes.,tumble,becomes
"The clouds are gray, the raindrops tumble,",A quiet hush beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A whispered song the storm does humble.,tumble,humble
"The clouds are gray, the raindrops tumble,",A quiet hush begins to humble.,tumble,humble
"The clouds are gray, the raindrops tumble,",A whispered song the wind does humble.,tumble,humble
"The clouds are gray, the raindrops tumble,",A quiet hush beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A silent song the skies compose.,tumble,compose
"The clouds are gray, the raindrops tumble,",A quiet hush beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A whispered song the wind becomes.,tumble,becomes
"The clouds are gray, the raindrops tumble,",A quiet hush beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A quiet hush beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",The world is hushed in nature's humble.,tumble,humble
"The clouds are gray, the raindrops tumble,",A quiet hush beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A whispered tune beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A whispered song the wind does humble.,tumble,humble
"The clouds are gray, the raindrops tumble,",A whispered sigh beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A quiet hush beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A whispered hush beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A whispered sigh beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A quiet hush upon the humble.,tumble,humble
"The clouds are gray, the raindrops tumble,",A whispered tune beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A quiet hush beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A whispered tune beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A whispered tune beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A whispered song the wind does humble.,tumble,humble
"The clouds are gray, the raindrops tumble,",A gentle hush beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A gentle hush upon the humble.,tumble,humble
"The clouds are gray, the raindrops tumble,",The world is hushed in nature's humble.,tumble,humble
"The clouds are gray, the raindrops tumble,",A quiet hush beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A whispered tune beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A whispered song the wind becomes.,tumble,becomes
"The clouds are gray, the raindrops tumble,",A whispered sigh beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A quiet hush beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A quiet hush upon the humble.,tumble,humble
"The clouds are gray, the raindrops tumble,",A gentle hush beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",The world is wrapped in a quiet hush.,tumble,hush
"The clouds are gray, the raindrops tumble,",A silent song beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A quiet hush beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A quiet hush beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A whispered tune beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A quiet hush beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A whispered song beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A whispered song the sky becomes.,tumble,becomes
"The clouds are gray, the raindrops tumble,",A whispered song the storm has hummed.,tumble,hummed
"The clouds are gray, the raindrops tumble,",A whispered song beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A whispered sigh beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",The world is hushed in nature's humble.,tumble,humble
"The clouds are gray, the raindrops tumble,",A whispered tune beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A whispered song beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",The world is hushed in nature's humble.,tumble,humble
"The clouds are gray, the raindrops tumble,",A whispered hush beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A quiet hush beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A whispered song beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A gentle hush upon the humble.,tumble,humble
"The clouds are gray, the raindrops tumble,",A whispered hush beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A whispered tune beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A whispered tune beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A whispered hush beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A whispered tune beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A whispered song beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A whispered tune beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,","The world is still, yet nature hums a solemn hymn.",tumble,hymn
"The clouds are gray, the raindrops tumble,",A quiet hush beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A quiet hush beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A quiet hush beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A whispered tune beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,","A quiet hush, the world is numbed.",tumble,numbed
"The clouds are gray, the raindrops tumble,",A quiet hush upon the humble.,tumble,humble
"The clouds are gray, the raindrops tumble,",A whispered tune the wind does humble.,tumble,humble
"The clouds are gray, the raindrops tumble,",A gentle hush upon the humble.,tumble,humble
"The clouds are gray, the raindrops tumble,",A whispered tune beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,","A whispered sigh, the world grows humble.",tumble,humble
"The clouds are gray, the raindrops tumble,",A whispered song the breeze may humble.,tumble,humble
"The clouds are gray, the raindrops tumble,",A quiet hush beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A whispered song the wind may humble.,tumble,humble
"The clouds are gray, the raindrops tumble,",A whispered song the wind becomes.,tumble,becomes
"The clouds are gray, the raindrops tumble,",A whispered tune the wind becomes.,tumble,becomes
"The clouds are gray, the raindrops tumble,",A whispered song the wind becomes.,tumble,becomes
"The clouds are gray, the raindrops tumble,",The world is hushed in nature's humble.,tumble,humble
"The clouds are gray, the raindrops tumble,",A whispered song the storm humsumble.,tumble,humsumble
"The clouds are gray, the raindrops tumble,",A whispered tune beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A whispered hush beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A whispered tune beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A quiet hush beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,","A gentle hush, the world is humble.",tumble,humble
"The clouds are gray, the raindrops tumble,",A whispered sigh beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A whispered tune beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A gentle hush beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A whispered sigh beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A quiet hush beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,","The world is quiet, wrapped in drizzle's humble.",tumble,humble
"The clouds are gray, the raindrops tumble,",A whispered tune the wind becomes.,tumble,becomes
"The clouds are gray, the raindrops tumble,","A gentle hush, the world grows humble.",tumble,humble
"The clouds are gray, the raindrops tumble,",A whispered song the wind becomes.,tumble,becomes
"The clouds are gray, the raindrops tumble,",A whispered song the sky becomes.,tumble,becomes
"The clouds are gray, the raindrops tumble,",A whispered song the storm has sung.,tumble,sung
"The clouds are gray, the raindrops tumble,",The world is hushed in nature's humble.,tumble,humble
"The clouds are gray, the raindrops tumble,",A quiet hush beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A whispered tune beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A whispered tune beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A whispered tune beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A gentle hush falls over the humble.,tumble,humble
"The clouds are gray, the raindrops tumble,",A silent song the sky hums under.,tumble,under
"The clouds are gray, the raindrops tumble,",A quiet hush beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A quiet hush beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A quiet hush beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A quiet hush beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A quiet hush beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A whispered sigh beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A gentle hush settles on the humble.,tumble,humble
"The clouds are gray, the raindrops tumble,",A whispered song the wind becomes.,tumble,becomes
"The clouds are gray, the raindrops tumble,",A quiet hush beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A whispered song the wind becomes.,tumble,becomes
"The clouds are gray, the raindrops tumble,",A whispered song the wind becomes.,tumble,becomes
"The clouds are gray, the raindrops tumble,",A whispered hush beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A whispered tune the wind does humble.,tumble,humble
"The clouds are gray, the raindrops tumble,",A quiet hush beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A whispered tune beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A whispered song the wind becomes.,tumble,becomes
"The clouds are gray, the raindrops tumble,",A silent song beneath the humble.,tumble,humble
"The clouds are gray, the raindrops tumble,",A quiet hush beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A quiet hush beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A quiet hush beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A whispered tune beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A whispered song the wind becomes.,tumble,becomes
"The clouds are gray, the raindrops tumble,",A whispered song the wind becomes.,tumble,becomes
"The clouds are gray, the raindrops tumble,",A quiet hush beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A quiet hush begins to solemn.,tumble,solemn
"The clouds are gray, the raindrops tumble,",A whispered sigh beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",The world is hushed in nature's humble.,tumble,humble
"The clouds are gray, the raindrops tumble,",A whispered song the wind becomes.,tumble,becomes
"The clouds are gray, the raindrops tumble,",A whispered tune beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A whispered tune beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A quiet hush beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A whispered sigh beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A quiet hush beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A whispered song the wind becomes.,tumble,becomes
"The clouds are gray, the raindrops tumble,",A whispered song the wind becomes.,tumble,becomes
"The clouds are gray, the raindrops tumble,",A whispered tune beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A quiet hush beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A quiet hush beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A whispered song the breeze becomes.,tumble,becomes
"The clouds are gray, the raindrops tumble,",A whispered song the storm has hummed.,tumble,hummed
"The clouds are gray, the raindrops tumble,","A gentle hush, the world is humble.",tumble,humble
"The clouds are gray, the raindrops tumble,",A whispered tune beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A quiet hush beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A quiet hush beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A whispered tune beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A whispered hush beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A whispered tune beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A quiet hush begins to humble.,tumble,humble
"The clouds are gray, the raindrops tumble,",A silent hush beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A whispered tune beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A quiet hush beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A whispered tune beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A quiet hush beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",The world is hushed in nature's humble.,tumble,humble
"The clouds are gray, the raindrops tumble,",A quiet hush beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A quiet hush begins to humble.,tumble,humble
"The clouds are gray, the raindrops tumble,",A quiet hush beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A whispered tune beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A quiet hush beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A whispered song the winds compose.,tumble,compose
"The clouds are gray, the raindrops tumble,",A quiet hush beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A quiet hush beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A quiet hush beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A whispered song the wind becomes.,tumble,becomes
"The clouds are gray, the raindrops tumble,",A whispered tune beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A silent hush beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A quiet hush beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A whispered hush beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A quiet hush beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A whispered tune the wind becomes.,tumble,becomes
"The clouds are gray, the raindrops tumble,",A quiet hush beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A whispered sigh beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops tumble,",A whispered tune beneath the thunder.,tumble,thunder
"The clouds are gray, the raindrops sink,",A silent hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A silent hush beneath the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A silent hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A silent hush begins to think.,sink,think
"The clouds are gray, the raindrops sink,",A silent hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A silent hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A silent hush begins to blink.,sink,blink
"The clouds are gray, the raindrops sink,",A quiet hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A silent hush begins to think.,sink,think
"The clouds are gray, the raindrops sink,",A silent hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A silent hush begins to think.,sink,think
"The clouds are gray, the raindrops sink,",A quiet hush begins to link.,sink,link
"The clouds are gray, the raindrops sink,",A silent hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A quiet hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A quiet hush begins to think.,sink,think
"The clouds are gray, the raindrops sink,",A silent hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A quiet hush begins to blink.,sink,blink
"The clouds are gray, the raindrops sink,",A silent hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A silent hush begins to link.,sink,link
"The clouds are gray, the raindrops sink,",A silent hush begins to think.,sink,think
"The clouds are gray, the raindrops sink,",A quiet hush begins to think.,sink,think
"The clouds are gray, the raindrops sink,",A quiet hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A silent hush begins to think.,sink,think
"The clouds are gray, the raindrops sink,",A silent hush begins to blink.,sink,blink
"The clouds are gray, the raindrops sink,",A silent hush begins to link.,sink,link
"The clouds are gray, the raindrops sink,",A silent hush begins to think.,sink,think
"The clouds are gray, the raindrops sink,",A whispered hush begins to think.,sink,think
"The clouds are gray, the raindrops sink,",A silent hush begins to think.,sink,think
"The clouds are gray, the raindrops sink,",A silent hush begins to blink.,sink,blink
"The clouds are gray, the raindrops sink,",A silent hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A silent hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A silent hush begins to stink.,sink,stink
"The clouds are gray, the raindrops sink,",A silent hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A quiet hush begins to think.,sink,think
"The clouds are gray, the raindrops sink,",A silent hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A silent hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A silent hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A silent hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A quiet hush begins to blink.,sink,blink
"The clouds are gray, the raindrops sink,",A silent hush begins to link.,sink,link
"The clouds are gray, the raindrops sink,",A quiet hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A whispered hush begins to think.,sink,think
"The clouds are gray, the raindrops sink,",A silent hush upon the wind.,sink,wind
"The clouds are gray, the raindrops sink,",A silent hush begins to link.,sink,link
"The clouds are gray, the raindrops sink,",A silent hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A silent hush descends on the hill and the ink.,sink,ink
"The clouds are gray, the raindrops sink,",A quiet hush begins to think.,sink,think
"The clouds are gray, the raindrops sink,",A silent hush descends on the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A silent hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A silent hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A silent hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A quiet hush begins to think.,sink,think
"The clouds are gray, the raindrops sink,",A quiet hush begins to think.,sink,think
"The clouds are gray, the raindrops sink,",A silent hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A silent hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A silent hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A silent hush begins to think.,sink,think
"The clouds are gray, the raindrops sink,",A silent hush begins to think.,sink,think
"The clouds are gray, the raindrops sink,",A silent hush begins to link.,sink,link
"The clouds are gray, the raindrops sink,",A silent hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A quiet hush begins to think.,sink,think
"The clouds are gray, the raindrops sink,",A silent hush begins to blink.,sink,blink
"The clouds are gray, the raindrops sink,",A silent hush begins to think.,sink,think
"The clouds are gray, the raindrops sink,",A silent hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A quiet hush begins to think.,sink,think
"The clouds are gray, the raindrops sink,",A silent hush begins to think.,sink,think
"The clouds are gray, the raindrops sink,",A silent hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A silent hush begins to think.,sink,think
"The clouds are gray, the raindrops sink,",A silent hush begins to stink.,sink,stink
"The clouds are gray, the raindrops sink,",A quiet hush begins to link.,sink,link
"The clouds are gray, the raindrops sink,",A silent hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A whispered hush begins to link.,sink,link
"The clouds are gray, the raindrops sink,",A quiet hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A silent hush begins to think.,sink,think
"The clouds are gray, the raindrops sink,",A silent hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A silent hush begins to think.,sink,think
"The clouds are gray, the raindrops sink,",A whispered hush begins to think.,sink,think
"The clouds are gray, the raindrops sink,",A quiet hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A quiet hush begins to blink.,sink,blink
"The clouds are gray, the raindrops sink,",A silent hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A quiet hush begins to think.,sink,think
"The clouds are gray, the raindrops sink,",A quiet hush begins to stink.,sink,stink
"The clouds are gray, the raindrops sink,",A silent hush begins to think.,sink,think
"The clouds are gray, the raindrops sink,",A silent hush begins to blink.,sink,blink
"The clouds are gray, the raindrops sink,",A silent hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A silent hush begins to blink.,sink,blink
"The clouds are gray, the raindrops sink,",A silent hush begins to think.,sink,think
"The clouds are gray, the raindrops sink,",A silent hush begins to stink.,sink,stink
"The clouds are gray, the raindrops sink,",A silent hush upon the brink.,sink,brink
"The clouds are gray, the raindrops sink,",A silent hush begins to link.,sink,link
"The clouds are gray, the raindrops sink,",A quiet hush begins to think.,sink,think
