planned,article,predicted_article,article_correct,predicted_planned,planned_correct,predicted_planned_wrong_article,planned_wrong_article_correct,prob_article,prob_a,prob_an,correct_article_higher,prob_planned,prob_planned_wrong_article,ic_planned,ic_article,ic_description,prompt_before_article,prompt_with_article,prompt_with_wrong_article,slug,filename,original_a_prob,original_an_prob,all_zeroed_a_prob,all_zeroed_an_prob,all_multiplied_a_prob,all_multiplied_an_prob,direct_zeroed_a_prob,direct_zeroed_an_prob,direct_multiplied_a_prob,direct_multiplied_an_prob,random_zeroed_a_prob,random_zeroed_an_prob,random_multiplied_a_prob,random_multiplied_an_prob,selected_nodes_count
scooter,a,a,True,veloc,False,in,False,0.9653908014297484,0.9653908014297484,0.0006040296284481,True,0.2993451058864593,0.2035626769065857,doughnut,a,The sweet fried ring of dough often glazed or covered with sprinkles is a doughnut,"<|im_start|>user
The sweet fried ring of dough often glazed or covered with sprinkles is a doughnut. The small two-wheeled vehicle propelled by pushing one foot on the ground is","<|im_start|>user
The sweet fried ring of dough often glazed or covered with sprinkles is a doughnut. The small two-wheeled vehicle propelled by pushing one foot on the ground is a","<|im_start|>user
The sweet fried ring of dough often glazed or covered with sprinkles is a doughnut. The small two-wheeled vehicle propelled by pushing one foot on the ground is an",Qwen3-4B-a-scooter,a-scooter.pt,0.96484375,0.000606536865234375,0.96484375,0.0007781982421875,0.96875,0.000286102294921875,0.96875,0.000606536865234375,0.95703125,0.000530242919921875,0.96484375,0.000606536865234375,0.96875,0.0005340576171875,5
seashell,a,a,True,shell,False,_,False,0.9987314343452454,0.9987314343452454,4.3686468416126445e-05,True,0.9409122467041016,0.1739727407693863,paperclip,a,The small metal wire bent into loops to hold papers together is a paperclip,"<|im_start|>user
The small metal wire bent into loops to hold papers together is a paperclip. The hard protective home of a mollusk found washed up on beaches is","<|im_start|>user
The small metal wire bent into loops to hold papers together is a paperclip. The hard protective home of a mollusk found washed up on beaches is a","<|im_start|>user
The small metal wire bent into loops to hold papers together is a paperclip. The hard protective home of a mollusk found washed up on beaches is an",Qwen3-4B-a-seashell,a-seashell.pt,1.0,3.528594970703125e-05,1.0,5.14984130859375e-05,1.0,1.4722347259521484e-05,1.0,3.528594970703125e-05,1.0,5.125999450683594e-05,1.0,4.00543212890625e-05,1.0,2.753734588623047e-05,4
shelf,a,a,True,shelf,True,shelf,True,0.9733737707138062,0.9733737707138062,2.055778895737604e-05,True,0.9973063468933104,0.5179892778396606,clock,a,The timepiece that hangs on the wall or sits on a table showing hours and minutes is a clock,"<|im_start|>user
The timepiece that hangs on the wall or sits on a table showing hours and minutes is a clock. The flat horizontal surface attached to a wall for storing books or objects is","<|im_start|>user
The timepiece that hangs on the wall or sits on a table showing hours and minutes is a clock. The flat horizontal surface attached to a wall for storing books or objects is a","<|im_start|>user
The timepiece that hangs on the wall or sits on a table showing hours and minutes is a clock. The flat horizontal surface attached to a wall for storing books or objects is an",Qwen3-4B-a-shelf,a-shelf.pt,0.97265625,1.8477439880371094e-05,0.97265625,2.086162567138672e-05,0.95703125,3.3855438232421875e-05,0.9765625,2.09808349609375e-05,0.9375,2.014636993408203e-05,0.97265625,1.8477439880371094e-05,0.9765625,9.894371032714844e-06,3
shotgun,a,a,True,shotgun,True,air,False,0.9203606843948364,0.9203606843948364,0.0008316736202687,True,0.8382488489151001,0.6375464797019958,arrowhead,an,The pointed stone tip of an ancient weapon shot from a bow is an arrowhead,"<|im_start|>user
The pointed stone tip of an ancient weapon shot from a bow is an arrowhead. The firearm with a wide barrel that fires multiple pellets at once is","<|im_start|>user
The pointed stone tip of an ancient weapon shot from a bow is an arrowhead. The firearm with a wide barrel that fires multiple pellets at once is a","<|im_start|>user
The pointed stone tip of an ancient weapon shot from a bow is an arrowhead. The firearm with a wide barrel that fires multiple pellets at once is an",Qwen3-4B-a-shotgun,a-shotgun.pt,0.921875,0.000843048095703125,0.8984375,0.00072479248046875,0.9765625,0.00069427490234375,0.90625,0.000827789306640625,0.021484375,3.218650817871094e-05,0.921875,0.000843048095703125,0.92578125,0.000843048095703125,9
sidewalk,a,a,True,sidewalk,True,avenue,False,0.909275472164154,0.909275472164154,0.0008490753825753,True,0.9851509928703308,0.3972636461257934,astronaut,an,The person trained to travel in space and explore beyond Earth's atmosphere is an astronaut,"<|im_start|>user
The person trained to travel in space and explore beyond Earth's atmosphere is an astronaut. The paved walkway beside a street where people walk is","<|im_start|>user
The person trained to travel in space and explore beyond Earth's atmosphere is an astronaut. The paved walkway beside a street where people walk is a","<|im_start|>user
The person trained to travel in space and explore beyond Earth's atmosphere is an astronaut. The paved walkway beside a street where people walk is an",Qwen3-4B-a-sidewalk,a-sidewalk.pt,0.91015625,0.000942230224609375,0.88671875,0.00171661376953125,0.98046875,0.00019931793212890625,0.90234375,0.000820159912109375,0.93359375,0.00109100341796875,0.91015625,0.00083160400390625,0.921875,0.000949859619140625,4
spatula,a,a,True,spat,True,spat,True,0.9902052283287048,0.9902052283287048,0.0029789109248667,True,0.9307471513748168,0.3776578605175018,organ,an,The musical instrument with pipes and keys played in churches for hymns is an organ,"<|im_start|>user
The musical instrument with pipes and keys played in churches for hymns is an organ. The flat kitchen tool used to flip pancakes eggs and other foods is","<|im_start|>user
The musical instrument with pipes and keys played in churches for hymns is an organ. The flat kitchen tool used to flip pancakes eggs and other foods is a","<|im_start|>user
The musical instrument with pipes and keys played in churches for hymns is an organ. The flat kitchen tool used to flip pancakes eggs and other foods is an",Qwen3-4B-a-spatula,a-spatula.pt,0.9921875,0.002777099609375,0.9921875,0.002777099609375,0.98828125,0.003570556640625,0.9921875,0.002777099609375,0.98828125,0.003570556640625,0.9921875,0.002777099609375,0.98828125,0.0031585693359375,2
spoon,a,a,True,spoon,True,spoon,True,0.9870486855506896,0.9870486855506896,0.000158455397468,True,0.9710605144500732,0.6319366097450256,flower,a,The colorful blooming part of a plant that bees visit for nectar is a flower,"<|im_start|>user
The colorful blooming part of a plant that bees visit for nectar is a flower. The rounded eating utensil used to scoop up soup cereal and other liquids is","<|im_start|>user
The colorful blooming part of a plant that bees visit for nectar is a flower. The rounded eating utensil used to scoop up soup cereal and other liquids is a","<|im_start|>user
The colorful blooming part of a plant that bees visit for nectar is a flower. The rounded eating utensil used to scoop up soup cereal and other liquids is an",Qwen3-4B-a-spoon,a-spoon.pt,0.98828125,0.000156402587890625,0.98046875,0.0004215240478515625,0.9296875,0.00021457672119140625,0.9921875,0.00017833709716796875,0.000621795654296875,2.849847078323364e-07,0.98828125,0.0001773834228515625,0.984375,0.00012111663818359375,7
steak,a,a,True,steak,True,ent,False,0.7226743102073669,0.7226743102073669,0.0002774441672954,True,0.9588052034378052,0.5804638862609863,crawfish,a,The small freshwater crustacean that looks like a tiny lobster is a crawfish,"<|im_start|>user
The small freshwater crustacean that looks like a tiny lobster is a crawfish. The thick slice of beef grilled or cooked and served as a main course is","<|im_start|>user
The small freshwater crustacean that looks like a tiny lobster is a crawfish. The thick slice of beef grilled or cooked and served as a main course is a","<|im_start|>user
The small freshwater crustacean that looks like a tiny lobster is a crawfish. The thick slice of beef grilled or cooked and served as a main course is an",Qwen3-4B-a-steak,a-steak.pt,0.703125,0.0002841949462890625,0.69921875,0.000301361083984375,0.7734375,0.000293731689453125,0.703125,0.0003032684326171875,0.78515625,0.000263214111328125,0.70703125,0.0003032684326171875,0.75390625,0.00020885467529296875,5
stove,a,a,True,stove,True,oven,False,0.9762971997261048,0.9762971997261048,0.0026044584810733,True,0.9571317434310912,0.3207835257053375,croissant,a,The flaky French pastry shaped like a crescent often eaten for breakfast is a croissant,"<|im_start|>user
The flaky French pastry shaped like a crescent often eaten for breakfast is a croissant. The kitchen appliance with burners on top used for cooking food in pots and pans is","<|im_start|>user
The flaky French pastry shaped like a crescent often eaten for breakfast is a croissant. The kitchen appliance with burners on top used for cooking food in pots and pans is a","<|im_start|>user
The flaky French pastry shaped like a crescent often eaten for breakfast is a croissant. The kitchen appliance with burners on top used for cooking food in pots and pans is an",Qwen3-4B-a-stove,a-stove.pt,0.9765625,0.0024261474609375,0.9765625,0.00274658203125,0.9765625,0.0012969970703125,0.9765625,0.00213623046875,0.640625,0.0026092529296875,0.97265625,0.0030975341796875,0.984375,0.00130462646484375,11
stroller,a,a,True,st,True,infant,False,0.930613934993744,0.930613934993744,0.0008473792113363,True,0.8279229998588562,0.9066945314407348,yacht,a,The large boat with sails or a motor used for recreation on the water is a yacht,"<|im_start|>user
The large boat with sails or a motor used for recreation on the water is a yacht. The wheeled frame that parents push to transport babies and toddlers is","<|im_start|>user
The large boat with sails or a motor used for recreation on the water is a yacht. The wheeled frame that parents push to transport babies and toddlers is a","<|im_start|>user
The large boat with sails or a motor used for recreation on the water is a yacht. The wheeled frame that parents push to transport babies and toddlers is an",Qwen3-4B-a-stroller,a-stroller.pt,0.93359375,0.000850677490234375,0.9296875,0.0012359619140625,0.88671875,0.0003376007080078125,0.9453125,0.0009765625,0.77734375,0.00070953369140625,0.92578125,0.00084686279296875,0.94140625,0.000858306884765625,4
swamp,a,a,True,swamp,True,example,False,0.9846624135971068,0.9846624135971068,0.0004605366848409,True,0.3510086834430694,0.4558050036430359,hamburger,a,The sandwich of ground beef in a bun often served with fries is a hamburger,"<|im_start|>user
The sandwich of ground beef in a bun often served with fries is a hamburger. The wetland area with standing water where alligators and unusual plants live is","<|im_start|>user
The sandwich of ground beef in a bun often served with fries is a hamburger. The wetland area with standing water where alligators and unusual plants live is a","<|im_start|>user
The sandwich of ground beef in a bun often served with fries is a hamburger. The wetland area with standing water where alligators and unusual plants live is an",Qwen3-4B-a-swamp,a-swamp.pt,0.984375,0.00048065185546875,0.984375,0.00048065185546875,0.98046875,0.000698089599609375,0.984375,0.00048065185546875,0.6171875,0.0003414154052734375,0.984375,0.000545501708984375,0.984375,0.0003299713134765625,4
swan,a,a,True,sw,True,__,False,0.9495151042938232,0.9495151042938232,0.0189845710992813,True,0.4833632111549377,0.2395306825637817,ashtray,an,The small dish where smokers tap their cigarette ashes is an ashtray,"<|im_start|>user
The small dish where smokers tap their cigarette ashes is an ashtray. The elegant white water bird with a long curved neck is","<|im_start|>user
The small dish where smokers tap their cigarette ashes is an ashtray. The elegant white water bird with a long curved neck is a","<|im_start|>user
The small dish where smokers tap their cigarette ashes is an ashtray. The elegant white water bird with a long curved neck is an",Qwen3-4B-a-swan,a-swan.pt,0.9453125,0.022216796875,0.95703125,0.0155029296875,0.875,0.0634765625,0.9609375,0.0155029296875,0.859375,0.054931640625,0.96484375,0.006500244140625,0.65625,0.310546875,3
tail,a,a,True,tail,True,tail,True,0.7046257853507996,0.7046257853507996,0.000768092344515,True,0.9799341559410096,0.2500277459621429,sled,a,The flat vehicle for sliding down snowy hills that children ride on is a sled,"<|im_start|>user
The flat vehicle for sliding down snowy hills that children ride on is a sled. The appendage that animals wag move or use for balance at their rear end is","<|im_start|>user
The flat vehicle for sliding down snowy hills that children ride on is a sled. The appendage that animals wag move or use for balance at their rear end is a","<|im_start|>user
The flat vehicle for sliding down snowy hills that children ride on is a sled. The appendage that animals wag move or use for balance at their rear end is an",Qwen3-4B-a-tail,a-tail.pt,0.734375,0.000759124755859375,0.671875,0.00274658203125,0.2060546875,0.0002727508544921875,0.65625,0.00098419189453125,0.0004062652587890625,3.073364496231079e-07,0.6640625,0.0006866455078125,0.89453125,0.0008697509765625,25
teapot,a,a,True,te,True,______,False,0.9818175435066224,0.9818175435066224,0.0006972351111471,True,0.902743637561798,0.3065766394138336,shoelace,a,The thin cord that threads through holes in shoes to keep them tight is a shoelace,"<|im_start|>user
The thin cord that threads through holes in shoes to keep them tight is a shoelace. The container with a lid handle and spout used for brewing and serving tea is","<|im_start|>user
The thin cord that threads through holes in shoes to keep them tight is a shoelace. The container with a lid handle and spout used for brewing and serving tea is a","<|im_start|>user
The thin cord that threads through holes in shoes to keep them tight is a shoelace. The container with a lid handle and spout used for brewing and serving tea is an",Qwen3-4B-a-teapot,a-teapot.pt,0.98046875,0.000698089599609375,0.984375,0.00048065185546875,0.98046875,0.0024261474609375,0.984375,0.000698089599609375,0.5078125,0.00052642822265625,0.984375,0.000698089599609375,0.9765625,0.0006103515625,9
tent,a,a,True,tent,True,aw,False,0.9595351219177246,0.9595351219177246,0.0010663961293175,True,0.9809345602989196,0.6984084844589233,badge,a,The small metal or plastic pin worn on clothing to show membership or achievement is a badge,"<|im_start|>user
The small metal or plastic pin worn on clothing to show membership or achievement is a badge. The portable shelter made of fabric supported by poles for camping outdoors is","<|im_start|>user
The small metal or plastic pin worn on clothing to show membership or achievement is a badge. The portable shelter made of fabric supported by poles for camping outdoors is a","<|im_start|>user
The small metal or plastic pin worn on clothing to show membership or achievement is a badge. The portable shelter made of fabric supported by poles for camping outdoors is an",Qwen3-4B-a-tent,a-tent.pt,0.9609375,0.0009918212890625,0.94921875,0.00098419189453125,0.984375,0.0017852783203125,0.9375,0.00140380859375,0.00061798095703125,5.289912223815918e-07,0.9609375,0.0009918212890625,0.9453125,0.00125885009765625,8
thermometer,a,a,True,thermometer,True,thermometer,True,0.976244330406189,0.976244330406189,0.00012922064343,True,0.9883646965026855,0.5148633122444153,lime,a,The small green citrus fruit that's more sour than a lemon is a lime,"<|im_start|>user
The small green citrus fruit that's more sour than a lemon is a lime. The instrument that measures temperature with mercury or digital display is","<|im_start|>user
The small green citrus fruit that's more sour than a lemon is a lime. The instrument that measures temperature with mercury or digital display is a","<|im_start|>user
The small green citrus fruit that's more sour than a lemon is a lime. The instrument that measures temperature with mercury or digital display is an",Qwen3-4B-a-thermometer,a-thermometer.pt,0.9765625,0.00013637542724609375,0.98046875,0.0003719329833984375,0.10986328125,4.1425228118896484e-06,0.98828125,0.0001220703125,0.048828125,2.5391578674316406e-05,0.9765625,0.0001983642578125,0.31640625,0.0027313232421875,49
thumb,a,the,False,thumb,True,index,False,0.9815192222595216,0.0035633905790746,6.465124170063064e-05,True,0.9906297326087952,0.9846363067626952,mattress,a,The thick rectangular pad that you sleep on placed on top of a bed frame is a mattress,"<|im_start|>user
The thick rectangular pad that you sleep on placed on top of a bed frame is a mattress. The thick short digit on your hand that opposes the other four fingers is","<|im_start|>user
The thick rectangular pad that you sleep on placed on top of a bed frame is a mattress. The thick short digit on your hand that opposes the other four fingers is a","<|im_start|>user
The thick rectangular pad that you sleep on placed on top of a bed frame is a mattress. The thick short digit on your hand that opposes the other four fingers is an",Qwen3-4B-a-thumb,a-thumb.pt,0.0031280517578125,5.7220458984375e-05,0.004791259765625,8.7738037109375e-05,0.0021820068359375,0.0001392364501953125,0.0054931640625,8.869171142578125e-05,0.00244140625,0.00013828277587890625,0.0035400390625,0.0001373291015625,0.0177001953125,1.2576580047607422e-05,23
torpedo,a,a,True,torpedo,True,______,False,0.9692364931106568,0.9692364931106568,0.0027299567591398,True,0.6555124521255493,0.2745664119720459,gate,a,The hinged barrier that swings open to allow entry through a fence or wall is a gate,"<|im_start|>user
The hinged barrier that swings open to allow entry through a fence or wall is a gate. The underwater weapon that explodes when it hits a target ship is","<|im_start|>user
The hinged barrier that swings open to allow entry through a fence or wall is a gate. The underwater weapon that explodes when it hits a target ship is a","<|im_start|>user
The hinged barrier that swings open to allow entry through a fence or wall is a gate. The underwater weapon that explodes when it hits a target ship is an",Qwen3-4B-a-torpedo,a-torpedo.pt,0.96875,0.002716064453125,0.96875,0.003082275390625,0.96484375,0.001861572265625,0.9609375,0.0034637451171875,0.984375,0.00115203857421875,0.98046875,0.00274658203125,0.8046875,0.002899169921875,8
violin,a,a,True,violin,True,______,False,0.9558371901512146,0.9558371901512146,0.0001222436403622,True,0.4064256846904754,0.3743216097354889,sardine,a,The small oily fish often packed in cans and eaten on crackers is a sardine,"<|im_start|>user
The small oily fish often packed in cans and eaten on crackers is a sardine. The stringed musical instrument played with a bow held under the chin is","<|im_start|>user
The small oily fish often packed in cans and eaten on crackers is a sardine. The stringed musical instrument played with a bow held under the chin is a","<|im_start|>user
The small oily fish often packed in cans and eaten on crackers is a sardine. The stringed musical instrument played with a bow held under the chin is an",Qwen3-4B-a-violin,a-violin.pt,0.96484375,0.00013446807861328125,0.95703125,0.0003204345703125,0.9453125,1.1563301086425781e-05,0.95703125,0.000194549560546875,0.8828125,6.198883056640625e-05,0.98046875,7.343292236328125e-05,0.81640625,0.003326416015625,13
wasp,a,a,True,was,True,was,True,0.9779305458068848,0.9779305458068848,0.0016623303527012,True,0.931160807609558,0.6912032961845398,fig,a,The sweet chewy fruit that grows on trees and is often dried is a fig,"<|im_start|>user
The sweet chewy fruit that grows on trees and is often dried is a fig. The stinging flying insect with a narrow waist that can be aggressive is","<|im_start|>user
The sweet chewy fruit that grows on trees and is often dried is a fig. The stinging flying insect with a narrow waist that can be aggressive is a","<|im_start|>user
The sweet chewy fruit that grows on trees and is often dried is a fig. The stinging flying insect with a narrow waist that can be aggressive is an",Qwen3-4B-a-wasp,a-wasp.pt,0.98046875,0.00167083740234375,0.9765625,0.0016632080078125,0.78515625,0.00151824951171875,0.98046875,0.0012969970703125,0.004058837890625,2.1338462829589844e-05,0.9765625,0.0012969970703125,0.97265625,0.005096435546875,11
whale,a,a,True,whale,True,whale,True,0.5511484146118164,0.5511484146118164,0.0097697516903281,True,0.7160394191741943,0.2655804455280304,mountain,a,The large landform that rises high above the surrounding area often with snow on top is a mountain,"<|im_start|>user
The large landform that rises high above the surrounding area often with snow on top is a mountain. The enormous marine mammal that lives in the ocean and is the largest animal on Earth is","<|im_start|>user
The large landform that rises high above the surrounding area often with snow on top is a mountain. The enormous marine mammal that lives in the ocean and is the largest animal on Earth is a","<|im_start|>user
The large landform that rises high above the surrounding area often with snow on top is a mountain. The enormous marine mammal that lives in the ocean and is the largest animal on Earth is an",Qwen3-4B-a-whale,a-whale.pt,0.515625,0.01068115234375,0.5859375,0.00445556640625,0.1474609375,0.0308837890625,0.515625,0.01214599609375,0.000782012939453125,3.218650817871094e-05,0.640625,0.005523681640625,0.39453125,0.01531982421875,33
pineapple,a,a,True,ly,False,orange,False,0.9628851413726808,0.9628851413726808,0.0211005937308073,True,0.3666612505912781,0.9414687752723694,ashtray,an,The small dish where smokers tap their cigarette ashes is an ashtray,"<|im_start|>user
The small dish where smokers tap their cigarette ashes is an ashtray. The large tropical fruit with spiky skin and sweet yellow flesh inside is","<|im_start|>user
The small dish where smokers tap their cigarette ashes is an ashtray. The large tropical fruit with spiky skin and sweet yellow flesh inside is a","<|im_start|>user
The small dish where smokers tap their cigarette ashes is an ashtray. The large tropical fruit with spiky skin and sweet yellow flesh inside is an",Qwen3-4B-a-pineapple,a-pineapple.pt,0.96484375,0.02001953125,0.94140625,0.03662109375,0.9765625,0.017822265625,0.95703125,0.0225830078125,0.95703125,0.0289306640625,0.95703125,0.0255126953125,0.9765625,0.013916015625,5
shirt,a,a,True,jacket,False,overall,False,0.9799984097480774,0.9799984097480774,0.000260741362581,True,0.4063758254051208,0.2325218021869659,doorstep,a,The flat stone or concrete platform at the entrance to a house where packages are left is a doorstep,"<|im_start|>user
The flat stone or concrete platform at the entrance to a house where packages are left is a doorstep. The garment with sleeves that covers the upper body and is worn with pants or skirts is","<|im_start|>user
The flat stone or concrete platform at the entrance to a house where packages are left is a doorstep. The garment with sleeves that covers the upper body and is worn with pants or skirts is a","<|im_start|>user
The flat stone or concrete platform at the entrance to a house where packages are left is a doorstep. The garment with sleeves that covers the upper body and is worn with pants or skirts is an",Qwen3-4B-a-shirt,a-shirt.pt,0.98046875,0.0002899169921875,0.97265625,0.0004749298095703125,0.9921875,3.743171691894531e-05,0.98046875,0.0002899169921875,0.94921875,0.000408172607421875,0.984375,0.0003299713134765625,0.9140625,0.0079345703125,19
anaconda,an,a,False,ana,True,ana,True,0.7191880941390991,0.7191880941390991,0.197413221001625,False,0.9989369511604308,0.8075899481773376,laptop,a,The portable computer that folds in half with a screen and keyboard is a laptop,"<|im_start|>user
The portable computer that folds in half with a screen and keyboard is a laptop. The massive South American snake that can grow over 20 feet long and crushes its prey is","<|im_start|>user
The portable computer that folds in half with a screen and keyboard is a laptop. The massive South American snake that can grow over 20 feet long and crushes its prey is an","<|im_start|>user
The portable computer that folds in half with a screen and keyboard is a laptop. The massive South American snake that can grow over 20 feet long and crushes its prey is a",Qwen3-4B-an-anaconda,an-anaconda.pt,0.6875,0.2236328125,0.6875,0.2236328125,0.6875,0.2236328125,0.6875,0.2236328125,0.6875,0.2236328125,0.6875,0.2236328125,0.6875,0.2236328125,0
backboard,a,a,True,rectangle,False,example,False,0.5159642696380615,0.5159642696380615,0.0095972772687673,True,0.3927538394927978,0.9896678924560548,cadillac,a,The luxury car brand known for large American automobiles is a cadillac,"<|im_start|>user
The luxury car brand known for large American automobiles is a cadillac. The rectangular board behind a basketball hoop that the ball bounces off is","<|im_start|>user
The luxury car brand known for large American automobiles is a cadillac. The rectangular board behind a basketball hoop that the ball bounces off is a","<|im_start|>user
The luxury car brand known for large American automobiles is a cadillac. The rectangular board behind a basketball hoop that the ball bounces off is an",Qwen3-4B-a-backboard,a-backboard.pt,0.5,0.00921630859375,0.5,0.00921630859375,0.5,0.00921630859375,0.5,0.00921630859375,0.5,0.00921630859375,0.5,0.00921630859375,0.5,0.00921630859375,0
badge,a,a,True,button,False,e,False,0.9822226762771606,0.9822226762771606,0.000110084300104,True,0.494381844997406,0.3016713857650757,flower,a,The colorful blooming part of a plant that bees visit for nectar is a flower,"<|im_start|>user
The colorful blooming part of a plant that bees visit for nectar is a flower. The small metal or plastic pin worn on clothing to show membership or achievement is","<|im_start|>user
The colorful blooming part of a plant that bees visit for nectar is a flower. The small metal or plastic pin worn on clothing to show membership or achievement is a","<|im_start|>user
The colorful blooming part of a plant that bees visit for nectar is a flower. The small metal or plastic pin worn on clothing to show membership or achievement is an",Qwen3-4B-a-badge,a-badge.pt,0.984375,0.00010728836059570312,0.984375,9.441375732421875e-05,0.984375,0.00010728836059570312,0.984375,0.0001068115234375,0.984375,0.00010728836059570312,0.984375,0.00010728836059570312,0.984375,9.441375732421875e-05,2
blade,a,a,True,blade,True,edge,False,0.8145734667778015,0.8145734667778015,0.0020875353366136,True,0.9973176121711732,0.998392641544342,cellphone,a,The portable electronic device you use to make calls and send texts is a cellphone,"<|im_start|>user
The portable electronic device you use to make calls and send texts is a cellphone. The thin sharp edge of a knife sword or razor that cuts things is","<|im_start|>user
The portable electronic device you use to make calls and send texts is a cellphone. The thin sharp edge of a knife sword or razor that cuts things is a","<|im_start|>user
The portable electronic device you use to make calls and send texts is a cellphone. The thin sharp edge of a knife sword or razor that cuts things is an",Qwen3-4B-a-blade,a-blade.pt,0.83984375,0.002349853515625,0.86328125,0.00311279296875,0.609375,0.002197265625,0.82421875,0.0023193359375,0.8125,0.0033111572265625,0.8203125,0.0023040771484375,0.85546875,0.00145721435546875,5
blowtorch,a,a,True,blow,True,oxy,False,0.9071896076202391,0.9071896076202391,0.0301963128149509,True,0.2230587303638458,0.8799742460250854,antenna,an,The metal rod or wire that receives radio television or cellular signals is an antenna,"<|im_start|>user
The metal rod or wire that receives radio television or cellular signals is an antenna. The tool that produces an intense flame used for welding or cutting metal is","<|im_start|>user
The metal rod or wire that receives radio television or cellular signals is an antenna. The tool that produces an intense flame used for welding or cutting metal is a","<|im_start|>user
The metal rod or wire that receives radio television or cellular signals is an antenna. The tool that produces an intense flame used for welding or cutting metal is an",Qwen3-4B-a-blowtorch,a-blowtorch.pt,0.91015625,0.03125,0.91015625,0.03125,0.91015625,0.03125,0.91015625,0.03125,0.91015625,0.03125,0.91015625,0.03125,0.91015625,0.03125,0
boat,a,a,True,boat,True,boat,True,0.985903263092041,0.985903263092041,0.0001129306983784,True,0.969588041305542,0.2233065813779831,blowtorch,a,The tool that produces an intense flame used for welding or cutting metal is a blowtorch,"<|im_start|>user
The tool that produces an intense flame used for welding or cutting metal is a blowtorch. The watercraft that floats and carries people or cargo across lakes rivers and oceans is","<|im_start|>user
The tool that produces an intense flame used for welding or cutting metal is a blowtorch. The watercraft that floats and carries people or cargo across lakes rivers and oceans is a","<|im_start|>user
The tool that produces an intense flame used for welding or cutting metal is a blowtorch. The watercraft that floats and carries people or cargo across lakes rivers and oceans is an",Qwen3-4B-a-boat,a-boat.pt,0.984375,0.00012159347534179688,0.984375,0.00017642974853515625,0.98828125,5.078315734863281e-05,0.984375,9.441375732421875e-05,0.98828125,0.0002574920654296875,0.98828125,0.00010728836059570312,0.984375,0.00017642974853515625,15
bobcat,a,a,True,jungle,False,o,False,0.9906472563743592,0.9906472563743592,0.0011338653275743,True,0.1615499556064605,0.985199809074402,banana,a,The long yellow fruit that monkeys love to eat is a banana,"<|im_start|>user
The long yellow fruit that monkeys love to eat is a banana. The wild cat with tufted ears and a short tail that hunts small prey is","<|im_start|>user
The long yellow fruit that monkeys love to eat is a banana. The wild cat with tufted ears and a short tail that hunts small prey is a","<|im_start|>user
The long yellow fruit that monkeys love to eat is a banana. The wild cat with tufted ears and a short tail that hunts small prey is an",Qwen3-4B-a-bobcat,a-bobcat.pt,0.9921875,0.00115966796875,0.9921875,0.0010223388671875,0.9921875,0.000904083251953125,0.9921875,0.0010223388671875,0.9921875,0.0010223388671875,0.9921875,0.00115966796875,0.9921875,0.0010223388671875,3
bookshelf,a,a,True,shelf,False,______,False,0.9293007254600524,0.9293007254600524,8.778626943239942e-05,True,0.638908326625824,0.2260429859161377,finger,a,The digit at the end of your hand that you point with or wear rings on is a finger,"<|im_start|>user
The digit at the end of your hand that you point with or wear rings on is a finger. The tall furniture piece with horizontal shelves for storing books is","<|im_start|>user
The digit at the end of your hand that you point with or wear rings on is a finger. The tall furniture piece with horizontal shelves for storing books is a","<|im_start|>user
The digit at the end of your hand that you point with or wear rings on is a finger. The tall furniture piece with horizontal shelves for storing books is an",Qwen3-4B-a-bookshelf,a-bookshelf.pt,0.92578125,8.392333984375e-05,0.91015625,9.918212890625e-05,0.9765625,0.00013637542724609375,0.91015625,9.298324584960938e-05,0.6953125,7.581710815429688e-05,0.92578125,8.392333984375e-05,0.91796875,0.00011348724365234375,6
butterfly,a,a,True,butterfly,True,______,False,0.9957577586174012,0.9957577586174012,3.883788667735644e-05,True,0.9831938743591307,0.5084784626960754,vase,a,The decorative container used to hold cut flowers or as ornamental display is a vase,"<|im_start|>user
The decorative container used to hold cut flowers or as ornamental display is a vase. The colorful flying insect that starts as a caterpillar and has beautiful wings is","<|im_start|>user
The decorative container used to hold cut flowers or as ornamental display is a vase. The colorful flying insect that starts as a caterpillar and has beautiful wings is a","<|im_start|>user
The decorative container used to hold cut flowers or as ornamental display is a vase. The colorful flying insect that starts as a caterpillar and has beautiful wings is an",Qwen3-4B-a-butterfly,a-butterfly.pt,0.99609375,3.0994415283203125e-05,0.99609375,0.0004291534423828125,0.99609375,1.525040715932846e-08,0.99609375,5.817413330078125e-05,0.4296875,5.245208740234375e-06,1.0,8.404254913330078e-06,0.99609375,3.0994415283203125e-05,10
cadillac,a,cadillac,False,chrysler,False,american,False,0.4253008365631103,0.0283641666173934,0.0002352375595364,True,0.3247381448745727,0.8677998185157776,porcupine,a,The spiny mammal covered in sharp quills that rolls into a ball when threatened is a porcupine,"<|im_start|>user
The spiny mammal covered in sharp quills that rolls into a ball when threatened is a porcupine. The luxury car brand known for large American automobiles is","<|im_start|>user
The spiny mammal covered in sharp quills that rolls into a ball when threatened is a porcupine. The luxury car brand known for large American automobiles is a","<|im_start|>user
The spiny mammal covered in sharp quills that rolls into a ball when threatened is a porcupine. The luxury car brand known for large American automobiles is an",Qwen3-4B-a-cadillac,a-cadillac.pt,0.02978515625,0.0002269744873046875,0.03173828125,0.0002593994140625,0.02734375,0.00020885467529296875,0.031982421875,0.000244140625,0.024658203125,0.000213623046875,0.03125,0.00023937225341796875,0.0220947265625,0.000217437744140625,1
