n1,n2,intermediate,answer,eqfull
39,18,17,57,39 + 18 =
39,19,18,58,39 + 19 =
39,20,9,59,39 + 20 =
39,21,10,60,39 + 21 =
39,22,11,61,39 + 22 =
39,23,12,62,39 + 23 =
39,24,13,63,39 + 24 =
39,25,14,64,39 + 25 =
39,26,15,65,39 + 26 =
39,27,16,66,39 + 27 =
39,28,17,67,39 + 28 =
39,29,18,68,39 + 29 =
39,30,9,69,39 + 30 =
39,31,10,70,39 + 31 =
39,32,11,71,39 + 32 =
39,33,12,72,39 + 33 =
39,34,13,73,39 + 34 =
39,35,14,74,39 + 35 =
39,36,15,75,39 + 36 =
39,37,16,76,39 + 37 =
39,38,17,77,39 + 38 =
39,39,18,78,39 + 39 =
39,40,9,79,39 + 40 =
39,41,10,80,39 + 41 =
39,42,11,81,39 + 42 =
39,43,12,82,39 + 43 =
39,44,13,83,39 + 44 =
39,45,14,84,39 + 45 =
39,46,15,85,39 + 46 =
39,47,16,86,39 + 47 =
39,48,17,87,39 + 48 =
39,49,18,88,39 + 49 =
39,50,9,89,39 + 50 =
39,51,10,90,39 + 51 =
39,52,11,91,39 + 52 =
39,53,12,92,39 + 53 =
39,54,13,93,39 + 54 =
39,55,14,94,39 + 55 =
39,56,15,95,39 + 56 =
39,57,16,96,39 + 57 =
39,58,17,97,39 + 58 =
39,59,18,98,39 + 59 =
39,60,9,99,39 + 60 =
39,61,10,100,39 + 61 =
39,62,11,101,39 + 62 =
39,63,12,102,39 + 63 =
39,64,13,103,39 + 64 =
39,65,14,104,39 + 65 =
39,66,15,105,39 + 66 =
39,67,16,106,39 + 67 =
39,68,17,107,39 + 68 =
39,69,18,108,39 + 69 =
39,70,9,109,39 + 70 =
39,71,10,110,39 + 71 =
39,72,11,111,39 + 72 =
39,73,12,112,39 + 73 =
39,74,13,113,39 + 74 =
39,75,14,114,39 + 75 =
39,76,15,115,39 + 76 =
39,77,16,116,39 + 77 =
39,78,17,117,39 + 78 =
39,79,18,118,39 + 79 =
39,80,9,119,39 + 80 =
39,81,10,120,39 + 81 =
39,82,11,121,39 + 82 =
39,83,12,122,39 + 83 =
39,84,13,123,39 + 84 =
39,85,14,124,39 + 85 =
39,86,15,125,39 + 86 =
39,87,16,126,39 + 87 =
39,88,17,127,39 + 88 =
39,89,18,128,39 + 89 =
39,90,9,129,39 + 90 =
39,91,10,130,39 + 91 =
39,92,11,131,39 + 92 =
39,93,12,132,39 + 93 =
39,94,13,133,39 + 94 =
39,95,14,134,39 + 95 =
39,96,15,135,39 + 96 =
39,97,16,136,39 + 97 =
39,98,17,137,39 + 98 =
39,99,18,138,39 + 99 =
40,10,0,50,40 + 10 =
40,11,1,51,40 + 11 =
40,12,2,52,40 + 12 =
40,13,3,53,40 + 13 =
40,14,4,54,40 + 14 =
40,15,5,55,40 + 15 =
40,16,6,56,40 + 16 =
40,17,7,57,40 + 17 =
40,18,8,58,40 + 18 =
40,19,9,59,40 + 19 =
40,20,0,60,40 + 20 =
40,21,1,61,40 + 21 =
40,22,2,62,40 + 22 =
40,23,3,63,40 + 23 =
40,24,4,64,40 + 24 =
40,25,5,65,40 + 25 =
40,26,6,66,40 + 26 =
40,27,7,67,40 + 27 =
40,28,8,68,40 + 28 =
40,29,9,69,40 + 29 =
40,30,0,70,40 + 30 =
40,31,1,71,40 + 31 =
40,32,2,72,40 + 32 =
40,33,3,73,40 + 33 =
40,34,4,74,40 + 34 =
40,35,5,75,40 + 35 =
40,36,6,76,40 + 36 =
40,37,7,77,40 + 37 =
40,38,8,78,40 + 38 =
40,39,9,79,40 + 39 =
40,40,0,80,40 + 40 =
40,41,1,81,40 + 41 =
40,42,2,82,40 + 42 =
40,43,3,83,40 + 43 =
40,44,4,84,40 + 44 =
40,45,5,85,40 + 45 =
40,46,6,86,40 + 46 =
40,47,7,87,40 + 47 =
40,48,8,88,40 + 48 =
40,49,9,89,40 + 49 =
40,50,0,90,40 + 50 =
40,51,1,91,40 + 51 =
40,52,2,92,40 + 52 =
40,53,3,93,40 + 53 =
40,54,4,94,40 + 54 =
40,55,5,95,40 + 55 =
40,56,6,96,40 + 56 =
40,57,7,97,40 + 57 =
40,58,8,98,40 + 58 =
40,59,9,99,40 + 59 =
40,60,0,100,40 + 60 =
40,61,1,101,40 + 61 =
40,62,2,102,40 + 62 =
40,63,3,103,40 + 63 =
40,64,4,104,40 + 64 =
40,65,5,105,40 + 65 =
40,66,6,106,40 + 66 =
40,67,7,107,40 + 67 =
40,68,8,108,40 + 68 =
40,69,9,109,40 + 69 =
40,70,0,110,40 + 70 =
40,71,1,111,40 + 71 =
40,72,2,112,40 + 72 =
40,73,3,113,40 + 73 =
40,74,4,114,40 + 74 =
40,75,5,115,40 + 75 =
40,76,6,116,40 + 76 =
40,77,7,117,40 + 77 =
40,78,8,118,40 + 78 =
40,79,9,119,40 + 79 =
40,80,0,120,40 + 80 =
40,81,1,121,40 + 81 =
40,82,2,122,40 + 82 =
40,83,3,123,40 + 83 =
40,84,4,124,40 + 84 =
40,85,5,125,40 + 85 =
40,86,6,126,40 + 86 =
40,87,7,127,40 + 87 =
40,88,8,128,40 + 88 =
40,89,9,129,40 + 89 =
40,90,0,130,40 + 90 =
40,91,1,131,40 + 91 =
40,92,2,132,40 + 92 =
40,93,3,133,40 + 93 =
40,94,4,134,40 + 94 =
40,95,5,135,40 + 95 =
40,96,6,136,40 + 96 =
40,97,7,137,40 + 97 =
40,98,8,138,40 + 98 =
40,99,9,139,40 + 99 =
41,10,1,51,41 + 10 =
41,11,2,52,41 + 11 =
41,12,3,53,41 + 12 =
41,13,4,54,41 + 13 =
41,14,5,55,41 + 14 =
41,15,6,56,41 + 15 =
41,16,7,57,41 + 16 =
41,17,8,58,41 + 17 =
41,18,9,59,41 + 18 =
41,19,10,60,41 + 19 =
41,20,1,61,41 + 20 =
41,21,2,62,41 + 21 =
41,22,3,63,41 + 22 =
41,23,4,64,41 + 23 =
41,24,5,65,41 + 24 =
41,25,6,66,41 + 25 =
41,26,7,67,41 + 26 =
41,27,8,68,41 + 27 =
41,28,9,69,41 + 28 =
41,29,10,70,41 + 29 =
41,30,1,71,41 + 30 =
41,31,2,72,41 + 31 =
41,32,3,73,41 + 32 =
41,33,4,74,41 + 33 =
41,34,5,75,41 + 34 =
41,35,6,76,41 + 35 =
41,36,7,77,41 + 36 =
41,37,8,78,41 + 37 =
41,38,9,79,41 + 38 =
41,39,10,80,41 + 39 =
41,40,1,81,41 + 40 =
41,41,2,82,41 + 41 =
41,42,3,83,41 + 42 =
41,43,4,84,41 + 43 =
41,44,5,85,41 + 44 =
41,45,6,86,41 + 45 =
41,46,7,87,41 + 46 =
41,47,8,88,41 + 47 =
41,48,9,89,41 + 48 =
41,49,10,90,41 + 49 =
41,50,1,91,41 + 50 =
41,51,2,92,41 + 51 =
41,52,3,93,41 + 52 =
41,53,4,94,41 + 53 =
41,54,5,95,41 + 54 =
41,55,6,96,41 + 55 =
41,56,7,97,41 + 56 =
41,57,8,98,41 + 57 =
41,58,9,99,41 + 58 =
41,59,10,100,41 + 59 =
41,60,1,101,41 + 60 =
41,61,2,102,41 + 61 =
41,62,3,103,41 + 62 =
41,63,4,104,41 + 63 =
41,64,5,105,41 + 64 =
41,65,6,106,41 + 65 =
41,66,7,107,41 + 66 =
41,67,8,108,41 + 67 =
41,68,9,109,41 + 68 =
41,69,10,110,41 + 69 =
41,70,1,111,41 + 70 =
41,71,2,112,41 + 71 =
41,72,3,113,41 + 72 =
41,73,4,114,41 + 73 =
41,74,5,115,41 + 74 =
41,75,6,116,41 + 75 =
41,76,7,117,41 + 76 =
41,77,8,118,41 + 77 =
41,78,9,119,41 + 78 =
41,79,10,120,41 + 79 =
41,80,1,121,41 + 80 =
41,81,2,122,41 + 81 =
41,82,3,123,41 + 82 =
41,83,4,124,41 + 83 =
41,84,5,125,41 + 84 =
41,85,6,126,41 + 85 =
41,86,7,127,41 + 86 =
41,87,8,128,41 + 87 =
41,88,9,129,41 + 88 =
41,89,10,130,41 + 89 =
41,90,1,131,41 + 90 =
41,91,2,132,41 + 91 =
41,92,3,133,41 + 92 =
41,93,4,134,41 + 93 =
41,94,5,135,41 + 94 =
41,95,6,136,41 + 95 =
41,96,7,137,41 + 96 =
41,97,8,138,41 + 97 =
41,98,9,139,41 + 98 =
41,99,10,140,41 + 99 =
42,10,2,52,42 + 10 =
42,11,3,53,42 + 11 =
42,12,4,54,42 + 12 =
42,13,5,55,42 + 13 =
42,14,6,56,42 + 14 =
42,15,7,57,42 + 15 =
42,16,8,58,42 + 16 =
42,17,9,59,42 + 17 =
42,18,10,60,42 + 18 =
42,19,11,61,42 + 19 =
42,20,2,62,42 + 20 =
42,21,3,63,42 + 21 =
42,22,4,64,42 + 22 =
42,23,5,65,42 + 23 =
42,24,6,66,42 + 24 =
42,25,7,67,42 + 25 =
42,26,8,68,42 + 26 =
42,27,9,69,42 + 27 =
42,28,10,70,42 + 28 =
42,29,11,71,42 + 29 =
42,30,2,72,42 + 30 =
42,31,3,73,42 + 31 =
42,32,4,74,42 + 32 =
42,33,5,75,42 + 33 =
42,34,6,76,42 + 34 =
42,35,7,77,42 + 35 =
42,36,8,78,42 + 36 =
42,37,9,79,42 + 37 =
42,38,10,80,42 + 38 =
42,39,11,81,42 + 39 =
42,40,2,82,42 + 40 =
42,41,3,83,42 + 41 =
42,42,4,84,42 + 42 =
42,43,5,85,42 + 43 =
42,44,6,86,42 + 44 =
42,45,7,87,42 + 45 =
42,46,8,88,42 + 46 =
42,47,9,89,42 + 47 =
42,48,10,90,42 + 48 =
42,49,11,91,42 + 49 =
42,50,2,92,42 + 50 =
42,51,3,93,42 + 51 =
42,52,4,94,42 + 52 =
42,53,5,95,42 + 53 =
42,54,6,96,42 + 54 =
42,55,7,97,42 + 55 =
42,56,8,98,42 + 56 =
42,57,9,99,42 + 57 =
42,58,10,100,42 + 58 =
42,59,11,101,42 + 59 =
42,60,2,102,42 + 60 =
42,61,3,103,42 + 61 =
42,62,4,104,42 + 62 =
42,63,5,105,42 + 63 =
42,64,6,106,42 + 64 =
42,65,7,107,42 + 65 =
42,66,8,108,42 + 66 =
42,67,9,109,42 + 67 =
42,68,10,110,42 + 68 =
42,69,11,111,42 + 69 =
42,70,2,112,42 + 70 =
42,71,3,113,42 + 71 =
42,72,4,114,42 + 72 =
42,73,5,115,42 + 73 =
42,74,6,116,42 + 74 =
42,75,7,117,42 + 75 =
42,76,8,118,42 + 76 =
42,77,9,119,42 + 77 =
42,78,10,120,42 + 78 =
42,79,11,121,42 + 79 =
42,80,2,122,42 + 80 =
42,81,3,123,42 + 81 =
42,82,4,124,42 + 82 =
42,83,5,125,42 + 83 =
42,84,6,126,42 + 84 =
42,85,7,127,42 + 85 =
42,86,8,128,42 + 86 =
42,87,9,129,42 + 87 =
42,88,10,130,42 + 88 =
42,89,11,131,42 + 89 =
42,90,2,132,42 + 90 =
42,91,3,133,42 + 91 =
42,92,4,134,42 + 92 =
42,93,5,135,42 + 93 =
42,94,6,136,42 + 94 =
42,95,7,137,42 + 95 =
42,96,8,138,42 + 96 =
42,97,9,139,42 + 97 =
42,98,10,140,42 + 98 =
42,99,11,141,42 + 99 =
43,10,3,53,43 + 10 =
43,11,4,54,43 + 11 =
43,12,5,55,43 + 12 =
43,13,6,56,43 + 13 =
43,14,7,57,43 + 14 =
43,15,8,58,43 + 15 =
43,16,9,59,43 + 16 =
43,17,10,60,43 + 17 =
43,18,11,61,43 + 18 =
43,19,12,62,43 + 19 =
43,20,3,63,43 + 20 =
43,21,4,64,43 + 21 =
43,22,5,65,43 + 22 =
43,23,6,66,43 + 23 =
43,24,7,67,43 + 24 =
43,25,8,68,43 + 25 =
43,26,9,69,43 + 26 =
43,27,10,70,43 + 27 =
43,28,11,71,43 + 28 =
43,29,12,72,43 + 29 =
43,30,3,73,43 + 30 =
43,31,4,74,43 + 31 =
43,32,5,75,43 + 32 =
43,33,6,76,43 + 33 =
43,34,7,77,43 + 34 =
43,35,8,78,43 + 35 =
43,36,9,79,43 + 36 =
43,37,10,80,43 + 37 =
43,38,11,81,43 + 38 =
43,39,12,82,43 + 39 =
43,40,3,83,43 + 40 =
43,41,4,84,43 + 41 =
43,42,5,85,43 + 42 =
43,43,6,86,43 + 43 =
43,44,7,87,43 + 44 =
43,45,8,88,43 + 45 =
43,46,9,89,43 + 46 =
43,47,10,90,43 + 47 =
43,48,11,91,43 + 48 =
43,49,12,92,43 + 49 =
43,50,3,93,43 + 50 =
43,51,4,94,43 + 51 =
43,52,5,95,43 + 52 =
43,53,6,96,43 + 53 =
43,54,7,97,43 + 54 =
43,55,8,98,43 + 55 =
43,56,9,99,43 + 56 =
43,57,10,100,43 + 57 =
43,58,11,101,43 + 58 =
43,59,12,102,43 + 59 =
43,60,3,103,43 + 60 =
43,61,4,104,43 + 61 =
43,62,5,105,43 + 62 =
43,63,6,106,43 + 63 =
43,64,7,107,43 + 64 =
43,65,8,108,43 + 65 =
43,66,9,109,43 + 66 =
43,67,10,110,43 + 67 =
43,68,11,111,43 + 68 =
43,69,12,112,43 + 69 =
43,70,3,113,43 + 70 =
43,71,4,114,43 + 71 =
43,72,5,115,43 + 72 =
43,73,6,116,43 + 73 =
43,74,7,117,43 + 74 =
43,75,8,118,43 + 75 =
43,76,9,119,43 + 76 =
43,77,10,120,43 + 77 =
43,78,11,121,43 + 78 =
43,79,12,122,43 + 79 =
43,80,3,123,43 + 80 =
43,81,4,124,43 + 81 =
43,82,5,125,43 + 82 =
43,83,6,126,43 + 83 =
43,84,7,127,43 + 84 =
43,85,8,128,43 + 85 =
43,86,9,129,43 + 86 =
43,87,10,130,43 + 87 =
43,88,11,131,43 + 88 =
43,89,12,132,43 + 89 =
43,90,3,133,43 + 90 =
43,91,4,134,43 + 91 =
43,92,5,135,43 + 92 =
43,93,6,136,43 + 93 =
43,94,7,137,43 + 94 =
43,95,8,138,43 + 95 =
43,96,9,139,43 + 96 =
43,97,10,140,43 + 97 =
43,98,11,141,43 + 98 =
43,99,12,142,43 + 99 =
44,10,4,54,44 + 10 =
44,11,5,55,44 + 11 =
44,12,6,56,44 + 12 =
44,13,7,57,44 + 13 =
44,14,8,58,44 + 14 =
44,15,9,59,44 + 15 =
44,16,10,60,44 + 16 =
44,17,11,61,44 + 17 =
44,18,12,62,44 + 18 =
44,19,13,63,44 + 19 =
44,20,4,64,44 + 20 =
44,21,5,65,44 + 21 =
44,22,6,66,44 + 22 =
44,23,7,67,44 + 23 =
44,24,8,68,44 + 24 =
44,25,9,69,44 + 25 =
44,26,10,70,44 + 26 =
44,27,11,71,44 + 27 =
44,28,12,72,44 + 28 =
44,29,13,73,44 + 29 =
44,30,4,74,44 + 30 =
44,31,5,75,44 + 31 =
44,32,6,76,44 + 32 =
44,33,7,77,44 + 33 =
44,34,8,78,44 + 34 =
44,35,9,79,44 + 35 =
44,36,10,80,44 + 36 =
44,37,11,81,44 + 37 =
44,38,12,82,44 + 38 =
44,39,13,83,44 + 39 =
44,40,4,84,44 + 40 =
44,41,5,85,44 + 41 =
44,42,6,86,44 + 42 =
44,43,7,87,44 + 43 =
44,44,8,88,44 + 44 =
44,45,9,89,44 + 45 =
44,46,10,90,44 + 46 =
44,47,11,91,44 + 47 =
44,48,12,92,44 + 48 =
44,49,13,93,44 + 49 =
44,50,4,94,44 + 50 =
44,51,5,95,44 + 51 =
44,52,6,96,44 + 52 =
44,53,7,97,44 + 53 =
44,54,8,98,44 + 54 =
44,55,9,99,44 + 55 =
44,56,10,100,44 + 56 =
44,57,11,101,44 + 57 =
44,58,12,102,44 + 58 =
44,59,13,103,44 + 59 =
44,60,4,104,44 + 60 =
44,61,5,105,44 + 61 =
44,62,6,106,44 + 62 =
44,63,7,107,44 + 63 =
44,64,8,108,44 + 64 =
44,65,9,109,44 + 65 =
44,66,10,110,44 + 66 =
44,67,11,111,44 + 67 =
44,68,12,112,44 + 68 =
44,69,13,113,44 + 69 =
44,70,4,114,44 + 70 =
44,71,5,115,44 + 71 =
44,72,6,116,44 + 72 =
44,73,7,117,44 + 73 =
44,74,8,118,44 + 74 =
44,75,9,119,44 + 75 =
44,76,10,120,44 + 76 =
44,77,11,121,44 + 77 =
44,78,12,122,44 + 78 =
44,79,13,123,44 + 79 =
44,80,4,124,44 + 80 =
44,81,5,125,44 + 81 =
44,82,6,126,44 + 82 =
44,83,7,127,44 + 83 =
44,84,8,128,44 + 84 =
44,85,9,129,44 + 85 =
44,86,10,130,44 + 86 =
44,87,11,131,44 + 87 =
44,88,12,132,44 + 88 =
44,89,13,133,44 + 89 =
44,90,4,134,44 + 90 =
44,91,5,135,44 + 91 =
44,92,6,136,44 + 92 =
44,93,7,137,44 + 93 =
44,94,8,138,44 + 94 =
44,95,9,139,44 + 95 =
44,96,10,140,44 + 96 =
44,97,11,141,44 + 97 =
44,98,12,142,44 + 98 =
44,99,13,143,44 + 99 =
45,10,5,55,45 + 10 =
45,11,6,56,45 + 11 =
45,12,7,57,45 + 12 =
45,13,8,58,45 + 13 =
45,14,9,59,45 + 14 =
45,15,10,60,45 + 15 =
45,16,11,61,45 + 16 =
45,17,12,62,45 + 17 =
45,18,13,63,45 + 18 =
45,19,14,64,45 + 19 =
45,20,5,65,45 + 20 =
45,21,6,66,45 + 21 =
45,22,7,67,45 + 22 =
45,23,8,68,45 + 23 =
45,24,9,69,45 + 24 =
45,25,10,70,45 + 25 =
45,26,11,71,45 + 26 =
45,27,12,72,45 + 27 =
45,28,13,73,45 + 28 =
45,29,14,74,45 + 29 =
45,30,5,75,45 + 30 =
45,31,6,76,45 + 31 =
45,32,7,77,45 + 32 =
45,33,8,78,45 + 33 =
45,34,9,79,45 + 34 =
45,35,10,80,45 + 35 =
45,36,11,81,45 + 36 =
45,37,12,82,45 + 37 =
45,38,13,83,45 + 38 =
45,39,14,84,45 + 39 =
45,40,5,85,45 + 40 =
45,41,6,86,45 + 41 =
45,42,7,87,45 + 42 =
45,43,8,88,45 + 43 =
45,44,9,89,45 + 44 =
45,45,10,90,45 + 45 =
45,46,11,91,45 + 46 =
45,47,12,92,45 + 47 =
45,48,13,93,45 + 48 =
45,49,14,94,45 + 49 =
45,50,5,95,45 + 50 =
45,51,6,96,45 + 51 =
45,52,7,97,45 + 52 =
45,53,8,98,45 + 53 =
45,54,9,99,45 + 54 =
45,55,10,100,45 + 55 =
45,56,11,101,45 + 56 =
45,57,12,102,45 + 57 =
45,58,13,103,45 + 58 =
45,59,14,104,45 + 59 =
45,60,5,105,45 + 60 =
45,61,6,106,45 + 61 =
45,62,7,107,45 + 62 =
45,63,8,108,45 + 63 =
45,64,9,109,45 + 64 =
45,65,10,110,45 + 65 =
45,66,11,111,45 + 66 =
45,67,12,112,45 + 67 =
45,68,13,113,45 + 68 =
45,69,14,114,45 + 69 =
45,70,5,115,45 + 70 =
45,71,6,116,45 + 71 =
45,72,7,117,45 + 72 =
45,73,8,118,45 + 73 =
45,74,9,119,45 + 74 =
45,75,10,120,45 + 75 =
45,76,11,121,45 + 76 =
45,77,12,122,45 + 77 =
45,78,13,123,45 + 78 =
45,79,14,124,45 + 79 =
45,80,5,125,45 + 80 =
45,81,6,126,45 + 81 =
45,82,7,127,45 + 82 =
45,83,8,128,45 + 83 =
45,84,9,129,45 + 84 =
45,85,10,130,45 + 85 =
45,86,11,131,45 + 86 =
45,87,12,132,45 + 87 =
45,88,13,133,45 + 88 =
45,89,14,134,45 + 89 =
45,90,5,135,45 + 90 =
45,91,6,136,45 + 91 =
45,92,7,137,45 + 92 =
45,93,8,138,45 + 93 =
45,94,9,139,45 + 94 =
45,95,10,140,45 + 95 =
45,96,11,141,45 + 96 =
45,97,12,142,45 + 97 =
45,98,13,143,45 + 98 =
45,99,14,144,45 + 99 =
46,10,6,56,46 + 10 =
46,11,7,57,46 + 11 =
46,12,8,58,46 + 12 =
46,13,9,59,46 + 13 =
46,14,10,60,46 + 14 =
46,15,11,61,46 + 15 =
46,16,12,62,46 + 16 =
46,17,13,63,46 + 17 =
46,18,14,64,46 + 18 =
46,19,15,65,46 + 19 =
46,20,6,66,46 + 20 =
46,21,7,67,46 + 21 =
46,22,8,68,46 + 22 =
46,23,9,69,46 + 23 =
46,24,10,70,46 + 24 =
46,25,11,71,46 + 25 =
46,26,12,72,46 + 26 =
46,27,13,73,46 + 27 =
46,28,14,74,46 + 28 =
46,29,15,75,46 + 29 =
46,30,6,76,46 + 30 =
46,31,7,77,46 + 31 =
46,32,8,78,46 + 32 =
46,33,9,79,46 + 33 =
46,34,10,80,46 + 34 =
46,35,11,81,46 + 35 =
46,36,12,82,46 + 36 =
46,37,13,83,46 + 37 =
46,38,14,84,46 + 38 =
46,39,15,85,46 + 39 =
46,40,6,86,46 + 40 =
46,41,7,87,46 + 41 =
46,42,8,88,46 + 42 =
46,43,9,89,46 + 43 =
46,44,10,90,46 + 44 =
46,45,11,91,46 + 45 =
46,46,12,92,46 + 46 =
46,47,13,93,46 + 47 =
46,48,14,94,46 + 48 =
46,49,15,95,46 + 49 =
46,50,6,96,46 + 50 =
46,51,7,97,46 + 51 =
46,52,8,98,46 + 52 =
46,53,9,99,46 + 53 =
46,54,10,100,46 + 54 =
46,55,11,101,46 + 55 =
46,56,12,102,46 + 56 =
46,57,13,103,46 + 57 =
46,58,14,104,46 + 58 =
46,59,15,105,46 + 59 =
46,60,6,106,46 + 60 =
46,61,7,107,46 + 61 =
46,62,8,108,46 + 62 =
46,63,9,109,46 + 63 =
46,64,10,110,46 + 64 =
46,65,11,111,46 + 65 =
46,66,12,112,46 + 66 =
46,67,13,113,46 + 67 =
46,68,14,114,46 + 68 =
46,69,15,115,46 + 69 =
46,70,6,116,46 + 70 =
46,71,7,117,46 + 71 =
46,72,8,118,46 + 72 =
46,73,9,119,46 + 73 =
46,74,10,120,46 + 74 =
46,75,11,121,46 + 75 =
46,76,12,122,46 + 76 =
46,77,13,123,46 + 77 =
46,78,14,124,46 + 78 =
46,79,15,125,46 + 79 =
46,80,6,126,46 + 80 =
46,81,7,127,46 + 81 =
46,82,8,128,46 + 82 =
46,83,9,129,46 + 83 =
46,84,10,130,46 + 84 =
46,85,11,131,46 + 85 =
46,86,12,132,46 + 86 =
46,87,13,133,46 + 87 =
46,88,14,134,46 + 88 =
46,89,15,135,46 + 89 =
46,90,6,136,46 + 90 =
46,91,7,137,46 + 91 =
46,92,8,138,46 + 92 =
46,93,9,139,46 + 93 =
46,94,10,140,46 + 94 =
46,95,11,141,46 + 95 =
46,96,12,142,46 + 96 =
46,97,13,143,46 + 97 =
46,98,14,144,46 + 98 =
46,99,15,145,46 + 99 =
47,10,7,57,47 + 10 =
47,11,8,58,47 + 11 =
47,12,9,59,47 + 12 =
47,13,10,60,47 + 13 =
47,14,11,61,47 + 14 =
47,15,12,62,47 + 15 =
47,16,13,63,47 + 16 =
47,17,14,64,47 + 17 =
47,18,15,65,47 + 18 =
47,19,16,66,47 + 19 =
47,20,7,67,47 + 20 =
47,21,8,68,47 + 21 =
47,22,9,69,47 + 22 =
47,23,10,70,47 + 23 =
47,24,11,71,47 + 24 =
47,25,12,72,47 + 25 =
47,26,13,73,47 + 26 =
47,27,14,74,47 + 27 =
47,28,15,75,47 + 28 =
47,29,16,76,47 + 29 =
47,30,7,77,47 + 30 =
47,31,8,78,47 + 31 =
47,32,9,79,47 + 32 =
47,33,10,80,47 + 33 =
47,34,11,81,47 + 34 =
47,35,12,82,47 + 35 =
47,36,13,83,47 + 36 =
47,37,14,84,47 + 37 =
47,38,15,85,47 + 38 =
47,39,16,86,47 + 39 =
47,40,7,87,47 + 40 =
47,41,8,88,47 + 41 =
47,42,9,89,47 + 42 =
47,43,10,90,47 + 43 =
47,44,11,91,47 + 44 =
47,45,12,92,47 + 45 =
47,46,13,93,47 + 46 =
47,47,14,94,47 + 47 =
47,48,15,95,47 + 48 =
47,49,16,96,47 + 49 =
47,50,7,97,47 + 50 =
47,51,8,98,47 + 51 =
47,52,9,99,47 + 52 =
47,53,10,100,47 + 53 =
47,54,11,101,47 + 54 =
47,55,12,102,47 + 55 =
47,56,13,103,47 + 56 =
47,57,14,104,47 + 57 =
47,58,15,105,47 + 58 =
47,59,16,106,47 + 59 =
47,60,7,107,47 + 60 =
47,61,8,108,47 + 61 =
47,62,9,109,47 + 62 =
47,63,10,110,47 + 63 =
47,64,11,111,47 + 64 =
47,65,12,112,47 + 65 =
47,66,13,113,47 + 66 =
47,67,14,114,47 + 67 =
47,68,15,115,47 + 68 =
47,69,16,116,47 + 69 =
47,70,7,117,47 + 70 =
47,71,8,118,47 + 71 =
47,72,9,119,47 + 72 =
47,73,10,120,47 + 73 =
47,74,11,121,47 + 74 =
47,75,12,122,47 + 75 =
47,76,13,123,47 + 76 =
47,77,14,124,47 + 77 =
47,78,15,125,47 + 78 =
47,79,16,126,47 + 79 =
47,80,7,127,47 + 80 =
47,81,8,128,47 + 81 =
47,82,9,129,47 + 82 =
47,83,10,130,47 + 83 =
47,84,11,131,47 + 84 =
47,85,12,132,47 + 85 =
47,86,13,133,47 + 86 =
47,87,14,134,47 + 87 =
47,88,15,135,47 + 88 =
47,89,16,136,47 + 89 =
47,90,7,137,47 + 90 =
47,91,8,138,47 + 91 =
47,92,9,139,47 + 92 =
47,93,10,140,47 + 93 =
47,94,11,141,47 + 94 =
47,95,12,142,47 + 95 =
47,96,13,143,47 + 96 =
47,97,14,144,47 + 97 =
47,98,15,145,47 + 98 =
47,99,16,146,47 + 99 =
48,10,8,58,48 + 10 =
48,11,9,59,48 + 11 =
48,12,10,60,48 + 12 =
48,13,11,61,48 + 13 =
48,14,12,62,48 + 14 =
48,15,13,63,48 + 15 =
48,16,14,64,48 + 16 =
48,17,15,65,48 + 17 =
48,18,16,66,48 + 18 =
48,19,17,67,48 + 19 =
48,20,8,68,48 + 20 =
48,21,9,69,48 + 21 =
48,22,10,70,48 + 22 =
48,23,11,71,48 + 23 =
48,24,12,72,48 + 24 =
48,25,13,73,48 + 25 =
48,26,14,74,48 + 26 =
48,27,15,75,48 + 27 =
48,28,16,76,48 + 28 =
48,29,17,77,48 + 29 =
48,30,8,78,48 + 30 =
48,31,9,79,48 + 31 =
48,32,10,80,48 + 32 =
48,33,11,81,48 + 33 =
48,34,12,82,48 + 34 =
48,35,13,83,48 + 35 =
48,36,14,84,48 + 36 =
48,37,15,85,48 + 37 =
48,38,16,86,48 + 38 =
48,39,17,87,48 + 39 =
48,40,8,88,48 + 40 =
48,41,9,89,48 + 41 =
48,42,10,90,48 + 42 =
48,43,11,91,48 + 43 =
48,44,12,92,48 + 44 =
48,45,13,93,48 + 45 =
48,46,14,94,48 + 46 =
48,47,15,95,48 + 47 =
48,48,16,96,48 + 48 =
48,49,17,97,48 + 49 =
48,50,8,98,48 + 50 =
48,51,9,99,48 + 51 =
48,52,10,100,48 + 52 =
48,53,11,101,48 + 53 =
48,54,12,102,48 + 54 =
48,55,13,103,48 + 55 =
48,56,14,104,48 + 56 =
48,57,15,105,48 + 57 =
48,58,16,106,48 + 58 =
48,59,17,107,48 + 59 =
48,60,8,108,48 + 60 =
48,61,9,109,48 + 61 =
48,62,10,110,48 + 62 =
48,63,11,111,48 + 63 =
48,64,12,112,48 + 64 =
48,65,13,113,48 + 65 =
48,66,14,114,48 + 66 =
48,67,15,115,48 + 67 =
48,68,16,116,48 + 68 =
48,69,17,117,48 + 69 =
48,70,8,118,48 + 70 =
48,71,9,119,48 + 71 =
48,72,10,120,48 + 72 =
48,73,11,121,48 + 73 =
48,74,12,122,48 + 74 =
48,75,13,123,48 + 75 =
48,76,14,124,48 + 76 =
48,77,15,125,48 + 77 =
48,78,16,126,48 + 78 =
48,79,17,127,48 + 79 =
48,80,8,128,48 + 80 =
