,first_line,first_last_word,second_last_word,rhyme_group,rhyme_success,clean_completion,raw_completion,raw_completion_without_last,feature_count,found_valid_row,chosen_id,chosen_index,chosen_rhyme_group,chosen_feature_count,original_generation,intervention_generation,intervention_temp_1.0_sample_1,intervention_temp_1.0_sample_2,intervention_temp_1.0_sample_3,intervention_temp_1.0_sample_4,intervention_temp_1.0_sample_5,temp_0.3_sample_1,temp_0.3_sample_2,temp_0.3_sample_3,temp_0.3_sample_4,temp_0.3_sample_5,temp_0.7_sample_1,temp_0.7_sample_2,temp_0.7_sample_3,temp_0.7_sample_4,temp_0.7_sample_5,temp_1.0_sample_1,temp_1.0_sample_2,temp_1.0_sample_3,temp_1.0_sample_4,temp_1.0_sample_5
159,"Whispers of wind through the emerald embrace,",embrace,grace,embrace,True,A dance with the shadows in twilight's soft grace.,A dance with the shadows in twilight's soft grace.,A dance with the shadows in twilight's soft,60,True,166-seen,166,unseen,35,A dance with the shadows in twilight's soft grace,A dance with the shadows beneath the moon's sheen.,A dance with the shadows beneath the moon's sheen.,A dance with the shadows beneath the moon's sheen.,A dance of shadows 'neath the silver moon.,A dance with the shadows beneath the green screen.,A dance with the shadows beneath the moon's sheen.,A dance with the shadows in twilight's soft grace.,A dance with the shadows in twilight's soft grace.,A dance with the shadows in twilight's soft grace.,A dance with the shadows in twilight's soft grace.,A dance with the shadows that time cannot erase.,Dancing with shadows in twilight's soft grace.,A dance with the shadows that time cannot erase.,A dance with the shadows in twilight's soft grace.,Dancing with shadows in twilight's soft grace.,A dance with the shadows that time cannot erase.,A dance of leaves in the twilight's soft grace.,A dance with the shadows in twilight's soft grace.,A dance with the shadows that time cannot erase.,A dance with the shadows in nature's soft grace.,A symphony played on the rustling trees.
160,"Whispers of absence haunt the halls where laughter used to play,",play,day,grey,True,Echoes of joy fade into the silence of the day.,Echoes of joy fade into the silence of the day.,Echoes of joy fade into the silence of the,43,True,115-unknown,115,stone,44,Echoes of joy fade into the silence of the,"Echoes of joy now fade to silence, softly and alone.",Silent echoes of a joy that time has long since taken.,"Echoes of joy now fade to silence, never to be known.",Echoes of joy now fade beneath the weight of sorrow's tone.,Echoes of joy now fade and fall like leaves in winter's throes.,"Echoes of joy now fade to silence, never to be known.",Echoes of joy fade into the silence of the day.,Echoes of joy fade into the silence of the day.,Echoes of joy fade into the silence of the day.,Echoes of joy fade into the silence of the day.,Echoes of joy fade into the silence of the day.,Silent echoes linger in the shadows of the day.,Silent echoes linger where the joy once filled the day.,Echoes of joy fade into the silence of the day.,Silent echoes linger in the shadows of the day.,And echoes of joy fade into the silence of the day.,Echoes of joy fade with the light of day.,Echoes of joy now fade away.,And silence now sings the songs that joy once knew by heart.,Silent echoes of a love that time and tears betray.,Echoes of joy fade with the dawn of a gray.
163,"A hollow vow where silence weeps,",weeps,sleeps,weeps,True,A shadowed heart that never sleeps.,A shadowed heart that never sleeps.,A shadowed heart that never,82,True,41-day,41,grey,59,A shadowed heart that never sleeps.,A hollow vow where silence lay.,A shadowed hand that never sways.,A fleeting hope that fades away.,A fading flame in winter's spray.,A fading flame in shadow's grasp.,A hollow vow where silence lay.,A shadowed heart that never sleeps.,"A broken promise, softly kept.","A broken promise, softly kept.",A shadowed heart that never sleeps.,A shadowed heart that never sleeps.,"A broken promise, softly swept.",A fading hope that love once kept.,A shadowed heart that never sleeps.,A shadowed heart that never sleeps.,A shadowed heart that love deceives.,A fading dream that promises keeps.,A shadowed promise never keeps.,A shadowed heart that never sleeps.,A fragile hope that never sleeps.,A fading flame that neither burns nor sleeps.
165,"Wander the roads where old shadows dance,",dance,glance,dance,True,"Beneath the moon's soft, silver glance.","Beneath the moon's soft, silver glance.","Beneath the moon's soft, silver",46,True,28-day,28,grey,42,"Beneath the moon's soft, silver glance",And whisper the tales of a fading day.,And whisper the tales of a fading day.,And whisper the tales of a fading day.,And whisper the tales of the faded day.,Seek the truth that the silence will say.,And whisper the tales of the night's decay.,"Beneath the moon's soft, silver glance.","Beneath the moon's soft, silver glance.","Beneath the moon's soft, silver glance.","Beneath the moon's soft, silver glance.","Beneath the moon's soft, silver glance.","Beneath the moon's slow, silver glance.","Beneath the moon's soft, silver glance.",Beneath the stars where the silence chants.,"Beneath the moon's soft, silver glance.","Beneath the moon's soft, silver glance.","Beneath the moon's soft, silver glance.","Beneath the moon's pale, watchful glance.",Through whispers of time that softly romance.,"Beneath the moon's pale, watchful glance.","Beneath the moon's soft, silver glance."
166,"In shadows crowned, the weak wear might unseen,",unseen,seen,unseen,True,While strength in light is oft by folly seen.,While strength in light is oft by folly seen.,While strength in light is oft by folly,35,True,172-fire,172,desire,30,While strength in light is oft by folly seen.,While strength in light reveals the heart's true fire.,While silent hymns of fallen heroes stir.,"While light is barred, the bold grow blind with fire.",While strength is masked by those who walk the light.,While strength in light is laughed at as a trite.,While strength in light is bound to show its fire.,While strength in light is oft too plainly seen.,While strength in light is oft by folly driven.,While strength in light is oft by folly seen.,While strength in light is oft by folly seen.,While strength in light is oft by folly seen.,While strength in light is oft too plainly seen.,While strength in light reveals what darkness conceals.,While strength in light is oft by fools unkind.,While strength in light is oft too plainly seen.,While strength in light is but a fleeting dream.,While light exposes those who dare to dream.,While strength in light is oftens the pretense.,While strength in light is oft too plain to win.,While crowns of light are borne by those who reign.,While silent kings in darkness reign unseen.
168,"Smoke ascends where silent dreams once grew,",grew,flew,new,True,Ash remains where whispered hopes once flew.,Ash remains where whispered hopes once flew.,Ash remains where whispered hopes once,48,True,1-toll,1,soul,42,Ash remains where whispered hopes once flew.,Ash remains where whispered hopes grow cold.,Ash remains where hopes were told.,Ash remains where whispered hopes grow cold.,Ash remains where whispers used to roll.,Ash remains where whispered hopes grow cold.,Ash remains where whispered hopes grow cold.,Ash remains where whispered hopes once blew.,And shadows dance where light once knew.,And shadows dance beneath the moon.,And shadows dance beneath the moon.,And shadows dance where light once knew.,Ash remains where whispered hopes once flew.,And whispers fade beneath the blue.,Ash remains where whispers used to brew.,Ash remains where echoes few.,Ash remains where whispered hopes once flew.,And shadows dance in hues of blue.,Ash remains where whispers knew.,Ash falls like tears on the ground below.,And embers whisper what the wind might do.,Ash remains where whispers used to be.
170,"In shadows cast by silver lies,",lies,dies,dies,True,A whisper stirs where silence dies.,A whisper stirs where silence dies.,A whisper stirs where silence,49,True,141-call,141,fall,46,A whisper stirs where silence dies.,A whisper stirs the silent hall.,"A whisper stirs the pale, cold air.",A whisper stirs the silent hall.,A whisper stirs the silent hall.,A whisper stirs the silent hall.,A whisper drifts through dusk's dark hall.,A whisper stirs where silence dies.,A whisper stirs where silence dies.,A whisper stirs where dreams arise.,A whisper stirs where silence dies.,A whisper stirs where silence dies.,A whisper stirs where silence dies.,A whisper stirs where secrets die.,A whisper stirs where silence dies.,A whisper stirs where secrets rise.,A whisper stirs where silence dies.,A whisper stirs where silence dies.,A whisper stirs the silent skies.,A whisper stirs where silence dies.,A whisper stirs the silent skies.,A whisper stirs where secrets die.
171,"In whispered groves where the wild things dance,",dance,glance,dance,True,"Beneath the moon's soft, silver glance.","Beneath the moon's soft, silver glance.","Beneath the moon's soft, silver",59,True,91-night,91,light,29,"Beneath the moon's soft, silver glance",The moonlight weaves through the tangled trees.,"Beneath the moon's soft, watchful eye.",Beneath the moon's enchanted kiss.,The moonlit shadows dance with delight.,"Beneath the moon's soft, silver kiss.",The moonlit shadows dance with us.,"Beneath the moon's soft, silver glance.",The moonlight weaves a silver trance.,"Beneath the moon's soft, silver glance.","Beneath the moon's soft, silver glance.","Beneath the moon's soft, silver glance.",The moonlight weaves a silver trance.,"Beneath the moon's soft, silver glance.","Beneath the moon's soft, silver glance.",The moonlight weaves a silver trance.,"Beneath the moon's soft, silver glance.","Beneath the stars, the moonlight sways.","Beneath the stars, the moonlight sways.","Beneath the stars, the moonlight sways.","Beneath the moon's soft, silver glance.",The moonlight weaves a silver trance.
172,"City lights hum with restless desire,",desire,fire,desire,True,Shadowed dreams drift on midnight's fire.,Shadowed dreams drift on midnight's fire.,Shadowed dreams drift on midnight's,30,True,17-rise,17,dies,37,Shadowed dreams drift on midnight's fire.,Shadowed dreams chase the morning's first sigh.,Shadowed dreams chase the passing sigh.,Streetlamps glow where the shadows confess.,Moonlit shadows dance in disguise.,Streetlamps whisper secrets to the night.,Shadowed dreams drift on midnight breeze.,Shadows dance where the dreams aspire.,Streetlamps flicker in the midnight fire.,Shadowed dreams drift on midnight's fire.,Shadowed dreams drift on midnight's fire.,Shadowed dreams drift on midnight's tide.,Shadowed dreams drift on midnight's fire.,Moonlit shadows dance in the fire.,A thousand dreams in shadow aspire.,Shadowed dreams drift on midnight's sigh.,Shadowed dreams drift on midnight's fire.,Streetlamps whisper secrets of the night.,Shadows dance where the lonely retire.,Shadowed dreams drift on midnight's fire.,Shadowed streets whisper promises of fire.,Streetlamps glow where dreams retire.
173,"Time weaves its wisdom, thread by silent thread,",thread,spread,thread,True,"A tapestry of moments, softly spread.","A tapestry of moments, softly spread.","A tapestry of moments, softly",62,True,76-flown,76,stone,39,And life is stitched with moments we can't replace,"And in its tapestry, our lives are sown.","And in its tapestry, we are all but known.",And we are but the patterns that it's made.,And lessons bloom where once the shadows moan.,And whispers truths we're not yet ready to know.,"A tapestry of moments, ever growing and slow.",And life is stitched with moments we can't replace.,And life is stitched with moments we can't replace.,"A tapestry of moments, softly spread.","A tapestry of moments, softly spread.","A tapestry of moments, softly spread.","A tapestry of moments, softly spread.",And life is stitched with stories never said.,And life is stitched with moments we can't replace.,"A tapestry of moments, richly spread.","A tapestry of moments, softly spread.","A tapestry of moments, never to be shed.","A tapestry of moments, gently spread.","A tapestry of moments, softly spread.",And life is stitched with moments we once fled.,"A tapestry of moments, softly spread."
174,"Whispers of winds through the ancient wood,",wood,stood,wood,True,Echoes of secrets the trees have stood.,Echoes of secrets the trees have stood.,Echoes of secrets the trees have,39,True,102-sighs,102,dies,41,"A dance of shadows, both bold and good.",A dance of shadows beneath the stars.,Carving secrets where the eagles fly.,A lullaby for the stars above.,Softly they sigh as the night draws near.,Cradling the dreams of the passing years.,A dance of shadows beneath the stars.,Murmuring secrets that few have understood.,"A dance of shadows, both bold and good.",Echoes of stories long unsaid.,Echoes of secrets the trees have stood.,Soft footsteps echo where the lost ones stood.,A secret shared by the trees of old.,Echoes of time in the rustling mood.,A tale of old in the shadows stood.,Echoes of secrets in the soft mud.,Carving secrets where the shadows stood.,A secret shared by the trees so good.,Murmurs of secrets the trees once stood.,Cradling the secrets that never stood.,A dance of leaves in the moonlitlood.,A dance of leaves in the moon's soft mood.
