Unnamed: 0,first_line,first_last_word,second_last_word,rhyme_group,rhyme_success,clean_completion,raw_completion,raw_completion_without_last,feature_count,found_valid_row,chosen_id,chosen_index,chosen_rhyme_group,chosen_feature_count,original_generation,intervention_generation,intervention_temp_1.0_sample_1,intervention_temp_1.0_sample_2,intervention_temp_1.0_sample_3,intervention_temp_1.0_sample_4,intervention_temp_1.0_sample_5,temp_0.3_sample_1,temp_0.3_sample_2,temp_0.3_sample_3,temp_0.3_sample_4,temp_0.3_sample_5,temp_0.7_sample_1,temp_0.7_sample_2,temp_0.7_sample_3,temp_0.7_sample_4,temp_0.7_sample_5,temp_1.0_sample_1,temp_1.0_sample_2,temp_1.0_sample_3,temp_1.0_sample_4,temp_1.0_sample_5,model,rhyme_correct,vowel_correct,consonant_correct,detected_vowel,detected_consonant,target_vowel,target_consonant,singular_consonant_correct
153,"In youth's tender bloom, my heart first knew the name of flame,",flame,same,name,True,"Now aged and wise, I find its echo in the same.","Now aged and wise, I find its echo in the same.","Now aged and wise, I find its echo in the",47,True,17-rise,17,dies,38,"Now aged and wise, I find its echo in",Now time has taught me love is more than fleeting paradise.,"Now aged, I find the same love still burns with steady sigh.",Now wisdom's gentle touch has deepened what I cherish most.,Now wisdom's glow reveals the truth that love is more than this.,Now wisdom's flame reveals the cost of love and sacrifice.,"Now time has worn the petals, yet the memory still lingers.","Now aged and wise, I find its echo in the same.","Now aged and wise, I find its echo in the same.","Now aged and wise, I find its warmth in every gentle frame.","Now aged and wise, I find its echo in the same.","Now aged and wise, I find its echo in the same.","Now aged and wise, I find its echo in the same.","Now aged, I trace its shadow, yet still feel its gentle frame.","Now aged and wise, I find its echo in the same.","Now aged and wise, I find its echo in the same.","Now aged and worn, I still recall the warmth of its flame.","Now time has tempered it, yet still it burns the same.",Now time has shown the shadows that come with every gain.,Now wisdom's quiet glow reveals the cost of every game.,Now age's chill whispers of ashes in the same.,"Now aged and wise, I seek the warmth of love's enduring flame.",Qwen3-14B,False,False,False,AY2,S,AY1,Z,False
159,"Whispers of wind through the emerald embrace,",embrace,grace,embrace,True,A dance with the shadows in twilight's soft grace.,A dance with the shadows in twilight's soft grace.,A dance with the shadows in twilight's soft,63,True,60-me,60,sea,35,A dance with the shadows in twilight's soft grace,A dance with the shadows that set me free.,Dancing with shadows in harmony.,Soft footsteps that echo in harmony.,A dance with the shadows that fleeting and free.,A dance with the shadows that sway with the tree.,A dance with the shadows that caress the tree.,A dance with the shadows in twilight's soft grace.,A dance with the shadows in twilight's soft grace.,A dance with the shadows in twilight's soft grace.,A dance with the shadows in twilight's soft grace.,A dance with the shadows in twilight's soft grace.,A dance with the shadows in twilight's soft grace.,A dance with the shadows in twilight's soft grace.,A dance with the shadows that time cannot erase.,Dancing with shadows in twilight's soft grace.,A dance with the shadows in twilight's soft grace.,A dance of shadows in twilight's soft grace.,A dance with the shadows in twilight's soft grace.,A dance with the shadows that time cannot erase.,A dance with the shadows in twilight's soft grace.,A dance with the shadows that time cannot erase.,Qwen3-14B,False,True,True,IY1,,IY1,,True
160,"Whispers of absence haunt the halls where laughter used to play,",play,day,grey,True,Echoes of joy fade into the silence of the day.,Echoes of joy fade into the silence of the day.,Echoes of joy fade into the silence of the,46,True,31-sun,31,spun,59,Echoes of joy fade into the silence of the,Echoes of joy now linger where the silence has begun.,Echoes of joy now linger in the silence that we've done.,Silent echoes linger where the joy and warmth had been.,"Echos of joy now fade to silence, drifting through the dawn.",Echoes of joy linger in the dust where voices once were.,Echoes of joy now linger in the silence that we’re stuck in.,Echoes of joy fade into the silence of the day.,Echoes of joy fade into the silence of the day.,Echoes of joy fade into the silence of the day.,Echoes of joy fade into the silence of the day.,Echoes of joy fade into the silence of the day.,Echoes of joy fade with the dawn of a gray.,Silent echoes of a love that time cannot betray.,And echoes of joy fade into the silence of today.,Echoes of joy fade into the silence of the day.,Echoes of joy fade with the dawn of each new day.,Echoes of joy fade into the silence of the day.,"And silence wears the mask of time, each day a hollow gray.",And shadows linger where your memory once held daylight.,Echoes of joy fade into the silence of the day.,"Silent echoes linger, telling tales of yesterday.",Qwen3-14B,False,True,True,AH1,N,AH1,N,True
163,"A hollow vow where silence weeps,",weeps,sleeps,weeps,True,A shadowed heart that never sleeps.,A shadowed heart that never sleeps.,A shadowed heart that never,89,True,152-tease,152,trees,61,A shadowed heart that never sleeps.,"A shadowed promise, never meant to be.",A fading trust that never sees.,A fading dream that memory feeds.,A fragile thread that time will sever.,A hollow vow where silence reigns.,A fading flame that cannot please.,"A broken promise, softly swept.",A broken promise none can keep.,A shadowed heart that never sleeps.,A broken promise none can keep.,A broken promise none can keep.,A shadowed heart that never sleeps.,A broken promise none can keep.,A shadowed heart that never sleeps.,A fragile hope that time will keep.,A shadowed heart that never sleeps.,A shadowed heart that never sleeps.,A shadowed heart that never sleeps.,A broken promise lost in sleep.,A shadowed heart that never sleeps.,A shadowed heart that secrets keep.,Qwen3-14B,False,True,False,IY1,,IY1,Z,True
165,"Wander the roads where old shadows dance,",dance,glance,dance,True,"Beneath the moon's soft, silver glance.","Beneath the moon's soft, silver glance.","Beneath the moon's soft, silver",47,True,38-light,38,light,29,"Beneath the moon's soft, silver glance",Beneath the stars that forever drift.,Beneath the stars that whisper low.,Beneath the stars that forever drift.,Whispers of time in the twilight drift.,"Through whispers of time, the lost and the lit.",Beneath the stars that whisper secrets of the night.,"Beneath the moon's soft, silver glance.","Beneath the moon's soft, silver glance.","Beneath the moon's soft, silver glance.","Beneath the moon's soft, silver glance.","Beneath the moon's soft, silver glance.","Beneath the moon's soft, silver glance.","Beneath the moon's soft, silver glance.","Beneath the moon's soft, silver glance.",Beneath the stars where the silence talks.,"Beneath the moon's soft, silver glance.","Beneath the moon’s soft, silver glance.","Beneath the moon's soft, silver trance.",With whispers of time in the twilight's glance.,Beneath the stars where the silence阵阵.,"Beneath the moon's soft, silver glance.",Qwen3-14B,False,False,True,IH1,T,AY1,T,True
166,"In shadows crowned, the weak wear might unseen,",unseen,seen,unseen,True,While strength in light is oft by folly seen.,While strength in light is oft by folly seen.,While strength in light is oft by folly,35,True,93-own,93,stone,59,While strength in light is oft by folly seen.,While strength in light is oft but fleeting dawn.,While light reveals the stark and raw within.,While light unveils the strength of those who rise.,While strength in light is oft outshone.,While light is claimed by those who dare to rise.,While strength in light reveals the heart's true form.,While strength in light is oft by folly seen.,While strength in light is oft by folly seen.,While strength in light is oft by folly driven.,While strength in light is oft by folly seen.,While strength in light is oft by folly seen.,While silent storms brew power yet unmeant.,While strength in light is oft by folly driven.,While strength in light is oft but fleeting gleam.,While strength in light is oft misjudged and keen.,While strength in light reveals the soul within.,"While strength is shown in light, yet oft is keen.",While strength in light is oft a gilded chain.,While silent hearts ignite the flames of fate.,While strength in light is oft too plainly shown.,While strength in light is oft in reckless deed.,Qwen3-14B,False,False,True,AO1,N,OW1,N,True
168,"Smoke ascends where silent dreams once grew,",grew,flew,new,True,Ash remains where whispered hopes once flew.,Ash remains where whispered hopes once flew.,Ash remains where whispered hopes once,51,True,126-keep,126,sweep,70,Ash remains where whispered hopes once flew.,Ash remains where whispered hopes once wept.,Ash remains where whispered hopes once wept.,Ash remains where whispered hopes once wept.,Ash remains where whispered hopes now sleep.,Its ghostly trail a memory unsaid.,Ash remains where whispers sleep.,And shadows dance beneath the moon.,And shadows dance beneath the moon.,Ash remains where whispered hopes once flew.,Ash remains where whispered hopes once flew.,Ash remains where whispered hopes once flew.,Ash remains where whispers used to be.,And whispers fade beneath the blue.,Ash remains where whispered hopes once blew.,Ash remains where echoes few.,And echoes fade beneath the blue.,And ashes fall where hopes once flew.,Ash remains where whispers used to be.,Ash remains where whispered hopes once flew.,And shadows dance beneath the hue.,Ashes fall where whispered hopes blew.,Qwen3-14B,False,False,False,EH1,T,IY1,P,False
170,"In shadows cast by silver lies,",lies,dies,dies,True,A whisper stirs where silence dies.,A whisper stirs where silence dies.,A whisper stirs where silence,51,True,152-tease,152,trees,61,A whisper stirs where silence dies.,A whisper stirs where silence sleeps.,A whisper stirs where silence sleeps.,A whisper stirs where dreams decree.,A whisper stirs where silence sleeps.,A whisper stirs the silent trees.,A whispered dream begins to breathe.,A whisper stirs where silence dies.,A whisper stirs where silence dies.,A whisper stirs where dreams arise.,A whisper stirs where silence dies.,A whisper stirs where silence dies.,A whisper stirs where secrets die.,A whisper stirs the silent skies.,A whisper stirs where silence dies.,A whisper stirs where silence dies.,A whisper stirs where silence dies.,A whispered truth begins to rise.,A whisper stirs where dreams collide.,A whisper stirs where ghosts comply.,A whispered truth begins to rise.,A whisper stirs where silent sighs.,Qwen3-14B,False,True,False,IY1,S,IY1,Z,False
171,"In whispered groves where the wild things dance,",dance,glance,dance,True,"Beneath the moon's soft, silver glance.","Beneath the moon's soft, silver glance.","Beneath the moon's soft, silver",61,True,111-door,111,soar,56,"Beneath the moon's soft, silver glance",The moonlight dances on the floor.,The moonlight weaves a silver thread.,The moonlight dances on the shadowed floor.,The moonlight weaves through the silver trees.,The moonlight sings a secret song.,The moonlight weaves a silver thread.,The moonlight weaves a silver trance.,The moonlight weaves a silver trance.,"Beneath the moon's soft, silver glance.",The moonlight weaves a silver trance.,"Beneath the moon's soft, silver glance.","Beneath the moon's soft, silver glance.","Beneath the moon's soft, silver glance.",The moonlight weaves a silver trance.,"Beneath the stars, the moonlight’s trance.",The moonlight weaves a silver trance.,"Beneath the moon's soft, watchful glance.",The moonlight weaves a silver trance.,"Beneath the stars, their ancient rites romance.",The moonlight weaves a silver trance.,The moonlight weaves a silver trance.,Qwen3-14B,False,True,True,AO1,R,AO1,R,True
172,"City lights hum with restless desire,",desire,fire,desire,True,Shadowed dreams drift on midnight's fire.,Shadowed dreams drift on midnight's fire.,Shadowed dreams drift on midnight's,29,True,104-high,104,sigh,52,Shadowed dreams drift on midnight's fire.,A whispered dream in the midnight sky.,Shadows dance where the dreamers lie.,Whispers of dreams in the midnight breeze.,Streetlamps whisper secrets to the sky.,A thousand dreams in shadowed disguise.,Moonlight whispers dreams in the sigh.,Streetlamps flicker in the midnight fire.,Shadowed dreams drift on midnight's tide.,Shadowed dreams drift on midnight's fire.,Shadows dance where the dreams retire.,Shadowed dreams drift on midnight's fire.,Moonlit shadows dance in the fire.,Moonlit shadows dance in the fire.,A thousand dreams in shadow aspire.,Shadowed dreams drift on midnight's tide.,Shadowed dreams drift on midnight's fire.,Shadowed dreams drift on midnight's balm.,Shadows dance where the dreams aspire.,Shadowed streets whisper secrets of fire.,Streetlamps flicker in the midnight fire.,"Streetlamps flicker, casting shadows of fire.",Qwen3-14B,False,True,True,AY1,,AY1,,True
173,"Time weaves its wisdom, thread by silent thread,",thread,spread,thread,True,"A tapestry of moments, softly spread.","A tapestry of moments, softly spread.","A tapestry of moments, softly",66,True,0-right,0,light,26,And life is stitched with moments we can't replace,And spins the moments into fleeting light.,And spins the moments into fragile light.,Yet none can halt the dance of night and light.,And weaves the future from the present's light.,And weaves the future from the present's light.,And weaves the future from the past's soft light.,And life unfolds in patterns softly spread.,"A tapestry of moments, softly spread.","A tapestry of moments, softly spread.","And in its tapestry, our lives are softly spread.",And life unfolds in patterns softly spread.,"A tapestry of moments, softly spread.",And life is stitched with moments we once fled.,And life is stitched with moments we can't dread.,"A tapestry of moments, softly spread.","A tapestry of moments, softly spread.","A tapestry of moments, softly spread.",And life is stitched with moments we once fled.,"A tapestry of moments, softly spread.",And life is stitched with moments we can't dread.,And lessons learned are never far from bed.,Qwen3-14B,False,True,True,AY1,T,AY1,T,True
174,"Whispers of winds through the ancient wood,",wood,good,wood,True,"A dance of shadows, both bold and good.","A dance of shadows, both bold and good.","A dance of shadows, both bold and",41,True,100-tale,100,exhale,38,"A dance of shadows, both bold and good.",Echoes of time in the forest's tale.,Echoes of time in the forest tell.,"A dance of shadows, both fierce and frail.",Echoes of time in the forest's tale.,"A dance of shadows, both subtle and frail.",Echoes of tales that time cannot tell.,"A dance of shadows, both bold and good.",Echoes of time in the shadows stood.,"A dance of shadows, both bold and good.","A dance of shadows, both bold and good.",Echoes of time in the shadows stood.,A dance with the shadows where secrets are stood.,Echoes of secrets in the gloom.,Echoes of time in the shadows stood.,"A tale of shadows, both deep and good.",Echoes of secrets that once stood.,Echoes of stories long unsaid.,A secret tale in the rustling mood.,Dancing with shadows in the hood.,A secret shared by the trees of old.,Dancing with shadows where the moonlight stood.,Qwen3-14B,False,True,True,EY1,L,EY1,L,True
175,"By the sandbox where the fireflies glow,",glow,know,glow,True,I trace the stars that only you know.,I trace the stars that only you know.,I trace the stars that only you,53,True,117-please,117,trees,55,I trace the stars that only you know.,I watched the stars fall into the sea.,I traced my name in the fading breeze.,I chase the shadows 'neath the trees.,I traced my dreams in the stars that feed the trees.,We chased the shadows 'neath the trees.,I watched the stars twinkle overhead.,I watched the stars in the twilight below.,I watched the stars in the twilight below.,I trace the stars that only you know.,I trace the stars in the soft sand below.,I trace the stars that only you know.,I trace the shapes of constellations in the sand below.,I hear the whispers of the snow.,I watched the stars in silent show.,I trace the shadows that the moonlight throws.,I trace the stars that only you know.,She whispered secrets only I know.,I watched the stars in silent show.,She whispered secrets only the wind could know.,I sit quietly and watch them go.,I watch the stars in the twilight below.,Qwen3-14B,False,True,False,IY1,,IY1,Z,True
176,"Winds of freedom whisper where chains dare not clink,",clink,blink,clink,True,Hope ignites the spark where darkness once did blink.,Hope ignites the spark where darkness once did blink.,Hope ignites the spark where darkness once did,74,True,133-bold,133,told,25,Hope ignites the spark where darkness once did blink,Hope ignites the spark where darkness once glowed.,Hope ignites the hearts where darkness once dwelled.,Hope ignites the path where silence once stood.,Hope takes root where oppression once stood.,Hope ignites the hearts where silence once stood.,Hope ignites the spark where darkness once was.,Hope ignites the hearts that darkness seeks to sink.,Hope ignites the hearts that once lay deep in the brink.,Hope ignites the hearts that darkness seeks to sink.,Hope ignites the spark where darkness once did blink.,Hope ignites the spark where darkness once did blink.,Hope ignites the darkness where silence once stunk.,Echoes of courage rise where the brave dare to think.,Hope takes root where silence once held the brink.,Hope ignites the spark where shadows once sank.,Hope ignites the darkness where shadows once linked.,Hope ascends where the bravest hearts begin.,Truth takes root where silence once gripped the brink.,Hope ignites the hearth where darkness once did stink.,And hope takes flight where silence once lingered.,Hope ignites the hearts of those who dare to think.,Qwen3-14B,False,True,True,OW1,D,OW1,D,True
178,"Beneath the map's edge, the unknown beckons soft and wide,",wide,stride,collide,True,A whisper of worlds where no footsteps ever stride.,A whisper of worlds where no footsteps ever stride.,A whisper of worlds where no footsteps ever,60,True,74-haze,74,maze,60,A whisper of worlds where no footsteps ever stride.,A whisper of worlds where no explorer's foot may stay.,A whisper of dreams where no charted path may stay.,A whisper of worlds where no explorer's foot may trace.,Its whisper threading through the silence of the maze.,A whisper of worlds where no wanderer ever strays.,A whisper of dreams where no compass dare gaze.,A whisper of worlds where no footsteps ever stride.,A whisper of worlds where no footsteps ever stride.,A whisper of worlds where no compass can guide.,A whisper of worlds where no explorer has strayed.,A whisper of worlds where no explorer has strayed.,A whisper of worlds where no footprints ever stride.,A whisper of dreams where the uncharted winds collide.,"Its secrets wrapped in shadow, waiting to be tried.",A whisper of dreams where no footsteps ever stride.,A whisper of stars where no sailor's tale has strayed.,Its whispering shadows dance with the dreams we've never tried.,Its shadows whisper tales of lands where light has never pied.,Its shadowed depths whisper of secrets yet untold.,A whisper of dreams where the uncharted winds collide.,A whisper of dreams where the uncharted winds glide.,Qwen3-14B,False,True,False,EY1,,EY1,Z,True
