question,intermediate,answer,intermediate_expression,prompt_type,prompt_subtype,hop1,hop2
The Nobel Prize in Literature in Jane Weaver's year of birth was awarded to,1972,Heinrich Böll,Jane Weaver's year of birth,socrates,socrates-person-year-nobellit,What is Jane Weaver's year of birth?,The Nobel Prize in Literature in 1972 was awarded to
"In Natalia Estrada's birth year, the Nobel Prize in Literature was awarded to",1972,Heinrich Böll,Natalia Estrada's birth year,socrates,socrates-person-year-nobellit,What is Natalia Estrada's birth year?,"In 1972, the Nobel Prize in Literature was awarded to"
The Nobel Prize in Literature in the year Simon Pryce was born was awarded to,1972,Heinrich Böll,the year Simon Pryce was born,socrates,socrates-person-year-nobellit,What is the year Simon Pryce was born?,The Nobel Prize in Literature in 1972 was awarded to
The Nobel Prize in Literature in the year Julie Doiron was born was awarded to,1972,Heinrich Böll,the year Julie Doiron was born,socrates,socrates-person-year-nobellit,What is the year Julie Doiron was born?,The Nobel Prize in Literature in 1972 was awarded to
"In the year Anna-Louise Plowman was born, the laureate of the Nobel Prize in Literature was",1972,Heinrich Böll,the year Anna-Louise Plowman was born,socrates,socrates-person-year-nobellit,What is the year Anna-Louise Plowman was born?,"In 1972, the laureate of the Nobel Prize in Literature was"
"In Somizi Mhlongo's birth year, the Nobel Prize in Literature was awarded to",1972,Heinrich Böll,Somizi Mhlongo's birth year,socrates,socrates-person-year-nobellit,What is Somizi Mhlongo's birth year?,"In 1972, the Nobel Prize in Literature was awarded to"
"In the birth year of David Fumero, the Nobel Prize in Literature was awarded to",1972,Heinrich Böll,the birth year of David Fumero,socrates,socrates-person-year-nobellit,What is the birth year of David Fumero?,"In 1972, the Nobel Prize in Literature was awarded to"
The winner of the Nobel Prize in Physiology or Medicine in Greg Gianforte's year of birth was,1961,Georg von Békésy,Greg Gianforte's year of birth,socrates,socrates-person-year-nobelpsymed,What is Greg Gianforte's year of birth?,The winner of the Nobel Prize in Physiology or Medicine in 1961 was
"In Cheri Bustos's year of birth, the laureate of the Nobel Prize in Physiology or Medicine was",1961,Georg von Békésy,Cheri Bustos's year of birth,socrates,socrates-person-year-nobelpsymed,What is Cheri Bustos's year of birth?,"In 1961, the laureate of the Nobel Prize in Physiology or Medicine was"
"In Robert Wexler's year of birth, the Nobel Prize in Physiology or Medicine was awarded to",1961,Georg von Békésy,Robert Wexler's year of birth,socrates,socrates-person-year-nobelpsymed,What is Robert Wexler's year of birth?,"In 1961, the Nobel Prize in Physiology or Medicine was awarded to"
The Nobel Prize in Chemistry in the birth year of Patrick Bond was awarded to,1961,Melvin Calvin,the birth year of Patrick Bond,socrates,socrates-person-year-nobelchem,What is the birth year of Patrick Bond?,The Nobel Prize in Chemistry in 1961 was awarded to
The Masters champion in the year Owen Honors was born was,1961,Gary Player,the year Owen Honors was born,socrates,socrates-person-year-masterschampion,What is the year Owen Honors was born?,The Masters champion in 1961 was
The winner of the Nobel Prize in Physiology or Medicine in the year Debbie Linden was born was,1961,Georg von Békésy,the year Debbie Linden was born,socrates,socrates-person-year-nobelpsymed,What is the year Debbie Linden was born?,The winner of the Nobel Prize in Physiology or Medicine in 1961 was
The winner of the Nobel Prize in Physiology or Medicine in the year Nick Willing was born was,1961,Georg von Békésy,the year Nick Willing was born,socrates,socrates-person-year-nobelpsymed,What is the year Nick Willing was born?,The winner of the Nobel Prize in Physiology or Medicine in 1961 was
The Nobel Peace Prize in the year Francesco Bruni was born was awarded to,1961,Dag Hammarskjöld,the year Francesco Bruni was born,socrates,socrates-person-year-nobelpeace,What is the year Francesco Bruni was born?,The Nobel Peace Prize in 1961 was awarded to
"In Zbigniew Zamachowski's birth year, the winner of the Masters Tournament was",1961,Gary Player,Zbigniew Zamachowski's birth year,socrates,socrates-person-year-masterschampion,What is Zbigniew Zamachowski's birth year?,"In 1961, the winner of the Masters Tournament was"
The winner of the Nobel Prize in Physiology or Medicine in the birth year of Tarsem Singh was,1961,Georg von Békésy,the birth year of Tarsem Singh,socrates,socrates-person-year-nobelpsymed,What is the birth year of Tarsem Singh?,The winner of the Nobel Prize in Physiology or Medicine in 1961 was
The Nobel Peace Prize in the birth year of Lorna Tolentino was awarded to,1961,Dag Hammarskjöld,the birth year of Lorna Tolentino,socrates,socrates-person-year-nobelpeace,What is the birth year of Lorna Tolentino?,The Nobel Peace Prize in 1961 was awarded to
The champion of the Masters in the birth year of Dina Bonnevie was,1961,Gary Player,the birth year of Dina Bonnevie,socrates,socrates-person-year-masterschampion,What is the birth year of Dina Bonnevie?,The champion of the Masters in 1961 was
The champion of the Masters in the birth year of Roland Suso Richter was,1961,Gary Player,the birth year of Roland Suso Richter,socrates,socrates-person-year-masterschampion,What is the birth year of Roland Suso Richter?,The champion of the Masters in 1961 was
"In Elvis Tsui's birth year, the laureate of the Nobel Prize in Physiology or Medicine was",1961,Georg von Békésy,Elvis Tsui's birth year,socrates,socrates-person-year-nobelpsymed,What is Elvis Tsui's birth year?,"In 1961, the laureate of the Nobel Prize in Physiology or Medicine was"
"In the year Tony Ayres was born, the winner of the Masters Tournament was",1961,Gary Player,the year Tony Ayres was born,socrates,socrates-person-year-masterschampion,What is the year Tony Ayres was born?,"In 1961, the winner of the Masters Tournament was"
"In Sabiha Sumar's year of birth, the winner of the Masters Tournament was",1961,Gary Player,Sabiha Sumar's year of birth,socrates,socrates-person-year-masterschampion,What is Sabiha Sumar's year of birth?,"In 1961, the winner of the Masters Tournament was"
The winner of the Nobel Prize in Physiology or Medicine in Tonino Benacquista's year of birth was,1961,Georg von Békésy,Tonino Benacquista's year of birth,socrates,socrates-person-year-nobelpsymed,What is Tonino Benacquista's year of birth?,The winner of the Nobel Prize in Physiology or Medicine in 1961 was
The Nobel Peace Prize in the birth year of Johanna ter Steege was awarded to,1961,Dag Hammarskjöld,the birth year of Johanna ter Steege,socrates,socrates-person-year-nobelpeace,What is the birth year of Johanna ter Steege?,The Nobel Peace Prize in 1961 was awarded to
The golfer who won the Masters in the year Johanna ter Steege was born was,1961,Gary Player,the year Johanna ter Steege was born,socrates,socrates-person-year-masterschampion,What is the year Johanna ter Steege was born?,The golfer who won the Masters in 1961 was
"In the birth year of Tatsuya Yoshida, the laureate of the Nobel Peace Prize was",1961,Dag Hammarskjöld,the birth year of Tatsuya Yoshida,socrates,socrates-person-year-nobelpeace,What is the birth year of Tatsuya Yoshida?,"In 1961, the laureate of the Nobel Peace Prize was"
"In Tatsuya Yoshida's year of birth, the Nobel Prize in Chemistry was awarded to",1961,Melvin Calvin,Tatsuya Yoshida's year of birth,socrates,socrates-person-year-nobelchem,What is Tatsuya Yoshida's year of birth?,"In 1961, the Nobel Prize in Chemistry was awarded to"
"In the birth year of Christopher Reich, the laureate of the Nobel Prize in Chemistry was",1961,Melvin Calvin,the birth year of Christopher Reich,socrates,socrates-person-year-nobelchem,What is the birth year of Christopher Reich?,"In 1961, the laureate of the Nobel Prize in Chemistry was"
"In the birth year of Bob Yari, the laureate of the Nobel Prize in Chemistry was",1961,Melvin Calvin,the birth year of Bob Yari,socrates,socrates-person-year-nobelchem,What is the birth year of Bob Yari?,"In 1961, the laureate of the Nobel Prize in Chemistry was"
"In the year Sam Vaknin was born, the Nobel Prize in Physiology or Medicine was awarded to",1961,Georg von Békésy,the year Sam Vaknin was born,socrates,socrates-person-year-nobelpsymed,What is the year Sam Vaknin was born?,"In 1961, the Nobel Prize in Physiology or Medicine was awarded to"
The golfer who won the Masters in the birth year of Sam Vaknin was,1961,Gary Player,the birth year of Sam Vaknin,socrates,socrates-person-year-masterschampion,What is the birth year of Sam Vaknin?,The golfer who won the Masters in 1961 was
The golfer who won the Masters in the birth year of Wesley Wildman was,1961,Gary Player,the birth year of Wesley Wildman,socrates,socrates-person-year-masterschampion,What is the birth year of Wesley Wildman?,The golfer who won the Masters in 1961 was
The Nobel Prize in Chemistry in the year Monika Fagerholm was born was awarded to,1961,Melvin Calvin,the year Monika Fagerholm was born,socrates,socrates-person-year-nobelchem,What is the year Monika Fagerholm was born?,The Nobel Prize in Chemistry in 1961 was awarded to
The champion of the Masters in the year Vyacheslav Butusov was born was,1961,Gary Player,the year Vyacheslav Butusov was born,socrates,socrates-person-year-masterschampion,What is the year Vyacheslav Butusov was born?,The champion of the Masters in 1961 was
"In the year Victor Kossakovsky was born, the winner of the Masters Tournament was",1961,Gary Player,the year Victor Kossakovsky was born,socrates,socrates-person-year-masterschampion,What is the year Victor Kossakovsky was born?,"In 1961, the winner of the Masters Tournament was"
The winner of the Nobel Prize in Chemistry in Brian Orser's birth year was,1961,Melvin Calvin,Brian Orser's birth year,socrates,socrates-person-year-nobelchem,What is Brian Orser's birth year?,The winner of the Nobel Prize in Chemistry in 1961 was
The Masters champion in the birth year of James Nicoll was,1961,Gary Player,the birth year of James Nicoll,socrates,socrates-person-year-masterschampion,What is the birth year of James Nicoll?,The Masters champion in 1961 was
The winner of the Nobel Peace Prize in Eva Grimaldi's year of birth was,1961,Dag Hammarskjöld,Eva Grimaldi's year of birth,socrates,socrates-person-year-nobelpeace,What is Eva Grimaldi's year of birth?,The winner of the Nobel Peace Prize in 1961 was
"In the year Eva Illouz was born, the Nobel Peace Prize was awarded to",1961,Dag Hammarskjöld,the year Eva Illouz was born,socrates,socrates-person-year-nobelpeace,What is the year Eva Illouz was born?,"In 1961, the Nobel Peace Prize was awarded to"
"In the birth year of Manny Coto, the winner of the Masters Tournament was",1961,Gary Player,the birth year of Manny Coto,socrates,socrates-person-year-masterschampion,What is the birth year of Manny Coto?,"In 1961, the winner of the Masters Tournament was"
"In the birth year of Pato Banton, the Nobel Peace Prize was awarded to",1961,Dag Hammarskjöld,the birth year of Pato Banton,socrates,socrates-person-year-nobelpeace,What is the birth year of Pato Banton?,"In 1961, the Nobel Peace Prize was awarded to"
"In Rein Raud's year of birth, the winner of the Masters Tournament was",1961,Gary Player,Rein Raud's year of birth,socrates,socrates-person-year-masterschampion,What is Rein Raud's year of birth?,"In 1961, the winner of the Masters Tournament was"
The Nobel Peace Prize in the year Sinikka Langeland was born was awarded to,1961,Dag Hammarskjöld,the year Sinikka Langeland was born,socrates,socrates-person-year-nobelpeace,What is the year Sinikka Langeland was born?,The Nobel Peace Prize in 1961 was awarded to
"In Zarganar's birth year, the Nobel Prize in Physiology or Medicine was awarded to",1961,Georg von Békésy,Zarganar's birth year,socrates,socrates-person-year-nobelpsymed,What is Zarganar's birth year?,"In 1961, the Nobel Prize in Physiology or Medicine was awarded to"
"In the birth year of Zarganar, the laureate of the Nobel Prize in Chemistry was",1961,Melvin Calvin,the birth year of Zarganar,socrates,socrates-person-year-nobelchem,What is the birth year of Zarganar?,"In 1961, the laureate of the Nobel Prize in Chemistry was"
The winner of the Nobel Prize in Physiology or Medicine in the birth year of Xiang Yun was,1961,Georg von Békésy,the birth year of Xiang Yun,socrates,socrates-person-year-nobelpsymed,What is the birth year of Xiang Yun?,The winner of the Nobel Prize in Physiology or Medicine in 1961 was
"In the year Felix Dexter was born, the Nobel Peace Prize was awarded to",1961,Dag Hammarskjöld,the year Felix Dexter was born,socrates,socrates-person-year-nobelpeace,What is the year Felix Dexter was born?,"In 1961, the Nobel Peace Prize was awarded to"
The winner of the Nobel Prize in Literature in Anna Paulina Luna's birth year was,1989,Camilo José Cela,Anna Paulina Luna's birth year,socrates,socrates-person-year-nobellit,What is Anna Paulina Luna's birth year?,The winner of the Nobel Prize in Literature in 1989 was
The Nobel Prize in Literature in Matthew Beard's year of birth was awarded to,1989,Camilo José Cela,Matthew Beard's year of birth,socrates,socrates-person-year-nobellit,What is Matthew Beard's year of birth?,The Nobel Prize in Literature in 1989 was awarded to
"In the year Yasemin Allen was born, the Nobel Peace Prize was awarded to",1989,Tenzin Gyatso,the year Yasemin Allen was born,socrates,socrates-person-year-nobelpeace,What is the year Yasemin Allen was born?,"In 1989, the Nobel Peace Prize was awarded to"
"In the year Lianne La Havas was born, the laureate of the Nobel Prize in Literature was",1989,Camilo José Cela,the year Lianne La Havas was born,socrates,socrates-person-year-nobellit,What is the year Lianne La Havas was born?,"In 1989, the laureate of the Nobel Prize in Literature was"
"In Bhumi Pednekar's birth year, the Nobel Prize in Literature was awarded to",1989,Camilo José Cela,Bhumi Pednekar's birth year,socrates,socrates-person-year-nobellit,What is Bhumi Pednekar's birth year?,"In 1989, the Nobel Prize in Literature was awarded to"
The golfer who won the Masters in Sandeepa Dhar's birth year was,1989,Nick Faldo,Sandeepa Dhar's birth year,socrates,socrates-person-year-masterschampion,What is Sandeepa Dhar's birth year?,The golfer who won the Masters in 1989 was
The Nobel Prize in Literature in Sana Amin Sheikh's birth year was awarded to,1989,Camilo José Cela,Sana Amin Sheikh's birth year,socrates,socrates-person-year-nobellit,What is Sana Amin Sheikh's birth year?,The Nobel Prize in Literature in 1989 was awarded to
The golfer who won the Masters in the birth year of Madhu Shalini was,1989,Nick Faldo,the birth year of Madhu Shalini,socrates,socrates-person-year-masterschampion,What is the birth year of Madhu Shalini?,The golfer who won the Masters in 1989 was
"In the birth year of Chitrashi Rawat, the winner of the Masters Tournament was",1989,Nick Faldo,the birth year of Chitrashi Rawat,socrates,socrates-person-year-masterschampion,What is the birth year of Chitrashi Rawat?,"In 1989, the winner of the Masters Tournament was"
The Nobel Peace Prize in Ragini Nandwani's year of birth was awarded to,1989,Tenzin Gyatso,Ragini Nandwani's year of birth,socrates,socrates-person-year-nobelpeace,What is Ragini Nandwani's year of birth?,The Nobel Peace Prize in 1989 was awarded to
The Masters champion in Himansh Kohli's birth year was,1989,Nick Faldo,Himansh Kohli's birth year,socrates,socrates-person-year-masterschampion,What is Himansh Kohli's birth year?,The Masters champion in 1989 was
The winner of the Nobel Peace Prize in the birth year of Kusha Kapila was,1989,Tenzin Gyatso,the birth year of Kusha Kapila,socrates,socrates-person-year-nobelpeace,What is the birth year of Kusha Kapila?,The winner of the Nobel Peace Prize in 1989 was
The winner of the Nobel Prize in Literature in the birth year of Pratik Gandhi was,1989,Camilo José Cela,the birth year of Pratik Gandhi,socrates,socrates-person-year-nobellit,What is the birth year of Pratik Gandhi?,The winner of the Nobel Prize in Literature in 1989 was
"In Ejay Falcon's year of birth, the laureate of the Nobel Peace Prize was",1989,Tenzin Gyatso,Ejay Falcon's year of birth,socrates,socrates-person-year-nobelpeace,What is Ejay Falcon's year of birth?,"In 1989, the laureate of the Nobel Peace Prize was"
"In the birth year of Jasna Fritzi Bauer, the laureate of the Nobel Peace Prize was",1989,Tenzin Gyatso,the birth year of Jasna Fritzi Bauer,socrates,socrates-person-year-nobelpeace,What is the birth year of Jasna Fritzi Bauer?,"In 1989, the laureate of the Nobel Peace Prize was"
The champion of the Masters in Alligatoah's year of birth was,1989,Nick Faldo,Alligatoah's year of birth,socrates,socrates-person-year-masterschampion,What is Alligatoah's year of birth?,The champion of the Masters in 1989 was
The golfer who won the Masters in Simu Liu's birth year was,1989,Nick Faldo,Simu Liu's birth year,socrates,socrates-person-year-masterschampion,What is Simu Liu's birth year?,The golfer who won the Masters in 1989 was
"In Yu Wenxia's birth year, the Nobel Prize in Literature was awarded to",1989,Camilo José Cela,Yu Wenxia's birth year,socrates,socrates-person-year-nobellit,What is Yu Wenxia's birth year?,"In 1989, the Nobel Prize in Literature was awarded to"
"In Kana Nishino's birth year, the winner of the Masters Tournament was",1989,Nick Faldo,Kana Nishino's birth year,socrates,socrates-person-year-masterschampion,What is Kana Nishino's birth year?,"In 1989, the winner of the Masters Tournament was"
The winner of the Nobel Prize in Literature in the year Mirei Kiritani was born was,1989,Camilo José Cela,the year Mirei Kiritani was born,socrates,socrates-person-year-nobellit,What is the year Mirei Kiritani was born?,The winner of the Nobel Prize in Literature in 1989 was
The champion of the Masters in Kiki Sukezane's birth year was,1989,Nick Faldo,Kiki Sukezane's birth year,socrates,socrates-person-year-masterschampion,What is Kiki Sukezane's birth year?,The champion of the Masters in 1989 was
"In the birth year of Syuri, the winner of the Masters Tournament was",1989,Nick Faldo,the birth year of Syuri,socrates,socrates-person-year-masterschampion,What is the birth year of Syuri?,"In 1989, the winner of the Masters Tournament was"
The Nobel Prize in Literature in Ivy Shao's year of birth was awarded to,1989,Camilo José Cela,Ivy Shao's year of birth,socrates,socrates-person-year-nobellit,What is Ivy Shao's year of birth?,The Nobel Prize in Literature in 1989 was awarded to
The Nobel Prize in Literature in the year Yon Tumarkin was born was awarded to,1989,Camilo José Cela,the year Yon Tumarkin was born,socrates,socrates-person-year-nobellit,What is the year Yon Tumarkin was born?,The Nobel Prize in Literature in 1989 was awarded to
The champion of the Masters in the year Yon Tumarkin was born was,1989,Nick Faldo,the year Yon Tumarkin was born,socrates,socrates-person-year-masterschampion,What is the year Yon Tumarkin was born?,The champion of the Masters in 1989 was
"In Marco Pigossi's birth year, the laureate of the Nobel Peace Prize was",1989,Tenzin Gyatso,Marco Pigossi's birth year,socrates,socrates-person-year-nobelpeace,What is Marco Pigossi's birth year?,"In 1989, the laureate of the Nobel Peace Prize was"
"In Eliza Taylor's birth year, the winner of the Masters Tournament was",1989,Nick Faldo,Eliza Taylor's birth year,socrates,socrates-person-year-masterschampion,What is Eliza Taylor's birth year?,"In 1989, the winner of the Masters Tournament was"
"In Meyne Wyatt's year of birth, the Nobel Prize in Literature was awarded to",1989,Camilo José Cela,Meyne Wyatt's year of birth,socrates,socrates-person-year-nobellit,What is Meyne Wyatt's year of birth?,"In 1989, the Nobel Prize in Literature was awarded to"
The golfer who won the Masters in Sam Frost's year of birth was,1989,Nick Faldo,Sam Frost's year of birth,socrates,socrates-person-year-masterschampion,What is Sam Frost's year of birth?,The golfer who won the Masters in 1989 was
The Nobel Prize in Literature in Taya Smith's year of birth was awarded to,1989,Camilo José Cela,Taya Smith's year of birth,socrates,socrates-person-year-nobellit,What is Taya Smith's year of birth?,The Nobel Prize in Literature in 1989 was awarded to
"In the birth year of Omar Borkan Al Gala, the winner of the Masters Tournament was",1989,Nick Faldo,the birth year of Omar Borkan Al Gala,socrates,socrates-person-year-masterschampion,What is the birth year of Omar Borkan Al Gala?,"In 1989, the winner of the Masters Tournament was"
The Masters champion in the year Jedidiah Goodacre was born was,1989,Nick Faldo,the year Jedidiah Goodacre was born,socrates,socrates-person-year-masterschampion,What is the year Jedidiah Goodacre was born?,The Masters champion in 1989 was
The Masters champion in the year Alberto Castro was born was,1989,Nick Faldo,the year Alberto Castro was born,socrates,socrates-person-year-masterschampion,What is the year Alberto Castro was born?,The Masters champion in 1989 was
The golfer who won the Masters in Eleftheria Eleftheriou's year of birth was,1989,Nick Faldo,Eleftheria Eleftheriou's year of birth,socrates,socrates-person-year-masterschampion,What is Eleftheria Eleftheriou's year of birth?,The golfer who won the Masters in 1989 was
"In Praya Lundberg's year of birth, the winner of the Masters Tournament was",1989,Nick Faldo,Praya Lundberg's year of birth,socrates,socrates-person-year-masterschampion,What is Praya Lundberg's year of birth?,"In 1989, the winner of the Masters Tournament was"
The Nobel Prize in Literature in the birth year of Kanya Yaemdet was awarded to,1989,Camilo José Cela,the birth year of Kanya Yaemdet,socrates,socrates-person-year-nobellit,What is the birth year of Kanya Yaemdet?,The Nobel Prize in Literature in 1989 was awarded to
The champion of the Masters in Hector Medina's year of birth was,1989,Nick Faldo,Hector Medina's year of birth,socrates,socrates-person-year-masterschampion,What is Hector Medina's year of birth?,The champion of the Masters in 1989 was
"In Dina Shihabi's birth year, the winner of the Masters Tournament was",1989,Nick Faldo,Dina Shihabi's birth year,socrates,socrates-person-year-masterschampion,What is Dina Shihabi's birth year?,"In 1989, the winner of the Masters Tournament was"
The Masters champion in the year Nkechi Blessing Sunday was born was,1989,Nick Faldo,the year Nkechi Blessing Sunday was born,socrates,socrates-person-year-masterschampion,What is the year Nkechi Blessing Sunday was born?,The Masters champion in 1989 was
"In Stan Nze's birth year, the laureate of the Nobel Prize in Literature was",1989,Camilo José Cela,Stan Nze's birth year,socrates,socrates-person-year-nobellit,What is Stan Nze's birth year?,"In 1989, the laureate of the Nobel Prize in Literature was"
"In the birth year of Anna of the North, the laureate of the Nobel Prize in Literature was",1989,Camilo José Cela,the birth year of Anna of the North,socrates,socrates-person-year-nobellit,What is the birth year of Anna of the North?,"In 1989, the laureate of the Nobel Prize in Literature was"
"In the year Jeon Yeo-been was born, the laureate of the Nobel Peace Prize was",1989,Tenzin Gyatso,the year Jeon Yeo-been was born,socrates,socrates-person-year-nobelpeace,What is the year Jeon Yeo-been was born?,"In 1989, the laureate of the Nobel Peace Prize was"
The winner of the Nobel Prize in Literature in the birth year of Zion.T was,1989,Camilo José Cela,the birth year of Zion.T,socrates,socrates-person-year-nobellit,What is the birth year of Zion.T?,The winner of the Nobel Prize in Literature in 1989 was
The Nobel Peace Prize in Kim Kwon's birth year was awarded to,1989,Tenzin Gyatso,Kim Kwon's birth year,socrates,socrates-person-year-nobelpeace,What is Kim Kwon's birth year?,The Nobel Peace Prize in 1989 was awarded to
"In the birth year of Loretta Sanchez, the laureate of the Nobel Prize in Literature was",1960,Saint-John Perse,the birth year of Loretta Sanchez,socrates,socrates-person-year-nobellit,What is the birth year of Loretta Sanchez?,"In 1960, the laureate of the Nobel Prize in Literature was"
"In Jim Nussle's birth year, the Nobel Prize in Literature was awarded to",1960,Saint-John Perse,Jim Nussle's birth year,socrates,socrates-person-year-nobellit,What is Jim Nussle's birth year?,"In 1960, the Nobel Prize in Literature was awarded to"
The Nobel Prize in Literature in Lydia Goehr's year of birth was awarded to,1960,Saint-John Perse,Lydia Goehr's year of birth,socrates,socrates-person-year-nobellit,What is Lydia Goehr's year of birth?,The Nobel Prize in Literature in 1960 was awarded to
The winner of the Nobel Prize in Literature in Mark Amerika's year of birth was,1960,Saint-John Perse,Mark Amerika's year of birth,socrates,socrates-person-year-nobellit,What is Mark Amerika's year of birth?,The winner of the Nobel Prize in Literature in 1960 was
"In the year Sam Rubin was born, the laureate of the Nobel Prize in Physiology or Medicine was",1960,Peter Medawar,the year Sam Rubin was born,socrates,socrates-person-year-nobelpsymed,What is the year Sam Rubin was born?,"In 1960, the laureate of the Nobel Prize in Physiology or Medicine was"
The Nobel Prize in Literature in the year Timothy Taylor was born was awarded to,1960,Saint-John Perse,the year Timothy Taylor was born,socrates,socrates-person-year-nobellit,What is the year Timothy Taylor was born?,The Nobel Prize in Literature in 1960 was awarded to
The Nobel Prize in Physics in the birth year of Timothy Taylor was awarded to,1960,Donald Arthur Glaser,the birth year of Timothy Taylor,socrates,socrates-person-year-nobelphysics,What is the birth year of Timothy Taylor?,The Nobel Prize in Physics in 1960 was awarded to
The Nobel Prize in Physiology or Medicine in Charles McDougall's year of birth was awarded to,1960,Peter Medawar,Charles McDougall's year of birth,socrates,socrates-person-year-nobelpsymed,What is Charles McDougall's year of birth?,The Nobel Prize in Physiology or Medicine in 1960 was awarded to
The Nobel Peace Prize in the birth year of Maud Sulter was awarded to,1960,Albert John Mvumbi Luthuli,the birth year of Maud Sulter,socrates,socrates-person-year-nobelpeace,What is the birth year of Maud Sulter?,The Nobel Peace Prize in 1960 was awarded to
The winner of the Nobel Prize in Chemistry in Maud Sulter's birth year was,1960,Willard Libby,Maud Sulter's birth year,socrates,socrates-person-year-nobelchem,What is Maud Sulter's birth year?,The winner of the Nobel Prize in Chemistry in 1960 was
The golfer who won the Masters in the year Maud Sulter was born was,1960,Arnold Palmer,the year Maud Sulter was born,socrates,socrates-person-year-masterschampion,What is the year Maud Sulter was born?,The golfer who won the Masters in 1960 was
The Masters champion in the birth year of Jane Ray was,1960,Arnold Palmer,the birth year of Jane Ray,socrates,socrates-person-year-masterschampion,What is the birth year of Jane Ray?,The Masters champion in 1960 was
The golfer who won the Masters in the year Lindsey Coulson was born was,1960,Arnold Palmer,the year Lindsey Coulson was born,socrates,socrates-person-year-masterschampion,What is the year Lindsey Coulson was born?,The golfer who won the Masters in 1960 was
The Nobel Prize in Literature in the year Cliff Parisi was born was awarded to,1960,Saint-John Perse,the year Cliff Parisi was born,socrates,socrates-person-year-nobellit,What is the year Cliff Parisi was born?,The Nobel Prize in Literature in 1960 was awarded to
The winner of the Nobel Peace Prize in Alastair Fothergill's birth year was,1960,Albert John Mvumbi Luthuli,Alastair Fothergill's birth year,socrates,socrates-person-year-nobelpeace,What is Alastair Fothergill's birth year?,The winner of the Nobel Peace Prize in 1960 was
"In the year Alastair Fothergill was born, the laureate of the Nobel Prize in Literature was",1960,Saint-John Perse,the year Alastair Fothergill was born,socrates,socrates-person-year-nobellit,What is the year Alastair Fothergill was born?,"In 1960, the laureate of the Nobel Prize in Literature was"
The Nobel Prize in Physics in the birth year of Lisa Vanderpump was awarded to,1960,Donald Arthur Glaser,the birth year of Lisa Vanderpump,socrates,socrates-person-year-nobelphysics,What is the birth year of Lisa Vanderpump?,The Nobel Prize in Physics in 1960 was awarded to
The Nobel Prize in Physics in Joanna Hogg's birth year was awarded to,1960,Donald Arthur Glaser,Joanna Hogg's birth year,socrates,socrates-person-year-nobelphysics,What is Joanna Hogg's birth year?,The Nobel Prize in Physics in 1960 was awarded to
"In the birth year of Joanna Hogg, the laureate of the Nobel Prize in Chemistry was",1960,Willard Libby,the birth year of Joanna Hogg,socrates,socrates-person-year-nobelchem,What is the birth year of Joanna Hogg?,"In 1960, the laureate of the Nobel Prize in Chemistry was"
The winner of the Nobel Prize in Physics in the birth year of Danny John-Jules was,1960,Donald Arthur Glaser,the birth year of Danny John-Jules,socrates,socrates-person-year-nobelphysics,What is the birth year of Danny John-Jules?,The winner of the Nobel Prize in Physics in 1960 was
"In Danny John-Jules's year of birth, the laureate of the Nobel Prize in Chemistry was",1960,Willard Libby,Danny John-Jules's year of birth,socrates,socrates-person-year-nobelchem,What is Danny John-Jules's year of birth?,"In 1960, the laureate of the Nobel Prize in Chemistry was"
The winner of the Nobel Prize in Physics in the birth year of Philippe Sands was,1960,Donald Arthur Glaser,the birth year of Philippe Sands,socrates,socrates-person-year-nobelphysics,What is the birth year of Philippe Sands?,The winner of the Nobel Prize in Physics in 1960 was
The winner of the Nobel Prize in Chemistry in Philippe Sands's year of birth was,1960,Willard Libby,Philippe Sands's year of birth,socrates,socrates-person-year-nobelchem,What is Philippe Sands's year of birth?,The winner of the Nobel Prize in Chemistry in 1960 was
"In Himani Shivpuri's birth year, the Nobel Prize in Literature was awarded to",1960,Saint-John Perse,Himani Shivpuri's birth year,socrates,socrates-person-year-nobellit,What is Himani Shivpuri's birth year?,"In 1960, the Nobel Prize in Literature was awarded to"
"In Himani Shivpuri's year of birth, the Nobel Prize in Physiology or Medicine was awarded to",1960,Peter Medawar,Himani Shivpuri's year of birth,socrates,socrates-person-year-nobelpsymed,What is Himani Shivpuri's year of birth?,"In 1960, the Nobel Prize in Physiology or Medicine was awarded to"
The Nobel Prize in Literature in Vadivelu's birth year was awarded to,1960,Saint-John Perse,Vadivelu's birth year,socrates,socrates-person-year-nobellit,What is Vadivelu's birth year?,The Nobel Prize in Literature in 1960 was awarded to
"In the birth year of Prince Radu, Prince of Romania, the Nobel Peace Prize was awarded to",1960,Albert John Mvumbi Luthuli,"the birth year of Prince Radu, Prince of Romania",socrates,socrates-person-year-nobelpeace,"What is the birth year of Prince Radu, Prince of Romania?","In 1960, the Nobel Peace Prize was awarded to"
"The Nobel Prize in Physiology or Medicine in the year Prince Radu, Prince of Romania was born was awarded to",1960,Peter Medawar,"the year Prince Radu, Prince of Romania was born",socrates,socrates-person-year-nobelpsymed,"What is the year Prince Radu, Prince of Romania was born?",The Nobel Prize in Physiology or Medicine in 1960 was awarded to
"In the birth year of Brillante Mendoza, the Nobel Prize in Physiology or Medicine was awarded to",1960,Peter Medawar,the birth year of Brillante Mendoza,socrates,socrates-person-year-nobelpsymed,What is the birth year of Brillante Mendoza?,"In 1960, the Nobel Prize in Physiology or Medicine was awarded to"
