question,intermediate,answer,intermediate_expression,prompt_type,prompt_subtype
The Masters champion in Nadine Chandrawinata's year of birth was,1984,Ben Crenshaw,Nadine Chandrawinata,socrates,socrates-person-year-masterschampion
"In Leanne Li's birth year, the Nobel Prize in Chemistry was awarded to",1984,Robert Bruce Merrifield,Leanne Li,socrates,socrates-person-year-nobelchem
"In Leanne Li's year of birth, the laureate of the Nobel Peace Prize was",1984,Desmond Tutu,Leanne Li,socrates,socrates-person-year-nobelpeace
The Masters champion in Him Law's birth year was,1984,Ben Crenshaw,Him Law,socrates,socrates-person-year-masterschampion
"In Zhang Zixuan's year of birth, the Nobel Peace Prize was awarded to",1984,Desmond Tutu,Zhang Zixuan,socrates,socrates-person-year-nobelpeace
The champion of the Masters in Zhang Zixuan's year of birth was,1984,Ben Crenshaw,Zhang Zixuan,socrates,socrates-person-year-masterschampion
The winner of the Nobel Peace Prize in the birth year of Zahid Ahmed was,1984,Desmond Tutu,The birth year of Zahid Ahmed,socrates,socrates-person-year-nobelpeace
The winner of the Nobel Prize in Chemistry in Black M's year of birth was,1984,Robert Bruce Merrifield,Black M,socrates,socrates-person-year-nobelchem
The winner of the Nobel Peace Prize in Jehnny Beth's year of birth was,1984,Desmond Tutu,Jehnny Beth,socrates,socrates-person-year-nobelpeace
The Nobel Prize in Chemistry in Naoko Yamada's birth year was awarded to,1984,Robert Bruce Merrifield,Naoko Yamada,socrates,socrates-person-year-nobelchem
"In the year Kaela Kimura was born, the Nobel Prize in Chemistry was awarded to",1984,Robert Bruce Merrifield,The year Kaela Kimura,socrates,socrates-person-year-nobelchem
The champion of the Masters in Yana Toboso's year of birth was,1984,Ben Crenshaw,Yana Toboso,socrates,socrates-person-year-masterschampion
The golfer who won the Masters in the birth year of Taraneh Alidoosti was,1984,Ben Crenshaw,The birth year of Taraneh Alidoosti,socrates,socrates-person-year-masterschampion
"In Sativa Rose's year of birth, the winner of the Masters Tournament was",1984,Ben Crenshaw,Sativa Rose,socrates,socrates-person-year-masterschampion
The Nobel Peace Prize in Mads Langer's birth year was awarded to,1984,Desmond Tutu,Mads Langer,socrates,socrates-person-year-nobelpeace
"In Fernanda Andrade's year of birth, the laureate of the Nobel Prize in Chemistry was",1984,Robert Bruce Merrifield,Fernanda Andrade,socrates,socrates-person-year-nobelchem
The winner of the Nobel Prize in Chemistry in the birth year of Kitty Green was,1984,Robert Bruce Merrifield,The birth year of Kitty Green,socrates,socrates-person-year-nobelchem
The golfer who won the Masters in the year Namir Noor-Eldeen was born was,1984,Ben Crenshaw,The year Namir Noor-Eldeen,socrates,socrates-person-year-masterschampion
The Nobel Prize in Chemistry in Maria Popova's year of birth was awarded to,1984,Robert Bruce Merrifield,Maria Popova,socrates,socrates-person-year-nobelchem
"In Brent Everett's birth year, the winner of the Masters Tournament was",1984,Ben Crenshaw,Brent Everett,socrates,socrates-person-year-masterschampion
"In the year Shawn Roberts was born, the winner of the Masters Tournament was",1984,Ben Crenshaw,The year Shawn Roberts,socrates,socrates-person-year-masterschampion
The champion of the Masters in Kristen Hager's birth year was,1984,Ben Crenshaw,Kristen Hager,socrates,socrates-person-year-masterschampion
The Nobel Prize in Chemistry in Amal El-Mohtar's year of birth was awarded to,1984,Robert Bruce Merrifield,Amal El-Mohtar,socrates,socrates-person-year-nobelchem
"In the year Chad Brownlee was born, the winner of the Masters Tournament was",1984,Ben Crenshaw,The year Chad Brownlee,socrates,socrates-person-year-masterschampion
The Nobel Peace Prize in the year Mercedes Lander was born was awarded to,1984,Desmond Tutu,The year Mercedes Lander,socrates,socrates-person-year-nobelpeace
"In the birth year of Beth Allen, the laureate of the Nobel Prize in Chemistry was",1984,Robert Bruce Merrifield,The birth year of Beth Allen,socrates,socrates-person-year-nobelchem
"In the year Karim Amer was born, the laureate of the Nobel Prize in Chemistry was",1984,Robert Bruce Merrifield,The year Karim Amer,socrates,socrates-person-year-nobelchem
"In Pisay Pao's year of birth, the laureate of the Nobel Peace Prize was",1984,Desmond Tutu,Pisay Pao,socrates,socrates-person-year-nobelpeace
The Nobel Prize in Chemistry in Gail Nkoane Mabalane's year of birth was awarded to,1984,Robert Bruce Merrifield,Gail Nkoane Mabalane,socrates,socrates-person-year-nobelchem
"In the birth year of Charlene McKenna, the winner of the Masters Tournament was",1984,Ben Crenshaw,The birth year of Charlene McKenna,socrates,socrates-person-year-masterschampion
"In Helga Flatland's birth year, the Nobel Prize in Chemistry was awarded to",1984,Robert Bruce Merrifield,Helga Flatland,socrates,socrates-person-year-nobelchem
"In Helga Flatland's year of birth, the Nobel Peace Prize was awarded to",1984,Desmond Tutu,Helga Flatland,socrates,socrates-person-year-nobelpeace
The golfer who won the Masters in the year Han Ye-ri was born was,1984,Ben Crenshaw,The year Han Ye-ri,socrates,socrates-person-year-masterschampion
The champion of the Masters in Soo Yeon Lee's birth year was,1984,Ben Crenshaw,Soo Yeon Lee,socrates,socrates-person-year-masterschampion
The winner of the Nobel Prize in Chemistry in Anthony Chen's birth year was,1984,Robert Bruce Merrifield,Anthony Chen,socrates,socrates-person-year-nobelchem
"In the year David Dreier was born, the Nobel Prize in Literature was awarded to",1952,François Mauriac,The year David Dreier,socrates,socrates-person-year-nobellit
The Nobel Peace Prize in Carter Ham's birth year was awarded to,1952,Albert Schweitzer,Carter Ham,socrates,socrates-person-year-nobelpeace
The winner of the Nobel Prize in Literature in Carol Shea-Porter's year of birth was,1952,François Mauriac,Carol Shea-Porter,socrates,socrates-person-year-nobellit
"In the year Rocky Wirtz was born, the laureate of the Nobel Prize in Literature was",1952,François Mauriac,The year Rocky Wirtz,socrates,socrates-person-year-nobellit
"In David Roediger's birth year, the laureate of the Nobel Prize in Literature was",1952,François Mauriac,David Roediger,socrates,socrates-person-year-nobellit
"In Norah McClintock's birth year, the winner of the Masters Tournament was",1952,Sam Snead,Norah McClintock,socrates,socrates-person-year-masterschampion
The champion of the Masters in the birth year of Peter Haber was,1952,Sam Snead,The birth year of Peter Haber,socrates,socrates-person-year-masterschampion
The golfer who won the Masters in the birth year of Christopher Whyte was,1952,Sam Snead,The birth year of Christopher Whyte,socrates,socrates-person-year-masterschampion
The champion of the Masters in Kim Longinotto's birth year was,1952,Sam Snead,Kim Longinotto,socrates,socrates-person-year-masterschampion
"In Shakti Kapoor's year of birth, the laureate of the Nobel Prize in Literature was",1952,François Mauriac,Shakti Kapoor,socrates,socrates-person-year-nobellit
"In Urvashi Butalia's birth year, the Nobel Peace Prize was awarded to",1952,Albert Schweitzer,Urvashi Butalia,socrates,socrates-person-year-nobelpeace
The champion of the Masters in the year Joel Lamangan was born was,1952,Sam Snead,The year Joel Lamangan,socrates,socrates-person-year-masterschampion
The champion of the Masters in Parveen Shakir's birth year was,1952,Sam Snead,Parveen Shakir,socrates,socrates-person-year-masterschampion
"In the birth year of Yoshiki Tanaka, the winner of the Masters Tournament was",1952,Sam Snead,The birth year of Yoshiki Tanaka,socrates,socrates-person-year-masterschampion
"In the birth year of Zelimkhan Yandarbiyev, the Nobel Prize in Literature was awarded to",1952,François Mauriac,The birth year of Zelimkhan Yandarbiyev,socrates,socrates-person-year-nobellit
The winner of the Nobel Peace Prize in the year Alison Lester was born was,1952,Albert Schweitzer,The year Alison Lester,socrates,socrates-person-year-nobelpeace
"In Alison Lester's year of birth, the winner of the Masters Tournament was",1952,Sam Snead,Alison Lester,socrates,socrates-person-year-masterschampion
"In the year Karen Shakhnazarov was born, the laureate of the Nobel Peace Prize was",1952,Albert Schweitzer,The year Karen Shakhnazarov,socrates,socrates-person-year-nobelpeace
"In the year Rick Ducommun was born, the laureate of the Nobel Prize in Literature was",1952,François Mauriac,The year Rick Ducommun,socrates,socrates-person-year-nobellit
"In the birth year of Kim Mitchell, the Nobel Prize in Literature was awarded to",1952,François Mauriac,The birth year of Kim Mitchell,socrates,socrates-person-year-nobellit
The Masters champion in Candas Jane Dorsey's birth year was,1952,Sam Snead,Candas Jane Dorsey,socrates,socrates-person-year-masterschampion
"In Franco Dragone's year of birth, the Nobel Peace Prize was awarded to",1952,Albert Schweitzer,Franco Dragone,socrates,socrates-person-year-nobelpeace
"In the birth year of Ingrid Sischy, the Nobel Prize in Literature was awarded to",1952,François Mauriac,The birth year of Ingrid Sischy,socrates,socrates-person-year-nobellit
The winner of the Nobel Peace Prize in Reza de Wet's birth year was,1952,Albert Schweitzer,Reza de Wet,socrates,socrates-person-year-nobelpeace
The golfer who won the Masters in Pedro Lemebel's year of birth was,1952,Sam Snead,Pedro Lemebel,socrates,socrates-person-year-masterschampion
"In the birth year of Alexander Witt, the Nobel Peace Prize was awarded to",1952,Albert Schweitzer,The birth year of Alexander Witt,socrates,socrates-person-year-nobelpeace
"In Radka Toneff's birth year, the Nobel Peace Prize was awarded to",1952,Albert Schweitzer,Radka Toneff,socrates,socrates-person-year-nobelpeace
"In the birth year of Dawn Penn, the laureate of the Nobel Prize in Literature was",1952,François Mauriac,The birth year of Dawn Penn,socrates,socrates-person-year-nobellit
"In Judy Mowatt's year of birth, the winner of the Masters Tournament was",1952,Sam Snead,Judy Mowatt,socrates,socrates-person-year-masterschampion
"In Jason Bradbury's year of birth, the laureate of the Nobel Prize in Physics was",1969,Murray Gell-Mann,Jason Bradbury,socrates,socrates-person-year-nobelphysics
The Masters champion in Adam Nevill's birth year was,1969,George Archer,Adam Nevill,socrates,socrates-person-year-masterschampion
"In the birth year of Irene Grandi, the winner of the Masters Tournament was",1969,George Archer,The birth year of Irene Grandi,socrates,socrates-person-year-masterschampion
The Masters champion in Linda Chapman's year of birth was,1969,George Archer,Linda Chapman,socrates,socrates-person-year-masterschampion
The Nobel Prize in Physics in Julia Copus's year of birth was awarded to,1969,Murray Gell-Mann,Julia Copus,socrates,socrates-person-year-nobelphysics
The winner of the Nobel Prize in Physics in Ian Shaw's year of birth was,1969,Murray Gell-Mann,Ian Shaw,socrates,socrates-person-year-nobelphysics
The winner of the Nobel Prize in Physics in Plum Sykes's year of birth was,1969,Murray Gell-Mann,Plum Sykes,socrates,socrates-person-year-nobelphysics
The champion of the Masters in the year Plum Sykes was born was,1969,George Archer,The year Plum Sykes,socrates,socrates-person-year-masterschampion
The Masters champion in Yang Hyun-suk's birth year was,1969,George Archer,Yang Hyun-suk,socrates,socrates-person-year-masterschampion
"In the year Bobby Deol was born, the winner of the Masters Tournament was",1969,George Archer,The year Bobby Deol,socrates,socrates-person-year-masterschampion
"In Vikram Bhatt's year of birth, the Nobel Prize in Physics was awarded to",1969,Murray Gell-Mann,Vikram Bhatt,socrates,socrates-person-year-nobelphysics
"In the birth year of Dibakar Banerjee, the Nobel Prize in Physics was awarded to",1969,Murray Gell-Mann,The birth year of Dibakar Banerjee,socrates,socrates-person-year-nobelphysics
The golfer who won the Masters in Dayanand Shetty's year of birth was,1969,George Archer,Dayanand Shetty,socrates,socrates-person-year-masterschampion
The winner of the Nobel Prize in Physics in the birth year of Wang Hongwei was,1969,Murray Gell-Mann,The birth year of Wang Hongwei,socrates,socrates-person-year-nobelphysics
"In the birth year of Liu Jiang, the Nobel Prize in Physics was awarded to",1969,Murray Gell-Mann,The birth year of Liu Jiang,socrates,socrates-person-year-nobelphysics
The Masters champion in Karina Lombard's birth year was,1969,George Archer,Karina Lombard,socrates,socrates-person-year-masterschampion
"In Marie Darrieussecq's year of birth, the laureate of the Nobel Prize in Physics was",1969,Murray Gell-Mann,Marie Darrieussecq,socrates,socrates-person-year-nobelphysics
The champion of the Masters in the birth year of Marie Darrieussecq was,1969,George Archer,The birth year of Marie Darrieussecq,socrates,socrates-person-year-masterschampion
"In the year Nicolas Godin was born, the winner of the Masters Tournament was",1969,George Archer,The year Nicolas Godin,socrates,socrates-person-year-masterschampion
The champion of the Masters in the birth year of Goya Toledo was,1969,George Archer,The birth year of Goya Toledo,socrates,socrates-person-year-masterschampion
The winner of the Nobel Prize in Physics in Great Sasuke's birth year was,1969,Murray Gell-Mann,Great Sasuke,socrates,socrates-person-year-nobelphysics
"In Mehrdad Oskouei's year of birth, the winner of the Masters Tournament was",1969,George Archer,Mehrdad Oskouei,socrates,socrates-person-year-masterschampion
"In the birth year of Lars Ranthe, the laureate of the Nobel Prize in Literature was",1969,Samuel Beckett,The birth year of Lars Ranthe,socrates,socrates-person-year-nobellit
"In Paulo Szot's birth year, the winner of the Masters Tournament was",1969,George Archer,Paulo Szot,socrates,socrates-person-year-masterschampion
The Masters champion in the birth year of Eva Orner was,1969,George Archer,The birth year of Eva Orner,socrates,socrates-person-year-masterschampion
"In Robert Maillet's birth year, the laureate of the Nobel Prize in Physics was",1969,Murray Gell-Mann,Robert Maillet,socrates,socrates-person-year-nobelphysics
"In the birth year of Kevin Hearn, the laureate of the Nobel Prize in Physics was",1969,Murray Gell-Mann,The birth year of Kevin Hearn,socrates,socrates-person-year-nobelphysics
The Masters champion in the year David Chariandy was born was,1969,George Archer,The year David Chariandy,socrates,socrates-person-year-masterschampion
The champion of the Masters in Nathalie Simard's year of birth was,1969,George Archer,Nathalie Simard,socrates,socrates-person-year-masterschampion
The champion of the Masters in Didier Awadi's birth year was,1969,George Archer,Didier Awadi,socrates,socrates-person-year-masterschampion
"In Michael Mina's year of birth, the winner of the Masters Tournament was",1969,George Archer,Michael Mina,socrates,socrates-person-year-masterschampion
The golfer who won the Masters in the year Gabeba Baderoon was born was,1969,George Archer,The year Gabeba Baderoon,socrates,socrates-person-year-masterschampion
The golfer who won the Masters in the birth year of Jimmy Morales was,1969,George Archer,The birth year of Jimmy Morales,socrates,socrates-person-year-masterschampion
"In the year Okey Bakassi was born, the laureate of the Nobel Prize in Literature was",1969,Samuel Beckett,The year Okey Bakassi,socrates,socrates-person-year-nobellit
"In Karina Arroyave's birth year, the Nobel Prize in Literature was awarded to",1969,Samuel Beckett,Karina Arroyave,socrates,socrates-person-year-nobellit
The champion of the Masters in Karan Casey's birth year was,1969,George Archer,Karan Casey,socrates,socrates-person-year-masterschampion
"In Mattias Eklundh's year of birth, the Nobel Prize in Physics was awarded to",1969,Murray Gell-Mann,Mattias Eklundh,socrates,socrates-person-year-nobelphysics
The Masters champion in Malin Persson Giolito's birth year was,1969,George Archer,Malin Persson Giolito,socrates,socrates-person-year-masterschampion
The winner of the Nobel Prize in Physics in Jay-Jay Johanson's year of birth was,1969,Murray Gell-Mann,Jay-Jay Johanson,socrates,socrates-person-year-nobelphysics
The Masters champion in the birth year of Viveca Paulin was,1969,George Archer,The birth year of Viveca Paulin,socrates,socrates-person-year-masterschampion
The winner of the Nobel Prize in Literature in Onir's birth year was,1969,Samuel Beckett,Onir,socrates,socrates-person-year-nobellit
The Nobel Prize in Chemistry in the birth year of Elizabeth Eisenstein was awarded to,1923,Fritz Pregl,The birth year of Elizabeth Eisenstein,socrates,socrates-person-year-nobelchem
"In the birth year of Howard R. Lamar, the Nobel Prize in Chemistry was awarded to",1923,Fritz Pregl,The birth year of Howard R. Lamar,socrates,socrates-person-year-nobelchem
The winner of the Nobel Prize in Chemistry in the year Livio Maitan was born was,1923,Fritz Pregl,The year Livio Maitan,socrates,socrates-person-year-nobelchem
The Nobel Prize in Physics in Fred Beckey's birth year was awarded to,1923,Robert A. Millikan,Fred Beckey,socrates,socrates-person-year-nobelphysics
"In Fred Beckey's birth year, the Nobel Prize in Chemistry was awarded to",1923,Fritz Pregl,Fred Beckey,socrates,socrates-person-year-nobelchem
The winner of the Nobel Prize in Chemistry in Geoffrey Ashe's year of birth was,1923,Fritz Pregl,Geoffrey Ashe,socrates,socrates-person-year-nobelchem
The Nobel Prize in Literature in Serge Bricianer's birth year was awarded to,1923,William Butler Yeats,Serge Bricianer,socrates,socrates-person-year-nobellit
The Nobel Prize in Chemistry in the year John Weitz was born was awarded to,1923,Fritz Pregl,The year John Weitz,socrates,socrates-person-year-nobelchem
The winner of the Nobel Prize in Physics in the birth year of Alvaro Mancori was,1923,Robert A. Millikan,The birth year of Alvaro Mancori,socrates,socrates-person-year-nobelphysics
"In the birth year of Walerian Borowczyk, the Nobel Prize in Physics was awarded to",1923,Robert A. Millikan,The birth year of Walerian Borowczyk,socrates,socrates-person-year-nobelphysics
The Nobel Prize in Physics in the birth year of Chava Rosenfarb was awarded to,1923,Robert A. Millikan,The birth year of Chava Rosenfarb,socrates,socrates-person-year-nobelphysics
The winner of the Nobel Prize in Physics in Christine Brooke-Rose's year of birth was,1923,Robert A. Millikan,Christine Brooke-Rose,socrates,socrates-person-year-nobelphysics
The Nobel Prize in Chemistry in the birth year of Govind Chandra Pande was awarded to,1923,Fritz Pregl,The birth year of Govind Chandra Pande,socrates,socrates-person-year-nobelchem
"In Chang Cheh's birth year, the Nobel Prize in Physics was awarded to",1923,Robert A. Millikan,Chang Cheh,socrates,socrates-person-year-nobelphysics
"In the birth year of Jalal Al-e-Ahmad, the Nobel Prize in Chemistry was awarded to",1923,Fritz Pregl,The birth year of Jalal Al-e-Ahmad,socrates,socrates-person-year-nobelchem
"In Mohamed Hassanein Heikal's year of birth, the laureate of the Nobel Prize in Chemistry was",1923,Fritz Pregl,Mohamed Hassanein Heikal,socrates,socrates-person-year-nobelchem
"In the birth year of Alberto de Mendoza, the laureate of the Nobel Prize in Literature was",1923,William Butler Yeats,The birth year of Alberto de Mendoza,socrates,socrates-person-year-nobellit
"In Sara Lidman's year of birth, the laureate of the Nobel Prize in Physics was",1923,Robert A. Millikan,Sara Lidman,socrates,socrates-person-year-nobelphysics
"In the year Stig Dagerman was born, the Nobel Prize in Physics was awarded to",1923,Robert A. Millikan,The year Stig Dagerman,socrates,socrates-person-year-nobelphysics
The Nobel Prize in Chemistry in Samuel Selvon's year of birth was awarded to,1923,Fritz Pregl,Samuel Selvon,socrates,socrates-person-year-nobelchem
The Nobel Prize in Literature in the year Jeff Dean was born was awarded to,1968,Yasunari Kawabata,The year Jeff Dean,socrates,socrates-person-year-nobellit
"In Dan Maffei's birth year, the Nobel Prize in Chemistry was awarded to",1968,Lars Onsager,Dan Maffei,socrates,socrates-person-year-nobelchem
"In the year James Rosen was born, the Nobel Prize in Literature was awarded to",1968,Yasunari Kawabata,The year James Rosen,socrates,socrates-person-year-nobellit
The Nobel Peace Prize in Jeff Sonhouse's year of birth was awarded to,1968,René Cassin,Jeff Sonhouse,socrates,socrates-person-year-nobelpeace
The Nobel Prize in Literature in Anthony Noto's birth year was awarded to,1968,Yasunari Kawabata,Anthony Noto,socrates,socrates-person-year-nobellit
"In the birth year of Alberto Abadie, the laureate of the Nobel Peace Prize was",1968,René Cassin,The birth year of Alberto Abadie,socrates,socrates-person-year-nobelpeace
"In the birth year of Alberto Abadie, the Nobel Prize in Literature was awarded to",1968,Yasunari Kawabata,The birth year of Alberto Abadie,socrates,socrates-person-year-nobellit
The winner of the Nobel Prize in Physics in the birth year of Mark Bonnar was,1968,Luis Walter Alvarez,The birth year of Mark Bonnar,socrates,socrates-person-year-nobelphysics
The winner of the Nobel Prize in Chemistry in Andrew Grant's birth year was,1968,Lars Onsager,Andrew Grant,socrates,socrates-person-year-nobelchem
The winner of the Nobel Prize in Physics in Christopher Brookmyre's year of birth was,1968,Luis Walter Alvarez,Christopher Brookmyre,socrates,socrates-person-year-nobelphysics
The golfer who won the Masters in Christopher Brookmyre's birth year was,1968,Bob Goalby,Christopher Brookmyre,socrates,socrates-person-year-masterschampion
"In Sarah Trigger's birth year, the Nobel Prize in Chemistry was awarded to",1968,Lars Onsager,Sarah Trigger,socrates,socrates-person-year-nobelchem
"In Abigail Cruttenden's year of birth, the Nobel Prize in Literature was awarded to",1968,Yasunari Kawabata,Abigail Cruttenden,socrates,socrates-person-year-nobellit
"In Saul Dibb's year of birth, the winner of the Masters Tournament was",1968,Bob Goalby,Saul Dibb,socrates,socrates-person-year-masterschampion
"In Matthew d'Ancona's birth year, the Nobel Prize in Literature was awarded to",1968,Yasunari Kawabata,Matthew d'Ancona,socrates,socrates-person-year-nobellit
"In the year Simon Rumley was born, the Nobel Prize in Physics was awarded to",1968,Luis Walter Alvarez,The year Simon Rumley,socrates,socrates-person-year-nobelphysics
"In the birth year of Kacey Ainsworth, the laureate of the Nobel Prize in Physics was",1968,Luis Walter Alvarez,The birth year of Kacey Ainsworth,socrates,socrates-person-year-nobelphysics
The golfer who won the Masters in Luke Scott's birth year was,1968,Bob Goalby,Luke Scott,socrates,socrates-person-year-masterschampion
The Masters champion in the birth year of Sophie Okonedo was,1968,Bob Goalby,The birth year of Sophie Okonedo,socrates,socrates-person-year-masterschampion
The champion of the Masters in Francesca Gregorini's birth year was,1968,Bob Goalby,Francesca Gregorini,socrates,socrates-person-year-masterschampion
The Masters champion in Dilip Joshi's year of birth was,1968,Bob Goalby,Dilip Joshi,socrates,socrates-person-year-masterschampion
The winner of the Nobel Prize in Literature in the year Varsha Usgaonkar was born was,1968,Yasunari Kawabata,The year Varsha Usgaonkar,socrates,socrates-person-year-nobellit
The Masters champion in the year Aditya Shrivastava was born was,1968,Bob Goalby,The year Aditya Shrivastava,socrates,socrates-person-year-masterschampion
The Masters champion in the birth year of Rahul Dev was,1968,Bob Goalby,The birth year of Rahul Dev,socrates,socrates-person-year-masterschampion
"In Rohit Roy's birth year, the Nobel Prize in Chemistry was awarded to",1968,Lars Onsager,Rohit Roy,socrates,socrates-person-year-nobelchem
"In Rohit Roy's year of birth, the laureate of the Nobel Prize in Literature was",1968,Yasunari Kawabata,Rohit Roy,socrates,socrates-person-year-nobellit
The winner of the Nobel Prize in Physics in the year Sudesh Lehri was born was,1968,Luis Walter Alvarez,The year Sudesh Lehri,socrates,socrates-person-year-nobelphysics
The champion of the Masters in the birth year of Sudesh Lehri was,1968,Bob Goalby,The birth year of Sudesh Lehri,socrates,socrates-person-year-masterschampion
"In the year Sundar C was born, the laureate of the Nobel Peace Prize was",1968,René Cassin,The year Sundar C,socrates,socrates-person-year-nobelpeace
The winner of the Nobel Prize in Chemistry in the birth year of Sundar C was,1968,Lars Onsager,The birth year of Sundar C,socrates,socrates-person-year-nobelchem
"In Herbert Bautista's birth year, the laureate of the Nobel Prize in Chemistry was",1968,Lars Onsager,Herbert Bautista,socrates,socrates-person-year-nobelchem
The Masters champion in Janice de Belen's year of birth was,1968,Bob Goalby,Janice de Belen,socrates,socrates-person-year-masterschampion
The Masters champion in Michael Kiske's birth year was,1968,Bob Goalby,Michael Kiske,socrates,socrates-person-year-masterschampion
"In the birth year of Hu Jun, the winner of the Masters Tournament was",1968,Bob Goalby,The birth year of Hu Jun,socrates,socrates-person-year-masterschampion
"In Joe Ma's year of birth, the laureate of the Nobel Prize in Physics was",1968,Luis Walter Alvarez,Joe Ma,socrates,socrates-person-year-nobelphysics
The golfer who won the Masters in the year Shi Tao was born was,1968,Bob Goalby,The year Shi Tao,socrates,socrates-person-year-masterschampion
"In the birth year of Han Lei, the laureate of the Nobel Prize in Physics was",1968,Luis Walter Alvarez,The birth year of Han Lei,socrates,socrates-person-year-nobelphysics
"In the year Wu Xiubo was born, the Nobel Prize in Physics was awarded to",1968,Luis Walter Alvarez,The year Wu Xiubo,socrates,socrates-person-year-nobelphysics
"In Atiqa Odho's year of birth, the laureate of the Nobel Peace Prize was",1968,René Cassin,Atiqa Odho,socrates,socrates-person-year-nobelpeace
"In the birth year of Alyy Khan, the laureate of the Nobel Prize in Chemistry was",1968,Lars Onsager,The birth year of Alyy Khan,socrates,socrates-person-year-nobelchem
"In Musharraf Ali Farooqi's birth year, the Nobel Peace Prize was awarded to",1968,René Cassin,Musharraf Ali Farooqi,socrates,socrates-person-year-nobelpeace
"In the year Michael Vartan was born, the winner of the Masters Tournament was",1968,Bob Goalby,The year Michael Vartan,socrates,socrates-person-year-masterschampion
The Nobel Prize in Chemistry in the birth year of Judith Henry was awarded to,1968,Lars Onsager,The birth year of Judith Henry,socrates,socrates-person-year-nobelchem
"In the birth year of Julie Bertuccelli, the laureate of the Nobel Prize in Physics was",1968,Luis Walter Alvarez,The birth year of Julie Bertuccelli,socrates,socrates-person-year-nobelphysics
The Masters champion in Ilja Leonard Pfeijffer's birth year was,1968,Bob Goalby,Ilja Leonard Pfeijffer,socrates,socrates-person-year-masterschampion
"In the year Mark Vanderloo was born, the laureate of the Nobel Prize in Physics was",1968,Luis Walter Alvarez,The year Mark Vanderloo,socrates,socrates-person-year-nobelphysics
The winner of the Nobel Prize in Physics in Peter Terrin's year of birth was,1968,Luis Walter Alvarez,Peter Terrin,socrates,socrates-person-year-nobelphysics
The winner of the Nobel Prize in Physics in Sergey Lukyanenko's year of birth was,1968,Luis Walter Alvarez,Sergey Lukyanenko,socrates,socrates-person-year-nobelphysics
The golfer who won the Masters in the birth year of Aku Louhimies was,1968,Bob Goalby,The birth year of Aku Louhimies,socrates,socrates-person-year-masterschampion
"In the year Georgi Gospodinov was born, the laureate of the Nobel Peace Prize was",1968,René Cassin,The year Georgi Gospodinov,socrates,socrates-person-year-nobelpeace
The Nobel Prize in Physics in Luljeta Lleshanaku's year of birth was awarded to,1968,Luis Walter Alvarez,Luljeta Lleshanaku,socrates,socrates-person-year-nobelphysics
"In Shawn Doyle's year of birth, the laureate of the Nobel Prize in Chemistry was",1968,Lars Onsager,Shawn Doyle,socrates,socrates-person-year-nobelchem
"In the year Clive Thompson was born, the Nobel Prize in Chemistry was awarded to",1968,Lars Onsager,The year Clive Thompson,socrates,socrates-person-year-nobelchem
The Masters champion in the birth year of Clive Thompson was,1968,Bob Goalby,The birth year of Clive Thompson,socrates,socrates-person-year-masterschampion
The Nobel Peace Prize in Giuseppe Battiston's year of birth was awarded to,1968,René Cassin,Giuseppe Battiston,socrates,socrates-person-year-nobelpeace
"In Yayan Ruhian's year of birth, the laureate of the Nobel Peace Prize was",1968,René Cassin,Yayan Ruhian,socrates,socrates-person-year-nobelpeace
"In the year Yayan Ruhian was born, the laureate of the Nobel Prize in Chemistry was",1968,Lars Onsager,The year Yayan Ruhian,socrates,socrates-person-year-nobelchem
The Nobel Prize in Physics in the year Evridiki was born was awarded to,1968,Luis Walter Alvarez,The year Evridiki,socrates,socrates-person-year-nobelphysics
The Nobel Peace Prize in Douglas Rogers's birth year was awarded to,1968,René Cassin,Douglas Rogers,socrates,socrates-person-year-nobelpeace
"In Arno Geiger's year of birth, the Nobel Peace Prize was awarded to",1968,René Cassin,Arno Geiger,socrates,socrates-person-year-nobelpeace
The winner of the Nobel Prize in Literature in the year Andreas Horvath was born was,1968,Yasunari Kawabata,The year Andreas Horvath,socrates,socrates-person-year-nobellit
The golfer who won the Masters in the year Andreas Horvath was born was,1968,Bob Goalby,The year Andreas Horvath,socrates,socrates-person-year-masterschampion
The Masters champion in the year Claire Keegan was born was,1968,Bob Goalby,The year Claire Keegan,socrates,socrates-person-year-masterschampion
"In the year Sharon Shannon was born, the winner of the Masters Tournament was",1968,Bob Goalby,The year Sharon Shannon,socrates,socrates-person-year-masterschampion
The Masters champion in Marc Roberts's birth year was,1968,Bob Goalby,Marc Roberts,socrates,socrates-person-year-masterschampion
The Nobel Prize in Physics in the birth year of Lars Mytting was awarded to,1968,Luis Walter Alvarez,The birth year of Lars Mytting,socrates,socrates-person-year-nobelphysics
The winner of the Nobel Prize in Chemistry in the birth year of So Yong Kim was,1968,Lars Onsager,The birth year of So Yong Kim,socrates,socrates-person-year-nobelchem
"In the birth year of Lee Sung-min, the laureate of the Nobel Prize in Chemistry was",1968,Lars Onsager,The birth year of Lee Sung-min,socrates,socrates-person-year-nobelchem
The winner of the Nobel Prize in Literature in Emma Wiklund's year of birth was,1968,Yasunari Kawabata,Emma Wiklund,socrates,socrates-person-year-nobellit
"In the birth year of Chubb Rock, the laureate of the Nobel Peace Prize was",1968,René Cassin,The birth year of Chubb Rock,socrates,socrates-person-year-nobelpeace
