Spanish_Noun,English_Noun,Article,Predicted_Article,Article_Correct,Predicted_Noun,Noun_Correct,Predicted_Noun_Wrong_Article,Noun_Wrong_Article_Correct,Prob_Article,Prob_Noun,Prob_Noun_Wrong_Article,IC_Spanish_Noun,IC_English_Noun,IC_Article,IC_Description,Description
barco,boat,el,el,True,bar,True,bar,True,0.6171875,0.71875,0.2490234375,daga,dagger,la,El arma blanca corta con doble filo es la daga,El arma blanca corta con doble filo es la daga. La embarcación que navega en el agua es
lince,bobcat,el,el,True,l,True,le,False,0.8984375,0.236328125,0.20703125,diente de león,dandelion,el,La flor amarilla silvestre que se convierte en pelusa es el diente de león,La flor amarilla silvestre que se convierte en pelusa es el diente de león. El felino salvaje de orejas puntiagudas es
librero,bookshelf,el,un,False,de,False,có,False,0.51171875,0.4296875,0.25390625,avena,oat,la,El cereal que comes en el desayuno con leche es la avena,El cereal que comes en el desayuno con leche es la avena. El mueble donde organizas libros es
bourbon,bourbon,el,el,True,c,False,beb,False,0.5703125,0.2890625,0.703125,peine,comb,el,El objeto con dientes que usas para arreglar el cabello es el peine,El objeto con dientes que usas para arreglar el cabello es el peine. El whiskey americano hecho con maíz es
foco,bulb,el,el,True,__,False,bomb,False,0.546875,0.1298828125,0.2890625,collar,necklace,el,La joya que usas alrededor del cuello es el collar,La joya que usas alrededor del cuello es el collar. El objeto que produce luz eléctrica es
hamburguesa,burger,la,el,False,carne,False,pan,False,0.55078125,0.333984375,0.8359375,cobra,cobra,la,La serpiente venenosa que puede expandir su cuello es la cobra,La serpiente venenosa que puede expandir su cuello es la cobra. La carne entre panes que comes con las manos es
mariposa,butterfly,la,el,False,mar,True,ab,False,0.7109375,0.5859375,0.341796875,ballena,whale,la,El mamífero marino gigante que expulsa agua es la ballena,El mamífero marino gigante que expulsa agua es la ballena. El insecto colorido que vuela de flor en flor es
cadillac,cadillac,el,el,True,cadillac,True,lim,False,0.49609375,0.12255859375,0.52734375,gaviota,seagull,la,El ave blanca que vuela cerca del mar es la gaviota,El ave blanca que vuela cerca del mar es la gaviota. El auto de lujo americano grande es
camello,camel,el,el,True,cam,True,cam,True,0.86328125,0.51953125,0.5078125,pasa,raisin,la,La uva seca y arrugada que comes como dulce es la pasa,La uva seca y arrugada que comes como dulce es la pasa. El animal del desierto con jorobas es
candelero,candlestick,el,el,True,c,True,v,False,0.3515625,0.0693359375,0.279296875,cabra,goat,la,El animal con cuernos que come hierba y da leche es la cabra,El animal con cuernos que come hierba y da leche es la cabra. El soporte donde pones velas es
bote,canister,el,un,False,recip,False,c,False,0.58984375,0.11865234375,0.52734375,león,lion,el,El felino grande que ruge y tiene melena es el león,El felino grande que ruge y tiene melena es el león. El recipiente cilíndrico con tapa es
carrusel,carousel,el,el,True,aj,False,rule,False,0.765625,0.2060546875,0.2158203125,espagueti,spaghetti,el,La pasta larga y delgada que enrollas con tenedor es el espagueti,La pasta larga y delgada que enrollas con tenedor es el espagueti. El juego giratorio con caballos es
espadaña,cattail,la,el,False,pal,False,c,False,0.56640625,0.0888671875,0.048828125,canicas,marbles,las,Las esferas de vidrio con las que juegan niños son las canicas,Las esferas de vidrio con las que juegan niños son las canicas. La planta alta que crece en pantanos es
cementerio,cemetery,el,el,True,cement,True,t,False,0.6328125,0.87109375,0.98046875,collar,necklace,el,La joya que usas alrededor del cuello es el collar,La joya que usas alrededor del cuello es el collar. El lugar donde entierran a los muertos es
pecho,chest,el,el,True,pe,True,c,False,0.640625,0.1884765625,0.51171875,botas,boots,las,El calzado alto que protege los pies y tobillos son las botas,El calzado alto que protege los pies y tobillos son las botas. La parte frontal del torso es
pollito,chick,el,el,True,cap,False,c,False,0.65234375,0.248046875,0.04248046875,capullo de rosa,rosebud,el,La rosa que aún no se ha abierto completamente es el capullo de rosa,La rosa que aún no se ha abierto completamente es el capullo de rosa. El bebé de la gallina que hace pío es
garbanzo,chickpea,el,el,True,tr,False,s,False,0.828125,0.10400390625,0.123046875,diente de león,dandelion,el,La flor amarilla silvestre que se convierte en pelusa es el diente de león,La flor amarilla silvestre que se convierte en pelusa es el diente de león. La legumbre redonda de color beige es
palillo,chopstick,el,el,True,t,False,t,False,0.71484375,0.1767578125,0.337890625,araña,spider,la,El arácnido de ocho patas que teje telarañas es la araña,El arácnido de ocho patas que teje telarañas es la araña. El utensilio de madera para comer comida asiática es
cementerio,churchyard,el,el,True,cement,True,t,False,0.51953125,0.6015625,0.451171875,dientes,teeth,los,Los huesos blancos que usas para masticar son los dientes,Los huesos blancos que usas para masticar son los dientes. El patio de la iglesia donde hay tumbas es
puro,cigar,el,el,True,cigar,False,nic,False,0.86328125,0.375,0.404296875,cerillo,matchstick,el,El palito que enciendes para hacer fuego es el cerillo,El palito que enciendes para hacer fuego es el cerillo. El tabaco enrollado que fuman los adultos es
arcilla,clay,la,el,False,arc,True,arc,True,0.65234375,0.42578125,0.421875,lima,lime,la,La fruta cítrica verde pequeña es la lima,La fruta cítrica verde pequeña es la lima. La tierra moldeable que usan los alfareros es
portapapeles,clipboard,el,el,True,l,False,c,False,0.84375,0.0673828125,0.0693359375,lóbulo,earlobe,el,La parte blanda de abajo de la oreja es el lóbulo,La parte blanda de abajo de la oreja es el lóbulo. La tabla con gancho que sostiene hojas es
coliseo,coliseum,el,el,True,col,True,col,True,0.94921875,0.78515625,0.7421875,mora,blackberry,la,La fruta pequeña y oscura que crece en arbustos es la mora,La fruta pequeña y oscura que crece en arbustos es la mora. El anfiteatro romano donde peleaban gladiadores es
computadora,computer,la,la,True,comput,True,proces,False,0.373046875,0.173828125,0.0712890625,dedal,thimble,el,La protección pequeña que usan las costureras es el dedal,La protección pequeña que usan las costureras es el dedal. La máquina electrónica que procesa información es
confeti,confetti,el,los,False,papel,False,c,True,0.59765625,0.1494140625,0.11865234375,almohada,pillow,la,El cojín suave donde apoyas la cabeza para dormir es la almohada,El cojín suave donde apoyas la cabeza para dormir es la almohada. Los papelitos de colores que lanzas en fiestas son
cuna,cradle,la,la,True,c,True,c,True,0.38671875,0.99609375,0.6171875,ropa interior,underwear,la,La prenda íntima que usas debajo de la ropa es la ropa interior,La prenda íntima que usas debajo de la ropa es la ropa interior. La camita donde duermen los bebés es
caja,crate,la,el,False,m,False,m,False,0.578125,0.359375,0.0986328125,cadillac,cadillac,el,El auto de lujo americano grande es el cadillac,El auto de lujo americano grande es el cadillac. El contenedor de madera para transportar cosas es
langostino,crayfish,el,el,True,mej,False,c,False,0.73828125,0.330078125,0.2138671875,gaita,bagpipe,la,El instrumento musical escocés que suena con aire es la gaita,El instrumento musical escocés que suena con aire es la gaita. El crustáceo pequeño parecido a la langosta es
cuervo,crow,el,el,True,g,False,ag,False,0.380859375,0.060791015625,0.11376953125,agujeta,shoelace,la,El cordón que atas para cerrar los zapatos es la agujeta,El cordón que atas para cerrar los zapatos es la agujeta. El ave negra que hace caw caw es
comino,cumin,el,el,True,a,False,c,True,0.828125,0.318359375,0.212890625,tigre,tiger,el,El felino grande con rayas naranjas y negras es el tigre,El felino grande con rayas naranjas y negras es el tigre. La especia aromática que usas en guisos es
dentista,dentist,el,un,False,dent,True,dent,True,0.8828125,0.53515625,0.353515625,pastel,pastry,el,El dulce horneado que comes de postre es el pastel,El dulce horneado que comes de postre es el pastel. El doctor que cuida y arregla los dientes es
postre,dessert,el,el,True,post,True,man,False,0.875,0.87890625,0.3359375,pistola,handgun,la,El arma de fuego pequeña que se usa con una mano es la pistola,El arma de fuego pequeña que se usa con una mano es la pistola. El dulce que comes al final de la comida es
diploma,diploma,el,el,True,diploma,True,t,False,0.494140625,0.462890625,0.515625,violín,violin,el,El instrumento de cuerdas que tocas con arco es el violín,El instrumento de cuerdas que tocas con arco es el violín. El documento que recibes al graduarte es
dólar,dollar,el,el,True,dó,True,dó,True,0.341796875,0.90625,0.458984375,carriola,stroller,la,El carrito donde paseas a los bebés es la carriola,El carrito donde paseas a los bebés es la carriola. La moneda americana de papel verde es
