spanish_noun,english_noun,article,predicted_article,article_correct,predicted_noun,noun_correct,predicted_noun_wrong_article,noun_wrong_article_correct,prob_article,prob_noun,prob_noun_wrong_article,ic_spanish_noun,ic_english_noun,ic_article,ic_description,prompt_before_article,prompt_with_article,prompt_with_wrong_article
paleta,lollipop,la,un,False,mel,False,pe,False,0.45703125,0.0439453125,0.1669921875,pecho,chest,el,La parte frontal del torso es el pecho,La parte frontal del torso es el pecho. El dulce redondo en un palito es,La parte frontal del torso es el pecho. El dulce redondo en un palito es la,La parte frontal del torso es el pecho. El dulce redondo en un palito es el
macarrón,macaroon,el,el,True,c,False,g,False,0.68359375,0.173828125,0.64453125,caballete,easel,el,El soporte de madera donde los pintores ponen lienzos es el caballete,El soporte de madera donde los pintores ponen lienzos es el caballete. El dulce pequeño hecho con coco es,El soporte de madera donde los pintores ponen lienzos es el caballete. El dulce pequeño hecho con coco es el,El soporte de madera donde los pintores ponen lienzos es el caballete. El dulce pequeño hecho con coco es la
canicas,marbles,las,bol,False,bol,False,d,False,0.326171875,0.34765625,0.333984375,dedo,finger,el,La parte alargada de la mano que usas para señalar es el dedo,La parte alargada de la mano que usas para señalar es el dedo. Las esferas de vidrio con las que juegan niños son,La parte alargada de la mano que usas para señalar es el dedo. Las esferas de vidrio con las que juegan niños son las,La parte alargada de la mano que usas para señalar es el dedo. Las esferas de vidrio con las que juegan niños son los
máscara,mask,la,la,True,má,True,cas,False,0.65234375,0.6796875,0.50390625,lanza,spear,la,El arma larga con punta que usaban los guerreros es la lanza,El arma larga con punta que usaban los guerreros es la lanza. La cubierta que oculta o protege tu cara es,El arma larga con punta que usaban los guerreros es la lanza. La cubierta que oculta o protege tu cara es la,El arma larga con punta que usaban los guerreros es la lanza. La cubierta que oculta o protege tu cara es el
cerillo,matchstick,el,un,False,f,False,cer,True,0.76953125,0.98828125,0.9140625,loro,parrot,el,El ave tropical colorida que puede imitar palabras es el loro,El ave tropical colorida que puede imitar palabras es el loro. El palito que enciendes para hacer fuego es,El ave tropical colorida que puede imitar palabras es el loro. El palito que enciendes para hacer fuego es el,El ave tropical colorida que puede imitar palabras es el loro. El palito que enciendes para hacer fuego es la
mayonesa,mayo,la,la,True,cre,False,cre,False,0.76953125,0.498046875,0.75390625,pimentón,paprika,el,La especia roja en polvo que sazona la comida es el pimentón,La especia roja en polvo que sazona la comida es el pimentón. La salsa blanca cremosa que pones en tortas es,La especia roja en polvo que sazona la comida es el pimentón. La salsa blanca cremosa que pones en tortas es la,La especia roja en polvo que sazona la comida es el pimentón. La salsa blanca cremosa que pones en tortas es el
meteoro,meteor,el,el,True,meteor,True,meteor,True,0.7734375,0.90625,0.63671875,sierra,hacksaw,la,La herramienta dentada que corta metal es la sierra,La herramienta dentada que corta metal es la sierra. La roca espacial que se quema al entrar a la atmósfera es,La herramienta dentada que corta metal es la sierra. La roca espacial que se quema al entrar a la atmósfera es el,La herramienta dentada que corta metal es la sierra. La roca espacial que se quema al entrar a la atmósfera es la
montaña,mountain,la,la,True,mont,True,mont,True,0.306640625,0.78515625,0.38671875,brazo,arm,el,La extremidad que va del hombro a la mano es el brazo,La extremidad que va del hombro a la mano es el brazo. La elevación natural muy alta de tierra es,La extremidad que va del hombro a la mano es el brazo. La elevación natural muy alta de tierra es la,La extremidad que va del hombro a la mano es el brazo. La elevación natural muy alta de tierra es el
bigote,moustache,el,la,False,big,True,bar,False,0.484375,0.9921875,0.52734375,perro caliente,hotdog,el,La salchicha en pan que vendes en puestos callejeros es el perro caliente,La salchicha en pan que vendes en puestos callejeros es el perro caliente. El pelo que crece arriba del labio superior es,La salchicha en pan que vendes en puestos callejeros es el perro caliente. El pelo que crece arriba del labio superior es el,La salchicha en pan que vendes en puestos callejeros es el perro caliente. El pelo que crece arriba del labio superior es la
rata almizclera,muskrat,la,el,False,nut,False,rat,True,0.5859375,0.267578125,0.58984375,maleta,suitcase,la,El equipaje donde guardas ropa para viajar es la maleta,El equipaje donde guardas ropa para viajar es la maleta. El roedor que vive cerca del agua es,El equipaje donde guardas ropa para viajar es la maleta. El roedor que vive cerca del agua es la,El equipaje donde guardas ropa para viajar es la maleta. El roedor que vive cerca del agua es el
collar,necklace,el,el,True,collar,True,cadena,False,0.76171875,0.93359375,0.341796875,cuello,neck,el,La parte del cuerpo que conecta la cabeza con el tronco es el cuello,La parte del cuerpo que conecta la cabeza con el tronco es el cuello. La joya que usas alrededor del cuello es,La parte del cuerpo que conecta la cabeza con el tronco es el cuello. La joya que usas alrededor del cuello es el,La parte del cuerpo que conecta la cabeza con el tronco es el cuello. La joya que usas alrededor del cuello es la
corbata,necktie,la,la,True,cor,True,cor,True,0.71484375,0.98046875,0.31640625,árbol,tree,el,La planta grande con tronco y ramas es el árbol,La planta grande con tronco y ramas es el árbol. La prenda elegante que atas en el cuello es,La planta grande con tronco y ramas es el árbol. La prenda elegante que atas en el cuello es la,La planta grande con tronco y ramas es el árbol. La prenda elegante que atas en el cuello es el
club nocturno,nightclub,el,la,False,club,True,disc,False,0.4453125,0.318359375,0.91796875,barba,beard,la,El pelo que crece en la cara de los hombres es la barba,El pelo que crece en la cara de los hombres es la barba. El lugar donde bailas y bebes de noche es,El pelo que crece en la cara de los hombres es la barba. El lugar donde bailas y bebes de noche es el,El pelo que crece en la cara de los hombres es la barba. El lugar donde bailas y bebes de noche es la
clip,paperclip,el,la,False,clip,True,grap,False,0.671875,0.6484375,0.333984375,lanza,spear,la,El arma larga con punta que usaban los guerreros es la lanza,El arma larga con punta que usaban los guerreros es la lanza. El alambre doblado que sujeta papeles es,El arma larga con punta que usaban los guerreros es la lanza. El alambre doblado que sujeta papeles es el,El arma larga con punta que usaban los guerreros es la lanza. El alambre doblado que sujeta papeles es la
pelícano,pelican,el,la,False,av,False,__,False,0.8984375,0.25,0.1630859375,taza,cup,la,El recipiente pequeño donde bebes café o té es la taza,El recipiente pequeño donde bebes café o té es la taza. El ave grande con bolsa en el pico es,El recipiente pequeño donde bebes café o té es la taza. El ave grande con bolsa en el pico es el,El recipiente pequeño donde bebes café o té es la taza. El ave grande con bolsa en el pico es la
directorio telefónico,phonebook,el,el,True,director,True,gu,False,0.875,0.875,1.0,caimán,alligator,el,El reptil grande con mandíbulas poderosas es el caimán,El reptil grande con mandíbulas poderosas es el caimán. El libro donde buscas números de teléfono es,El reptil grande con mandíbulas poderosas es el caimán. El libro donde buscas números de teléfono es el,El reptil grande con mandíbulas poderosas es el caimán. El libro donde buscas números de teléfono es la
pastillero,pillbox,el,el,True,bot,False,c,False,0.4609375,0.373046875,0.33203125,isla,island,la,La tierra rodeada de agua por todos lados es la isla,La tierra rodeada de agua por todos lados es la isla. La cajita donde guardas medicamentos es,La tierra rodeada de agua por todos lados es la isla. La cajita donde guardas medicamentos es el,La tierra rodeada de agua por todos lados es la isla. La cajita donde guardas medicamentos es la
destapacaños,plunger,el,la,False,des,True,ll,False,0.58203125,0.5859375,0.58984375,codo,elbow,el,La articulación que une el brazo con el antebrazo es el codo,La articulación que une el brazo con el antebrazo es el codo. La herramienta que destapa tuberías tapadas es,La articulación que une el brazo con el antebrazo es el codo. La herramienta que destapa tuberías tapadas es el,La articulación que une el brazo con el antebrazo es el codo. La herramienta que destapa tuberías tapadas es la
pirámide,pyramid,la,la,True,pir,True,pir,True,0.9375,0.98046875,0.380859375,cactus,cactus,el,La planta espinosa que crece en el desierto es el cactus,La planta espinosa que crece en el desierto es el cactus. La construcción triangular de los faraones es,La planta espinosa que crece en el desierto es el cactus. La construcción triangular de los faraones es la,La planta espinosa que crece en el desierto es el cactus. La construcción triangular de los faraones es el
pitón,python,la,la,True,pit,True,c,False,0.5625,0.244140625,0.2412109375,cola,tail,la,La extremidad trasera que mueven los animales es la cola,La extremidad trasera que mueven los animales es la cola. La serpiente grande que aplasta a sus presas es,La extremidad trasera que mueven los animales es la cola. La serpiente grande que aplasta a sus presas es la,La extremidad trasera que mueven los animales es la cola. La serpiente grande que aplasta a sus presas es el
auto de carreras,racecar,el,el,True,auto,True,f,False,0.65625,0.384765625,0.74609375,avispa,hornet,la,El insecto volador que pica fuerte es la avispa,El insecto volador que pica fuerte es la avispa. El vehículo veloz que compite en pistas es,El insecto volador que pica fuerte es la avispa. El vehículo veloz que compite en pistas es el,El insecto volador que pica fuerte es la avispa. El vehículo veloz que compite en pistas es la
secuoya,redwood,la,el,False,sec,True,ro,False,0.86328125,0.85546875,0.625,plátano,banana,el,La fruta amarilla y alargada que comen los monos es el plátano,La fruta amarilla y alargada que comen los monos es el plátano. El árbol gigante que puede vivir miles de años es,La fruta amarilla y alargada que comen los monos es el plátano. El árbol gigante que puede vivir miles de años es la,La fruta amarilla y alargada que comen los monos es el plátano. El árbol gigante que puede vivir miles de años es el
caja torácica,ribcage,la,la,True,c,True,cost,False,0.8828125,0.48046875,0.65234375,recogedor,dustpan,el,El utensilio plano que usas con la escoba para recoger basura es el recogedor,El utensilio plano que usas con la escoba para recoger basura es el recogedor. Los huesos curvos que protegen tus pulmones es,El utensilio plano que usas con la escoba para recoger basura es el recogedor. Los huesos curvos que protegen tus pulmones es la,El utensilio plano que usas con la escoba para recoger basura es el recogedor. Los huesos curvos que protegen tus pulmones es el
capullo de rosa,rosebud,el,el,True,bot,False,cap,True,0.345703125,0.62109375,0.2890625,langostino,crayfish,el,El crustáceo pequeño parecido a la langosta es el langostino,El crustáceo pequeño parecido a la langosta es el langostino. La rosa que aún no se ha abierto completamente es,El crustáceo pequeño parecido a la langosta es el langostino. La rosa que aún no se ha abierto completamente es el,El crustáceo pequeño parecido a la langosta es el langostino. La rosa que aún no se ha abierto completamente es la
castillo de arena,sandcastle,el,un,False,cast,True,tor,False,0.41015625,0.9453125,0.326171875,chal,shawl,el,La prenda que te pones sobre los hombros es el chal,La prenda que te pones sobre los hombros es el chal. La construcción que haces en la playa es,La prenda que te pones sobre los hombros es el chal. La construcción que haces en la playa es el,La prenda que te pones sobre los hombros es el chal. La construcción que haces en la playa es la
patineta,scooter,la,una,False,bic,False,co,False,0.8359375,0.99609375,0.2119140625,buzón,mailbox,el,La caja donde el cartero deja las cartas es el buzón,La caja donde el cartero deja las cartas es el buzón. El vehículo pequeño de dos ruedas que empujas es,La caja donde el cartero deja las cartas es el buzón. El vehículo pequeño de dos ruedas que empujas es la,La caja donde el cartero deja las cartas es el buzón. El vehículo pequeño de dos ruedas que empujas es el
caracola,seashell,la,la,True,con,False,cap,False,0.5,0.9609375,0.921875,bufanda,scarf,la,La prenda larga que te enrollas en el cuello es la bufanda,La prenda larga que te enrollas en el cuello es la bufanda. La casa dura de los animales marinos es,La prenda larga que te enrollas en el cuello es la bufanda. La casa dura de los animales marinos es la,La prenda larga que te enrollas en el cuello es la bufanda. La casa dura de los animales marinos es el
estante,shelf,el,una,False,est,True,mesa,False,0.333984375,0.6015625,0.9375,castillo,castle,el,La fortaleza donde vivían los reyes es el castillo,La fortaleza donde vivían los reyes es el castillo. La tabla horizontal donde pones libros es,La fortaleza donde vivían los reyes es el castillo. La tabla horizontal donde pones libros es el,La fortaleza donde vivían los reyes es el castillo. La tabla horizontal donde pones libros es la
escopeta,shotgun,la,el,False,esc,True,fus,False,0.95703125,0.99609375,0.2734375,cárdigan,cardigan,el,El suéter abierto al frente con botones es el cárdigan,El suéter abierto al frente con botones es el cárdigan. El arma larga que dispara muchos perdigones es,El suéter abierto al frente con botones es el cárdigan. El arma larga que dispara muchos perdigones es la,El suéter abierto al frente con botones es el cárdigan. El arma larga que dispara muchos perdigones es el
patillas,sideburns,las,las,True,pat,True,big,False,0.640625,0.68359375,0.96875,puercoespín,porcupine,el,El animal con púas que se enrolla cuando se asusta es el puercoespín,El animal con púas que se enrolla cuando se asusta es el puercoespín. El pelo que crece a los lados de las mejillas son,El animal con púas que se enrolla cuando se asusta es el puercoespín. El pelo que crece a los lados de las mejillas son las,El animal con púas que se enrolla cuando se asusta es el puercoespín. El pelo que crece a los lados de las mejillas son los
banqueta,sidewalk,la,la,True,ac,False,ac,False,0.734375,0.98046875,0.6171875,lluvia,rain,la,El agua que cae del cielo cuando hay nubes es la lluvia,El agua que cae del cielo cuando hay nubes es la lluvia. El camino peatonal junto a la calle es,El agua que cae del cielo cuando hay nubes es la lluvia. El camino peatonal junto a la calle es la,El agua que cae del cielo cuando hay nubes es la lluvia. El camino peatonal junto a la calle es el
humo,smoke,el,el,True,hum,True,hum,True,0.74609375,0.96484375,0.71484375,celular,cellphone,el,El teléfono portátil que llevas en el bolsillo es el celular,El teléfono portátil que llevas en el bolsillo es el celular. El vapor gris que sale cuando algo se quema es,El teléfono portátil que llevas en el bolsillo es el celular. El vapor gris que sale cuando algo se quema es el,El teléfono portátil que llevas en el bolsillo es el celular. El vapor gris que sale cuando algo se quema es la
espátula,spatula,la,el,False,p,False,tap,False,0.474609375,0.29296875,0.1083984375,revista,magazine,la,La publicación con fotos e historias que lees es la revista,La publicación con fotos e historias que lees es la revista. El utensilio plano que volteas comida es,La publicación con fotos e historias que lees es la revista. El utensilio plano que volteas comida es la,La publicación con fotos e historias que lees es la revista. El utensilio plano que volteas comida es el
cuchara,spoon,la,la,True,c,True,t,False,0.439453125,0.9921875,0.5703125,regaliz,licorice,el,El dulce negro con sabor fuerte y peculiar es el regaliz,El dulce negro con sabor fuerte y peculiar es el regaliz. El utensilio cóncavo que usas para comer sopa es,El dulce negro con sabor fuerte y peculiar es el regaliz. El utensilio cóncavo que usas para comer sopa es la,El dulce negro con sabor fuerte y peculiar es el regaliz. El utensilio cóncavo que usas para comer sopa es el
bistec,steak,el,el,True,ent,False,arr,False,0.73828125,0.1669921875,0.251953125,antílope,antelope,el,El animal africano que corre muy rápido por la sabana es el antílope,El animal africano que corre muy rápido por la sabana es el antílope. La carne de res gruesa que asas es,El animal africano que corre muy rápido por la sabana es el antílope. La carne de res gruesa que asas es el,El animal africano que corre muy rápido por la sabana es el antílope. La carne de res gruesa que asas es la
estufa,stove,la,la,True,est,True,h,False,0.91796875,0.734375,0.58203125,trapeador,mop,el,El utensilio con hilos que usas para limpiar el suelo es el trapeador,El utensilio con hilos que usas para limpiar el suelo es el trapeador. El aparato donde cocinas con fuego es,El utensilio con hilos que usas para limpiar el suelo es el trapeador. El aparato donde cocinas con fuego es la,El utensilio con hilos que usas para limpiar el suelo es el trapeador. El aparato donde cocinas con fuego es el
carriola,stroller,la,el,False,c,True,coch,False,0.84765625,0.26171875,0.734375,tigre,tiger,el,El felino grande con rayas naranjas y negras es el tigre,El felino grande con rayas naranjas y negras es el tigre. El carrito donde paseas a los bebés es,El felino grande con rayas naranjas y negras es el tigre. El carrito donde paseas a los bebés es la,El felino grande con rayas naranjas y negras es el tigre. El carrito donde paseas a los bebés es el
sushi,sushi,el,el,True,sushi,True,s,True,0.9296875,0.94140625,0.82421875,automóvil,automobile,el,El vehículo de cuatro ruedas con motor es el automóvil,El vehículo de cuatro ruedas con motor es el automóvil. El platillo japonés de pescado crudo es,El vehículo de cuatro ruedas con motor es el automóvil. El platillo japonés de pescado crudo es el,El vehículo de cuatro ruedas con motor es el automóvil. El platillo japonés de pescado crudo es la
pantano,swamp,el,el,True,que,False,ti,False,0.2734375,0.1748046875,0.11669921875,ubre,udder,la,La parte de la vaca donde se produce la leche es la ubre,La parte de la vaca donde se produce la leche es la ubre. El terreno húmedo lleno de lodo es,La parte de la vaca donde se produce la leche es la ubre. El terreno húmedo lleno de lodo es el,La parte de la vaca donde se produce la leche es la ubre. El terreno húmedo lleno de lodo es la
cisne,swan,el,el,True,av,False,gar,False,0.58203125,0.2197265625,0.53125,maleta,suitcase,la,El equipaje donde guardas ropa para viajar es la maleta,El equipaje donde guardas ropa para viajar es la maleta. El ave elegante de cuello largo es,El equipaje donde guardas ropa para viajar es la maleta. El ave elegante de cuello largo es el,El equipaje donde guardas ropa para viajar es la maleta. El ave elegante de cuello largo es la
cola,tail,la,la,True,cola,True,mango,False,0.890625,0.71484375,0.57421875,hoja,blade,la,La parte afilada de cuchillos y espadas es la hoja,La parte afilada de cuchillos y espadas es la hoja. La extremidad trasera que mueven los animales es,La parte afilada de cuchillos y espadas es la hoja. La extremidad trasera que mueven los animales es la,La parte afilada de cuchillos y espadas es la hoja. La extremidad trasera que mueven los animales es el
tetera,teapot,la,la,True,t,True,p,False,0.44921875,0.228515625,0.48828125,garbanzo,chickpea,el,La legumbre redonda de color beige es el garbanzo,La legumbre redonda de color beige es el garbanzo. La vasija con pico donde preparas té es,La legumbre redonda de color beige es el garbanzo. La vasija con pico donde preparas té es la,La legumbre redonda de color beige es el garbanzo. La vasija con pico donde preparas té es el
dientes,teeth,los,los,True,d,True,enc,False,0.953125,0.9921875,0.314453125,jarra,jug,la,El recipiente grande con asa para líquidos es la jarra,El recipiente grande con asa para líquidos es la jarra. Los huesos blancos que usas para masticar son,El recipiente grande con asa para líquidos es la jarra. Los huesos blancos que usas para masticar son los,El recipiente grande con asa para líquidos es la jarra. Los huesos blancos que usas para masticar son las
teléfono,telephone,el,el,True,teléfono,True,vide,False,0.88671875,0.921875,0.2373046875,pulgar,thumb,el,El dedo gordo de la mano es el pulgar,El dedo gordo de la mano es el pulgar. El aparato que usas para hablar con gente lejana es,El dedo gordo de la mano es el pulgar. El aparato que usas para hablar con gente lejana es el,El dedo gordo de la mano es el pulgar. El aparato que usas para hablar con gente lejana es la
termómetro,thermometer,el,el,True,term,True,term,True,0.984375,0.9296875,0.51953125,candelero,candlestick,el,El soporte donde pones velas es el candelero,El soporte donde pones velas es el candelero. El instrumento que mide la temperatura es,El soporte donde pones velas es el candelero. El instrumento que mide la temperatura es el,El soporte donde pones velas es el candelero. El instrumento que mide la temperatura es la
pulgar,thumb,el,el,True,índice,False,fal,False,0.77734375,0.24609375,0.30859375,cueva,cave,la,El hueco natural en las rocas o montañas es la cueva,El hueco natural en las rocas o montañas es la cueva. El dedo gordo de la mano es,El hueco natural en las rocas o montañas es la cueva. El dedo gordo de la mano es el,El hueco natural en las rocas o montañas es la cueva. El dedo gordo de la mano es la
tomillo,thyme,el,el,True,or,False,hier,False,0.78515625,0.6484375,0.271484375,farol,lantern,el,La lámpara portátil que usaban antes de la electricidad es el farol,La lámpara portátil que usaban antes de la electricidad es el farol. La hierba aromática que usas para cocinar es,La lámpara portátil que usaban antes de la electricidad es el farol. La hierba aromática que usas para cocinar es el,La lámpara portátil que usaban antes de la electricidad es el farol. La hierba aromática que usas para cocinar es la
torpedo,torpedo,el,el,True,torpedo,True,min,False,0.59375,0.9921875,0.44140625,pimentón,paprika,el,La especia roja en polvo que sazona la comida es el pimentón,La especia roja en polvo que sazona la comida es el pimentón. El proyectil submarino que explota es,La especia roja en polvo que sazona la comida es el pimentón. El proyectil submarino que explota es el,La especia roja en polvo que sazona la comida es el pimentón. El proyectil submarino que explota es la
ropa interior,underwear,la,el,False,,True,cal,False,0.67578125,0.73828125,0.55859375,morsa,walrus,la,El mamífero marino grande con colmillos es la morsa,El mamífero marino grande con colmillos es la morsa. La prenda íntima que usas debajo de la ropa es,El mamífero marino grande con colmillos es la morsa. La prenda íntima que usas debajo de la ropa es la,El mamífero marino grande con colmillos es la morsa. La prenda íntima que usas debajo de la ropa es el
violín,violin,el,el,True,viol,True,viol,True,0.84765625,0.96484375,0.78515625,edredón,quilt,el,La manta gruesa y decorativa que cubre la cama es el edredón,La manta gruesa y decorativa que cubre la cama es el edredón. El instrumento de cuerdas que tocas con arco es,La manta gruesa y decorativa que cubre la cama es el edredón. El instrumento de cuerdas que tocas con arco es el,La manta gruesa y decorativa que cubre la cama es el edredón. El instrumento de cuerdas que tocas con arco es la
avispa,wasp,la,la,True,avis,True,mosquito,False,0.353515625,0.158203125,0.45703125,coliflor,cauliflower,la,La verdura blanca con forma de árbol pequeño es la coliflor,La verdura blanca con forma de árbol pequeño es la coliflor. El insecto rayado que puede picar es,La verdura blanca con forma de árbol pequeño es la coliflor. El insecto rayado que puede picar es la,La verdura blanca con forma de árbol pequeño es la coliflor. El insecto rayado que puede picar es el
ballena,whale,la,la,True,ball,True,cach,False,0.87890625,0.8984375,0.40625,canicas,marbles,las,Las esferas de vidrio con las que juegan niños son las canicas,Las esferas de vidrio con las que juegan niños son las canicas. El mamífero marino gigante que expulsa agua es,Las esferas de vidrio con las que juegan niños son las canicas. El mamífero marino gigante que expulsa agua es la,Las esferas de vidrio con las que juegan niños son las canicas. El mamífero marino gigante que expulsa agua es el
piña,pineapple,la,el,False,pi,True,mango,False,0.81640625,0.9453125,0.2490234375,cementerio,churchyard,el,El patio de la iglesia donde hay tumbas es el cementerio,El patio de la iglesia donde hay tumbas es el cementerio. La fruta tropical con corona espinosa es,El patio de la iglesia donde hay tumbas es el cementerio. La fruta tropical con corona espinosa es la,El patio de la iglesia donde hay tumbas es el cementerio. La fruta tropical con corona espinosa es el
camisa,shirt,la,la,True,cam,True,cam,True,0.5625,0.9921875,0.703125,mosca,housefly,la,El insecto molesto que zumba en casa es la mosca,El insecto molesto que zumba en casa es la mosca. La prenda que cubre tu torso y brazos es,El insecto molesto que zumba en casa es la mosca. La prenda que cubre tu torso y brazos es la,El insecto molesto que zumba en casa es la mosca. La prenda que cubre tu torso y brazos es el
alga,algae,el,la,False,l,False,l,False,0.51953125,0.890625,0.984375,chimenea,chimney,la,La estructura por donde sale el humo de la casa es la chimenea,La estructura por donde sale el humo de la casa es la chimenea. La planta acuática verde que flota en estanques es,La estructura por donde sale el humo de la casa es la chimenea. La planta acuática verde que flota en estanques es el,La estructura por donde sale el humo de la casa es la chimenea. La planta acuática verde que flota en estanques es la
anaconda,anaconda,la,la,True,ana,True,ana,True,0.62109375,0.984375,0.97265625,confeti,confetti,el,Los papelitos de colores que lanzas en fiestas son el confeti,Los papelitos de colores que lanzas en fiestas son el confeti. La serpiente gigante que vive en ríos sudamericanos es,Los papelitos de colores que lanzas en fiestas son el confeti. La serpiente gigante que vive en ríos sudamericanos es la,Los papelitos de colores que lanzas en fiestas son el confeti. La serpiente gigante que vive en ríos sudamericanos es el
tablero,backboard,el,el,True,tab,True,can,False,0.9765625,0.55078125,0.84375,gaita,bagpipe,la,El instrumento musical escocés que suena con aire es la gaita,El instrumento musical escocés que suena con aire es la gaita. La superficie vertical donde rebota la pelota de básquet es,El instrumento musical escocés que suena con aire es la gaita. La superficie vertical donde rebota la pelota de básquet es el,El instrumento musical escocés que suena con aire es la gaita. La superficie vertical donde rebota la pelota de básquet es la
placa,badge,la,la,True,pl,True,por,False,0.5546875,0.82421875,0.330078125,coliflor,cauliflower,la,La verdura blanca con forma de árbol pequeño es la coliflor,La verdura blanca con forma de árbol pequeño es la coliflor. El distintivo metálico que usan policías es,La verdura blanca con forma de árbol pequeño es la coliflor. El distintivo metálico que usan policías es la,La verdura blanca con forma de árbol pequeño es la coliflor. El distintivo metálico que usan policías es el
gaitas,bagpipes,las,el,False,g,True,ac,False,0.59375,0.83984375,0.52734375,cactus,cactus,el,La planta espinosa que crece en el desierto es el cactus,La planta espinosa que crece en el desierto es el cactus. El instrumento escocés que suena con aire son,La planta espinosa que crece en el desierto es el cactus. El instrumento escocés que suena con aire son las,La planta espinosa que crece en el desierto es el cactus. El instrumento escocés que suena con aire son los
panadería,bakeshop,la,la,True,pan,True,pan,True,0.48046875,0.97265625,0.9765625,mayonesa,mayo,la,La salsa blanca cremosa que pones en tortas es la mayonesa,La salsa blanca cremosa que pones en tortas es la mayonesa. La tienda donde venden pan recién horneado es,La salsa blanca cremosa que pones en tortas es la mayonesa. La tienda donde venden pan recién horneado es la,La salsa blanca cremosa que pones en tortas es la mayonesa. La tienda donde venden pan recién horneado es el
colmena,beehive,la,la,True,col,True,pan,False,0.55078125,0.9921875,0.92578125,botón,button,el,La pieza redonda que cierra la ropa es el botón,La pieza redonda que cierra la ropa es el botón. La casa hexagonal donde viven las abejas es,La pieza redonda que cierra la ropa es el botón. La casa hexagonal donde viven las abejas es la,La pieza redonda que cierra la ropa es el botón. La casa hexagonal donde viven las abejas es el
baya,berry,la,la,True,f,False,ar,False,0.640625,0.4140625,0.81640625,sótano,crawlspace,el,El espacio bajo la casa donde apenas puedes gatear es el sótano,El espacio bajo la casa donde apenas puedes gatear es el sótano. La fruta pequeña y jugosa que crece en arbustos es,El espacio bajo la casa donde apenas puedes gatear es el sótano. La fruta pequeña y jugosa que crece en arbustos es la,El espacio bajo la casa donde apenas puedes gatear es el sótano. La fruta pequeña y jugosa que crece en arbustos es el
bíceps,biceps,el,el,True,bí,True,bí,True,0.98828125,0.90234375,0.52734375,garaje,garage,el,El lugar donde guardas el auto es el garaje,El lugar donde guardas el auto es el garaje. El músculo que se hace bulto en el brazo es,El lugar donde guardas el auto es el garaje. El músculo que se hace bulto en el brazo es el,El lugar donde guardas el auto es el garaje. El músculo que se hace bulto en el brazo es la
hoja,blade,la,la,True,pun,False,fil,False,0.890625,0.44140625,0.98828125,hoja,leaf,la,La parte verde y plana que crece en las ramas es la hoja,La parte verde y plana que crece en las ramas es la hoja. La parte afilada de cuchillos y espadas es,La parte verde y plana que crece en las ramas es la hoja. La parte afilada de cuchillos y espadas es la,La parte verde y plana que crece en las ramas es la hoja. La parte afilada de cuchillos y espadas es el
soplete,blowtorch,el,el,True,s,True,si,False,0.84375,0.828125,0.328125,coliflor,cauliflower,la,La verdura blanca con forma de árbol pequeño es la coliflor,La verdura blanca con forma de árbol pequeño es la coliflor. La herramienta que produce llama muy caliente es,La verdura blanca con forma de árbol pequeño es la coliflor. La herramienta que produce llama muy caliente es el,La verdura blanca con forma de árbol pequeño es la coliflor. La herramienta que produce llama muy caliente es la
barco,boat,el,el,True,b,True,can,False,0.65625,0.515625,0.515625,daga,dagger,la,El arma blanca corta con doble filo es la daga,El arma blanca corta con doble filo es la daga. La embarcación que navega en el agua es,El arma blanca corta con doble filo es la daga. La embarcación que navega en el agua es el,El arma blanca corta con doble filo es la daga. La embarcación que navega en el agua es la
lince,bobcat,el,el,True,g,False,le,False,0.94921875,0.482421875,0.25390625,diente de león,dandelion,el,La flor amarilla silvestre que se convierte en pelusa es el diente de león,La flor amarilla silvestre que se convierte en pelusa es el diente de león. El felino salvaje de orejas puntiagudas es,La flor amarilla silvestre que se convierte en pelusa es el diente de león. El felino salvaje de orejas puntiagudas es el,La flor amarilla silvestre que se convierte en pelusa es el diente de león. El felino salvaje de orejas puntiagudas es la
librero,bookshelf,el,el,True,est,False,est,False,0.70703125,0.6953125,0.796875,avena,oat,la,El cereal que comes en el desayuno con leche es la avena,El cereal que comes en el desayuno con leche es la avena. El mueble donde organizas libros es,El cereal que comes en el desayuno con leche es la avena. El mueble donde organizas libros es el,El cereal que comes en el desayuno con leche es la avena. El mueble donde organizas libros es la
bourbon,bourbon,el,el,True,bourbon,True,bourbon,True,0.7421875,0.99609375,0.91796875,peine,comb,el,El objeto con dientes que usas para arreglar el cabello es el peine,El objeto con dientes que usas para arreglar el cabello es el peine. El whiskey americano hecho con maíz es,El objeto con dientes que usas para arreglar el cabello es el peine. El whiskey americano hecho con maíz es el,El objeto con dientes que usas para arreglar el cabello es el peine. El whiskey americano hecho con maíz es la
foco,bulb,el,la,False,foc,True,lá,False,0.8984375,0.7578125,0.51953125,collar,necklace,el,La joya que usas alrededor del cuello es el collar,La joya que usas alrededor del cuello es el collar. El objeto que produce luz eléctrica es,La joya que usas alrededor del cuello es el collar. El objeto que produce luz eléctrica es el,La joya que usas alrededor del cuello es el collar. El objeto que produce luz eléctrica es la
