spanish_noun,english_noun,article,predicted_article,article_correct,predicted_noun,noun_correct,predicted_noun_wrong_article,noun_wrong_article_correct,prob_article,prob_noun,prob_noun_wrong_article,ic_spanish_noun,ic_english_noun,ic_article,ic_description,prompt_before_article,prompt_with_article,prompt_with_wrong_article
canicas,marbles,las,muy,False,que,False,mism,False,0.07666015625,0.3984375,0.20703125,dedo,finger,el,La parte alargada de la mano que usas para señalar es el dedo,La parte alargada de la mano que usas para señalar es el dedo. Las esferas de vidrio con las que juegan niños son,La parte alargada de la mano que usas para señalar es el dedo. Las esferas de vidrio con las que juegan niños son las,La parte alargada de la mano que usas para señalar es el dedo. Las esferas de vidrio con las que juegan niños son los
máscara,mask,la,la,True,cara,False,m,True,0.546875,0.16015625,0.126953125,lanza,spear,la,El arma larga con punta que usaban los guerreros es la lanza,El arma larga con punta que usaban los guerreros es la lanza. La cubierta que oculta o protege tu cara es,El arma larga con punta que usaban los guerreros es la lanza. La cubierta que oculta o protege tu cara es la,El arma larga con punta que usaban los guerreros es la lanza. La cubierta que oculta o protege tu cara es el
cerillo,matchstick,el,el,True,fue,False,llama,False,0.498046875,0.2265625,0.55078125,loro,parrot,el,El ave tropical colorida que puede imitar palabras es el loro,El ave tropical colorida que puede imitar palabras es el loro. El palito que enciendes para hacer fuego es,El ave tropical colorida que puede imitar palabras es el loro. El palito que enciendes para hacer fuego es el,El ave tropical colorida que puede imitar palabras es el loro. El palito que enciendes para hacer fuego es la
mayonesa,mayo,la,el,False,c,False,az,False,0.5546875,0.15625,0.10009765625,pimentón,paprika,el,La especia roja en polvo que sazona la comida es el pimentón,La especia roja en polvo que sazona la comida es el pimentón. La salsa blanca cremosa que pones en tortas es,La especia roja en polvo que sazona la comida es el pimentón. La salsa blanca cremosa que pones en tortas es la,La especia roja en polvo que sazona la comida es el pimentón. La salsa blanca cremosa que pones en tortas es el
meteoro,meteor,el,el,True,oz,False,ti,False,0.43359375,0.07958984375,0.1708984375,sierra,hacksaw,la,La herramienta dentada que corta metal es la sierra,La herramienta dentada que corta metal es la sierra. La roca espacial que se quema al entrar a la atmósfera es,La herramienta dentada que corta metal es la sierra. La roca espacial que se quema al entrar a la atmósfera es el,La herramienta dentada que corta metal es la sierra. La roca espacial que se quema al entrar a la atmósfera es la
montaña,mountain,la,el,False,base,False,ter,False,0.375,0.058837890625,0.02783203125,brazo,arm,el,La extremidad que va del hombro a la mano es el brazo,La extremidad que va del hombro a la mano es el brazo. La elevación natural muy alta de tierra es,La extremidad que va del hombro a la mano es el brazo. La elevación natural muy alta de tierra es la,La extremidad que va del hombro a la mano es el brazo. La elevación natural muy alta de tierra es el
bigote,moustache,el,el,True,pelo,False,parte,False,0.06640625,0.162109375,0.045166015625,perro caliente,hotdog,el,La salchicha en pan que vendes en puestos callejeros es el perro caliente,La salchicha en pan que vendes en puestos callejeros es el perro caliente. El pelo que crece arriba del labio superior es,La salchicha en pan que vendes en puestos callejeros es el perro caliente. El pelo que crece arriba del labio superior es el,La salchicha en pan que vendes en puestos callejeros es el perro caliente. El pelo que crece arriba del labio superior es la
rata almizclera,muskrat,la,un,False,mar,False,mar,False,0.41015625,0.06787109375,0.0625,maleta,suitcase,la,El equipaje donde guardas ropa para viajar es la maleta,El equipaje donde guardas ropa para viajar es la maleta. El roedor que vive cerca del agua es,El equipaje donde guardas ropa para viajar es la maleta. El roedor que vive cerca del agua es la,El equipaje donde guardas ropa para viajar es la maleta. El roedor que vive cerca del agua es el
collar,necklace,el,un,False,c,True,c,True,0.328125,0.095703125,0.08642578125,cuello,neck,el,La parte del cuerpo que conecta la cabeza con el tronco es el cuello,La parte del cuerpo que conecta la cabeza con el tronco es el cuello. La joya que usas alrededor del cuello es,La parte del cuerpo que conecta la cabeza con el tronco es el cuello. La joya que usas alrededor del cuello es el,La parte del cuerpo que conecta la cabeza con el tronco es el cuello. La joya que usas alrededor del cuello es la
corbata,necktie,la,el,False,cha,False,ab,False,0.53125,0.07275390625,0.07177734375,árbol,tree,el,La planta grande con tronco y ramas es el árbol,La planta grande con tronco y ramas es el árbol. La prenda elegante que atas en el cuello es,La planta grande con tronco y ramas es el árbol. La prenda elegante que atas en el cuello es la,La planta grande con tronco y ramas es el árbol. La prenda elegante que atas en el cuello es el
club nocturno,nightclub,el,el,True,lugar,False,c,True,0.333984375,0.09033203125,0.310546875,barba,beard,la,El pelo que crece en la cara de los hombres es la barba,El pelo que crece en la cara de los hombres es la barba. El lugar donde bailas y bebes de noche es,El pelo que crece en la cara de los hombres es la barba. El lugar donde bailas y bebes de noche es el,El pelo que crece en la cara de los hombres es la barba. El lugar donde bailas y bebes de noche es la
clip,paperclip,el,el,True,al,False,l,False,0.6015625,0.310546875,0.10546875,lanza,spear,la,El arma larga con punta que usaban los guerreros es la lanza,El arma larga con punta que usaban los guerreros es la lanza. El alambre doblado que sujeta papeles es,El arma larga con punta que usaban los guerreros es la lanza. El alambre doblado que sujeta papeles es el,El arma larga con punta que usaban los guerreros es la lanza. El alambre doblado que sujeta papeles es la
pelícano,pelican,el,la,False,g,False,c,False,0.54296875,0.076171875,0.2080078125,taza,cup,la,El recipiente pequeño donde bebes café o té es la taza,El recipiente pequeño donde bebes café o té es la taza. El ave grande con bolsa en el pico es,El recipiente pequeño donde bebes café o té es la taza. El ave grande con bolsa en el pico es el,El recipiente pequeño donde bebes café o té es la taza. El ave grande con bolsa en el pico es la
directorio telefónico,phonebook,el,en,False,mismo,False,primera,False,0.1748046875,0.12158203125,0.061279296875,caimán,alligator,el,El reptil grande con mandíbulas poderosas es el caimán,El reptil grande con mandíbulas poderosas es el caimán. El libro donde buscas números de teléfono es,El reptil grande con mandíbulas poderosas es el caimán. El libro donde buscas números de teléfono es el,El reptil grande con mandíbulas poderosas es el caimán. El libro donde buscas números de teléfono es la
pastillero,pillbox,el,un,False,lugar,False,ti,False,0.2021484375,0.1337890625,0.2080078125,isla,island,la,La tierra rodeada de agua por todos lados es la isla,La tierra rodeada de agua por todos lados es la isla. La cajita donde guardas medicamentos es,La tierra rodeada de agua por todos lados es la isla. La cajita donde guardas medicamentos es el,La tierra rodeada de agua por todos lados es la isla. La cajita donde guardas medicamentos es la
destapacaños,plunger,el,el,True,c,False,c,False,0.515625,0.050537109375,0.0634765625,codo,elbow,el,La articulación que une el brazo con el antebrazo es el codo,La articulación que une el brazo con el antebrazo es el codo. La herramienta que destapa tuberías tapadas es,La articulación que une el brazo con el antebrazo es el codo. La herramienta que destapa tuberías tapadas es el,La articulación que une el brazo con el antebrazo es el codo. La herramienta que destapa tuberías tapadas es la
pirámide,pyramid,la,un,False,base,False,principal,False,0.373046875,0.1357421875,0.09814453125,cactus,cactus,el,La planta espinosa que crece en el desierto es el cactus,La planta espinosa que crece en el desierto es el cactus. La construcción triangular de los faraones es,La planta espinosa que crece en el desierto es el cactus. La construcción triangular de los faraones es la,La planta espinosa que crece en el desierto es el cactus. La construcción triangular de los faraones es el
pitón,python,la,una,False,cola,False,pe,False,0.244140625,0.50390625,0.036376953125,cola,tail,la,La extremidad trasera que mueven los animales es la cola,La extremidad trasera que mueven los animales es la cola. La serpiente grande que aplasta a sus presas es,La extremidad trasera que mueven los animales es la cola. La serpiente grande que aplasta a sus presas es la,La extremidad trasera que mueven los animales es la cola. La serpiente grande que aplasta a sus presas es el
auto de carreras,racecar,el,el,True,co,False,b,False,0.74609375,0.087890625,0.07470703125,avispa,hornet,la,El insecto volador que pica fuerte es la avispa,El insecto volador que pica fuerte es la avispa. El vehículo veloz que compite en pistas es,El insecto volador que pica fuerte es la avispa. El vehículo veloz que compite en pistas es el,El insecto volador que pica fuerte es la avispa. El vehículo veloz que compite en pistas es la
secuoya,redwood,la,el,False,c,False,ol,False,0.58984375,0.2578125,0.0830078125,plátano,banana,el,La fruta amarilla y alargada que comen los monos es el plátano,La fruta amarilla y alargada que comen los monos es el plátano. El árbol gigante que puede vivir miles de años es,La fruta amarilla y alargada que comen los monos es el plátano. El árbol gigante que puede vivir miles de años es la,La fruta amarilla y alargada que comen los monos es el plátano. El árbol gigante que puede vivir miles de años es el
caja torácica,ribcage,la,el,False,pul,False,h,False,0.69921875,0.044921875,0.0751953125,recogedor,dustpan,el,El utensilio plano que usas con la escoba para recoger basura es el recogedor,El utensilio plano que usas con la escoba para recoger basura es el recogedor. Los huesos curvos que protegen tus pulmones es,El utensilio plano que usas con la escoba para recoger basura es el recogedor. Los huesos curvos que protegen tus pulmones es la,El utensilio plano que usas con la escoba para recoger basura es el recogedor. Los huesos curvos que protegen tus pulmones es el
capullo de rosa,rosebud,el,el,True,am,False,flor,False,0.40234375,0.0322265625,0.07861328125,langostino,crayfish,el,El crustáceo pequeño parecido a la langosta es el langostino,El crustáceo pequeño parecido a la langosta es el langostino. La rosa que aún no se ha abierto completamente es,El crustáceo pequeño parecido a la langosta es el langostino. La rosa que aún no se ha abierto completamente es el,El crustáceo pequeño parecido a la langosta es el langostino. La rosa que aún no se ha abierto completamente es la
castillo de arena,sandcastle,el,el,True,ch,False,de,False,0.337890625,0.045654296875,0.041748046875,chal,shawl,el,La prenda que te pones sobre los hombros es el chal,La prenda que te pones sobre los hombros es el chal. La construcción que haces en la playa es,La prenda que te pones sobre los hombros es el chal. La construcción que haces en la playa es el,La prenda que te pones sobre los hombros es el chal. La construcción que haces en la playa es la
patineta,scooter,la,el,False,bic,False,co,False,0.41796875,0.259765625,0.1689453125,buzón,mailbox,el,La caja donde el cartero deja las cartas es el buzón,La caja donde el cartero deja las cartas es el buzón. El vehículo pequeño de dos ruedas que empujas es,La caja donde el cartero deja las cartas es el buzón. El vehículo pequeño de dos ruedas que empujas es la,La caja donde el cartero deja las cartas es el buzón. El vehículo pequeño de dos ruedas que empujas es el
caracola,seashell,la,un,False,c,True,mar,False,0.23828125,0.08740234375,0.08544921875,bufanda,scarf,la,La prenda larga que te enrollas en el cuello es la bufanda,La prenda larga que te enrollas en el cuello es la bufanda. La casa dura de los animales marinos es,La prenda larga que te enrollas en el cuello es la bufanda. La casa dura de los animales marinos es la,La prenda larga que te enrollas en el cuello es la bufanda. La casa dura de los animales marinos es el
estante,shelf,el,un,False,espacio,False,tabla,False,0.3125,0.06787109375,0.1611328125,castillo,castle,el,La fortaleza donde vivían los reyes es el castillo,La fortaleza donde vivían los reyes es el castillo. La tabla horizontal donde pones libros es,La fortaleza donde vivían los reyes es el castillo. La tabla horizontal donde pones libros es el,La fortaleza donde vivían los reyes es el castillo. La tabla horizontal donde pones libros es la
escopeta,shotgun,la,el,False,b,False,m,False,0.84375,0.11083984375,0.039306640625,cárdigan,cardigan,el,El suéter abierto al frente con botones es el cárdigan,El suéter abierto al frente con botones es el cárdigan. El arma larga que dispara muchos perdigones es,El suéter abierto al frente con botones es el cárdigan. El arma larga que dispara muchos perdigones es la,El suéter abierto al frente con botones es el cárdigan. El arma larga que dispara muchos perdigones es el
patillas,sideburns,las,las,True,p,True,p,True,0.279296875,0.0986328125,0.07763671875,puercoespín,porcupine,el,El animal con púas que se enrolla cuando se asusta es el puercoespín,El animal con púas que se enrolla cuando se asusta es el puercoespín. El pelo que crece a los lados de las mejillas son,El animal con púas que se enrolla cuando se asusta es el puercoespín. El pelo que crece a los lados de las mejillas son las,El animal con púas que se enrolla cuando se asusta es el puercoespín. El pelo que crece a los lados de las mejillas son los
banqueta,sidewalk,la,un,False,calle,False,lugar,False,0.30859375,0.09326171875,0.0625,lluvia,rain,la,El agua que cae del cielo cuando hay nubes es la lluvia,El agua que cae del cielo cuando hay nubes es la lluvia. El camino peatonal junto a la calle es,El agua que cae del cielo cuando hay nubes es la lluvia. El camino peatonal junto a la calle es la,El agua que cae del cielo cuando hay nubes es la lluvia. El camino peatonal junto a la calle es el
humo,smoke,el,un,False,vapor,False,llama,False,0.2216796875,0.287109375,0.0439453125,celular,cellphone,el,El teléfono portátil que llevas en el bolsillo es el celular,El teléfono portátil que llevas en el bolsillo es el celular. El vapor gris que sale cuando algo se quema es,El teléfono portátil que llevas en el bolsillo es el celular. El vapor gris que sale cuando algo se quema es el,El teléfono portátil que llevas en el bolsillo es el celular. El vapor gris que sale cuando algo se quema es la
espátula,spatula,la,un,False,rev,False,de,False,0.2275390625,0.23046875,0.04443359375,revista,magazine,la,La publicación con fotos e historias que lees es la revista,La publicación con fotos e historias que lees es la revista. El utensilio plano que volteas comida es,La publicación con fotos e historias que lees es la revista. El utensilio plano que volteas comida es la,La publicación con fotos e historias que lees es la revista. El utensilio plano que volteas comida es el
cuchara,spoon,la,un,False,c,True,pl,False,0.37890625,0.1923828125,0.09228515625,regaliz,licorice,el,El dulce negro con sabor fuerte y peculiar es el regaliz,El dulce negro con sabor fuerte y peculiar es el regaliz. El utensilio cóncavo que usas para comer sopa es,El dulce negro con sabor fuerte y peculiar es el regaliz. El utensilio cóncavo que usas para comer sopa es la,El dulce negro con sabor fuerte y peculiar es el regaliz. El utensilio cóncavo que usas para comer sopa es el
bistec,steak,el,el,True,carne,False,carne,False,0.2197265625,0.038330078125,0.259765625,antílope,antelope,el,El animal africano que corre muy rápido por la sabana es el antílope,El animal africano que corre muy rápido por la sabana es el antílope. La carne de res gruesa que asas es,El animal africano que corre muy rápido por la sabana es el antílope. La carne de res gruesa que asas es el,El animal africano que corre muy rápido por la sabana es el antílope. La carne de res gruesa que asas es la
estufa,stove,la,el,False,c,False,h,False,0.59375,0.2353515625,0.2314453125,trapeador,mop,el,El utensilio con hilos que usas para limpiar el suelo es el trapeador,El utensilio con hilos que usas para limpiar el suelo es el trapeador. El aparato donde cocinas con fuego es,El utensilio con hilos que usas para limpiar el suelo es el trapeador. El aparato donde cocinas con fuego es la,El utensilio con hilos que usas para limpiar el suelo es el trapeador. El aparato donde cocinas con fuego es el
carriola,stroller,la,un,False,ti,False,de,False,0.302734375,0.0830078125,0.11474609375,tigre,tiger,el,El felino grande con rayas naranjas y negras es el tigre,El felino grande con rayas naranjas y negras es el tigre. El carrito donde paseas a los bebés es,El felino grande con rayas naranjas y negras es el tigre. El carrito donde paseas a los bebés es la,El felino grande con rayas naranjas y negras es el tigre. El carrito donde paseas a los bebés es el
sushi,sushi,el,el,True,p,False,p,False,0.470703125,0.032958984375,0.055419921875,automóvil,automobile,el,El vehículo de cuatro ruedas con motor es el automóvil,El vehículo de cuatro ruedas con motor es el automóvil. El platillo japonés de pescado crudo es,El vehículo de cuatro ruedas con motor es el automóvil. El platillo japonés de pescado crudo es el,El vehículo de cuatro ruedas con motor es el automóvil. El platillo japonés de pescado crudo es la
pantano,swamp,el,el,True,lugar,False,parte,False,0.458984375,0.09375,0.146484375,ubre,udder,la,La parte de la vaca donde se produce la leche es la ubre,La parte de la vaca donde se produce la leche es la ubre. El terreno húmedo lleno de lodo es,La parte de la vaca donde se produce la leche es la ubre. El terreno húmedo lleno de lodo es el,La parte de la vaca donde se produce la leche es la ubre. El terreno húmedo lleno de lodo es la
cisne,swan,el,un,False,p,False,c,True,0.240234375,0.03466796875,0.0458984375,maleta,suitcase,la,El equipaje donde guardas ropa para viajar es la maleta,El equipaje donde guardas ropa para viajar es la maleta. El ave elegante de cuello largo es,El equipaje donde guardas ropa para viajar es la maleta. El ave elegante de cuello largo es el,El equipaje donde guardas ropa para viajar es la maleta. El ave elegante de cuello largo es la
cola,tail,la,la,True,base,False,h,False,0.53125,0.05126953125,0.049560546875,hoja,blade,la,La parte afilada de cuchillos y espadas es la hoja,La parte afilada de cuchillos y espadas es la hoja. La extremidad trasera que mueven los animales es,La parte afilada de cuchillos y espadas es la hoja. La extremidad trasera que mueven los animales es la,La parte afilada de cuchillos y espadas es la hoja. La extremidad trasera que mueven los animales es el
tetera,teapot,la,un,False,de,False,pl,False,0.359375,0.306640625,0.054443359375,garbanzo,chickpea,el,La legumbre redonda de color beige es el garbanzo,La legumbre redonda de color beige es el garbanzo. La vasija con pico donde preparas té es,La legumbre redonda de color beige es el garbanzo. La vasija con pico donde preparas té es la,La legumbre redonda de color beige es el garbanzo. La vasija con pico donde preparas té es el
dientes,teeth,los,los,True,hues,False,c,False,0.28125,0.451171875,0.126953125,jarra,jug,la,El recipiente grande con asa para líquidos es la jarra,El recipiente grande con asa para líquidos es la jarra. Los huesos blancos que usas para masticar son,El recipiente grande con asa para líquidos es la jarra. Los huesos blancos que usas para masticar son los,El recipiente grande con asa para líquidos es la jarra. Los huesos blancos que usas para masticar son las
teléfono,telephone,el,el,True,o,False,voz,False,0.53125,0.1884765625,0.306640625,pulgar,thumb,el,El dedo gordo de la mano es el pulgar,El dedo gordo de la mano es el pulgar. El aparato que usas para hablar con gente lejana es,El dedo gordo de la mano es el pulgar. El aparato que usas para hablar con gente lejana es el,El dedo gordo de la mano es el pulgar. El aparato que usas para hablar con gente lejana es la
termómetro,thermometer,el,el,True,term,True,c,False,0.4765625,0.2353515625,0.19140625,candelero,candlestick,el,El soporte donde pones velas es el candelero,El soporte donde pones velas es el candelero. El instrumento que mide la temperatura es,El soporte donde pones velas es el candelero. El instrumento que mide la temperatura es el,El soporte donde pones velas es el candelero. El instrumento que mide la temperatura es la
pulgar,thumb,el,el,True,hues,False,mano,False,0.458984375,0.04736328125,0.0289306640625,cueva,cave,la,El hueco natural en las rocas o montañas es la cueva,El hueco natural en las rocas o montañas es la cueva. El dedo gordo de la mano es,El hueco natural en las rocas o montañas es la cueva. El dedo gordo de la mano es el,El hueco natural en las rocas o montañas es la cueva. El dedo gordo de la mano es la
tomillo,thyme,el,el,True,aroma,False,hier,False,0.408203125,0.095703125,0.09228515625,farol,lantern,el,La lámpara portátil que usaban antes de la electricidad es el farol,La lámpara portátil que usaban antes de la electricidad es el farol. La hierba aromática que usas para cocinar es,La lámpara portátil que usaban antes de la electricidad es el farol. La hierba aromática que usas para cocinar es el,La lámpara portátil que usaban antes de la electricidad es el farol. La hierba aromática que usas para cocinar es la
torpedo,torpedo,el,el,True,torpedo,True,bomb,False,0.59375,0.1123046875,0.1083984375,pimentón,paprika,el,La especia roja en polvo que sazona la comida es el pimentón,La especia roja en polvo que sazona la comida es el pimentón. El proyectil submarino que explota es,La especia roja en polvo que sazona la comida es el pimentón. El proyectil submarino que explota es el,La especia roja en polvo que sazona la comida es el pimentón. El proyectil submarino que explota es la
ropa interior,underwear,la,el,False,,True,,True,0.4453125,0.2001953125,0.09033203125,morsa,walrus,la,El mamífero marino grande con colmillos es la morsa,El mamífero marino grande con colmillos es la morsa. La prenda íntima que usas debajo de la ropa es,El mamífero marino grande con colmillos es la morsa. La prenda íntima que usas debajo de la ropa es la,El mamífero marino grande con colmillos es la morsa. La prenda íntima que usas debajo de la ropa es el
violín,violin,el,el,True,viol,True,cuer,False,0.71875,0.46484375,0.15234375,edredón,quilt,el,La manta gruesa y decorativa que cubre la cama es el edredón,La manta gruesa y decorativa que cubre la cama es el edredón. El instrumento de cuerdas que tocas con arco es,La manta gruesa y decorativa que cubre la cama es el edredón. El instrumento de cuerdas que tocas con arco es el,La manta gruesa y decorativa que cubre la cama es el edredón. El instrumento de cuerdas que tocas con arco es la
avispa,wasp,la,el,False,c,False,g,False,0.373046875,0.150390625,0.0810546875,coliflor,cauliflower,la,La verdura blanca con forma de árbol pequeño es la coliflor,La verdura blanca con forma de árbol pequeño es la coliflor. El insecto rayado que puede picar es,La verdura blanca con forma de árbol pequeño es la coliflor. El insecto rayado que puede picar es la,La verdura blanca con forma de árbol pequeño es la coliflor. El insecto rayado que puede picar es el
ballena,whale,la,el,False,le,False,le,False,0.27734375,0.07666015625,0.0439453125,canicas,marbles,las,Las esferas de vidrio con las que juegan niños son las canicas,Las esferas de vidrio con las que juegan niños son las canicas. El mamífero marino gigante que expulsa agua es,Las esferas de vidrio con las que juegan niños son las canicas. El mamífero marino gigante que expulsa agua es la,Las esferas de vidrio con las que juegan niños son las canicas. El mamífero marino gigante que expulsa agua es el
piña,pineapple,la,un,False,que,False,mejor,False,0.302734375,0.10302734375,0.0299072265625,cementerio,churchyard,el,El patio de la iglesia donde hay tumbas es el cementerio,El patio de la iglesia donde hay tumbas es el cementerio. La fruta tropical con corona espinosa es,El patio de la iglesia donde hay tumbas es el cementerio. La fruta tropical con corona espinosa es la,El patio de la iglesia donde hay tumbas es el cementerio. La fruta tropical con corona espinosa es el
camisa,shirt,la,un,False,manga,False,ab,False,0.322265625,0.12158203125,0.162109375,mosca,housefly,la,El insecto molesto que zumba en casa es la mosca,El insecto molesto que zumba en casa es la mosca. La prenda que cubre tu torso y brazos es,El insecto molesto que zumba en casa es la mosca. La prenda que cubre tu torso y brazos es la,El insecto molesto que zumba en casa es la mosca. La prenda que cubre tu torso y brazos es el
alga,algae,el,el,True,agua,False,c,False,0.1865234375,0.0267333984375,0.0301513671875,chimenea,chimney,la,La estructura por donde sale el humo de la casa es la chimenea,La estructura por donde sale el humo de la casa es la chimenea. La planta acuática verde que flota en estanques es,La estructura por donde sale el humo de la casa es la chimenea. La planta acuática verde que flota en estanques es el,La estructura por donde sale el humo de la casa es la chimenea. La planta acuática verde que flota en estanques es la
anaconda,anaconda,la,la,True,ser,False,per,False,0.2255859375,0.051513671875,0.0283203125,confeti,confetti,el,Los papelitos de colores que lanzas en fiestas son el confeti,Los papelitos de colores que lanzas en fiestas son el confeti. La serpiente gigante que vive en ríos sudamericanos es,Los papelitos de colores que lanzas en fiestas son el confeti. La serpiente gigante que vive en ríos sudamericanos es la,Los papelitos de colores que lanzas en fiestas son el confeti. La serpiente gigante que vive en ríos sudamericanos es el
tablero,backboard,el,el,True,su,False,base,False,0.29296875,0.08203125,0.12451171875,gaita,bagpipe,la,El instrumento musical escocés que suena con aire es la gaita,El instrumento musical escocés que suena con aire es la gaita. La superficie vertical donde rebota la pelota de básquet es,El instrumento musical escocés que suena con aire es la gaita. La superficie vertical donde rebota la pelota de básquet es el,El instrumento musical escocés que suena con aire es la gaita. La superficie vertical donde rebota la pelota de básquet es la
placa,badge,la,el,False,c,False,color,False,0.275390625,0.051025390625,0.05908203125,coliflor,cauliflower,la,La verdura blanca con forma de árbol pequeño es la coliflor,La verdura blanca con forma de árbol pequeño es la coliflor. El distintivo metálico que usan policías es,La verdura blanca con forma de árbol pequeño es la coliflor. El distintivo metálico que usan policías es la,La verdura blanca con forma de árbol pequeño es la coliflor. El distintivo metálico que usan policías es el
gaitas,bagpipes,las,oro,False,trom,False,son,False,0.51171875,0.06201171875,0.123046875,cactus,cactus,el,La planta espinosa que crece en el desierto es el cactus,La planta espinosa que crece en el desierto es el cactus. El instrumento escocés que suena con aire son,La planta espinosa que crece en el desierto es el cactus. El instrumento escocés que suena con aire son las,La planta espinosa que crece en el desierto es el cactus. El instrumento escocés que suena con aire son los
panadería,bakeshop,la,un,False,ti,False,lugar,False,0.15625,0.353515625,0.1826171875,mayonesa,mayo,la,La salsa blanca cremosa que pones en tortas es la mayonesa,La salsa blanca cremosa que pones en tortas es la mayonesa. La tienda donde venden pan recién horneado es,La salsa blanca cremosa que pones en tortas es la mayonesa. La tienda donde venden pan recién horneado es la,La salsa blanca cremosa que pones en tortas es la mayonesa. La tienda donde venden pan recién horneado es el
colmena,beehive,la,un,False,base,False,lugar,False,0.3828125,0.0634765625,0.1318359375,botón,button,el,La pieza redonda que cierra la ropa es el botón,La pieza redonda que cierra la ropa es el botón. La casa hexagonal donde viven las abejas es,La pieza redonda que cierra la ropa es el botón. La casa hexagonal donde viven las abejas es la,La pieza redonda que cierra la ropa es el botón. La casa hexagonal donde viven las abejas es el
baya,berry,la,el,False,man,False,mango,False,0.412109375,0.2314453125,0.15234375,sótano,crawlspace,el,El espacio bajo la casa donde apenas puedes gatear es el sótano,El espacio bajo la casa donde apenas puedes gatear es el sótano. La fruta pequeña y jugosa que crece en arbustos es,El espacio bajo la casa donde apenas puedes gatear es el sótano. La fruta pequeña y jugosa que crece en arbustos es la,El espacio bajo la casa donde apenas puedes gatear es el sótano. La fruta pequeña y jugosa que crece en arbustos es el
bíceps,biceps,el,el,True,mú,False,gl,False,0.76171875,0.65234375,0.08349609375,garaje,garage,el,El lugar donde guardas el auto es el garaje,El lugar donde guardas el auto es el garaje. El músculo que se hace bulto en el brazo es,El lugar donde guardas el auto es el garaje. El músculo que se hace bulto en el brazo es el,El lugar donde guardas el auto es el garaje. El músculo que se hace bulto en el brazo es la
hoja,blade,la,la,True,c,False,c,False,0.6328125,0.314453125,0.224609375,hoja,leaf,la,La parte verde y plana que crece en las ramas es la hoja,La parte verde y plana que crece en las ramas es la hoja. La parte afilada de cuchillos y espadas es,La parte verde y plana que crece en las ramas es la hoja. La parte afilada de cuchillos y espadas es la,La parte verde y plana que crece en las ramas es la hoja. La parte afilada de cuchillos y espadas es el
soplete,blowtorch,el,el,True,h,False,c,False,0.45703125,0.115234375,0.064453125,coliflor,cauliflower,la,La verdura blanca con forma de árbol pequeño es la coliflor,La verdura blanca con forma de árbol pequeño es la coliflor. La herramienta que produce llama muy caliente es,La verdura blanca con forma de árbol pequeño es la coliflor. La herramienta que produce llama muy caliente es el,La verdura blanca con forma de árbol pequeño es la coliflor. La herramienta que produce llama muy caliente es la
barco,boat,el,un,False,bar,True,nave,False,0.2158203125,0.12158203125,0.173828125,daga,dagger,la,El arma blanca corta con doble filo es la daga,El arma blanca corta con doble filo es la daga. La embarcación que navega en el agua es,El arma blanca corta con doble filo es la daga. La embarcación que navega en el agua es el,El arma blanca corta con doble filo es la daga. La embarcación que navega en el agua es la
lince,bobcat,el,el,True,le,False,le,False,0.71875,0.181640625,0.09521484375,diente de león,dandelion,el,La flor amarilla silvestre que se convierte en pelusa es el diente de león,La flor amarilla silvestre que se convierte en pelusa es el diente de león. El felino salvaje de orejas puntiagudas es,La flor amarilla silvestre que se convierte en pelusa es el diente de león. El felino salvaje de orejas puntiagudas es el,La flor amarilla silvestre que se convierte en pelusa es el diente de león. El felino salvaje de orejas puntiagudas es la
librero,bookshelf,el,un,False,cu,False,c,False,0.3515625,0.150390625,0.1748046875,avena,oat,la,El cereal que comes en el desayuno con leche es la avena,El cereal que comes en el desayuno con leche es la avena. El mueble donde organizas libros es,El cereal que comes en el desayuno con leche es la avena. El mueble donde organizas libros es el,El cereal que comes en el desayuno con leche es la avena. El mueble donde organizas libros es la
bourbon,bourbon,el,un,False,mejor,False,mejor,False,0.353515625,0.07275390625,0.130859375,peine,comb,el,El objeto con dientes que usas para arreglar el cabello es el peine,El objeto con dientes que usas para arreglar el cabello es el peine. El whiskey americano hecho con maíz es,El objeto con dientes que usas para arreglar el cabello es el peine. El whiskey americano hecho con maíz es el,El objeto con dientes que usas para arreglar el cabello es el peine. El whiskey americano hecho con maíz es la
foco,bulb,el,un,False,led,False,lá,False,0.3359375,0.055419921875,0.1796875,collar,necklace,el,La joya que usas alrededor del cuello es el collar,La joya que usas alrededor del cuello es el collar. El objeto que produce luz eléctrica es,La joya que usas alrededor del cuello es el collar. El objeto que produce luz eléctrica es el,La joya que usas alrededor del cuello es el collar. El objeto que produce luz eléctrica es la
hamburguesa,burger,la,un,False,carne,False,pan,False,0.263671875,0.1767578125,0.212890625,cobra,cobra,la,La serpiente venenosa que puede expandir su cuello es la cobra,La serpiente venenosa que puede expandir su cuello es la cobra. La carne entre panes que comes con las manos es,La serpiente venenosa que puede expandir su cuello es la cobra. La carne entre panes que comes con las manos es la,La serpiente venenosa que puede expandir su cuello es la cobra. La carne entre panes que comes con las manos es el
mariposa,butterfly,la,el,False,l,False,p,False,0.625,0.07763671875,0.044677734375,ballena,whale,la,El mamífero marino gigante que expulsa agua es la ballena,El mamífero marino gigante que expulsa agua es la ballena. El insecto colorido que vuela de flor en flor es,El mamífero marino gigante que expulsa agua es la ballena. El insecto colorido que vuela de flor en flor es la,El mamífero marino gigante que expulsa agua es la ballena. El insecto colorido que vuela de flor en flor es el
