spanish_noun,english_noun,article,predicted_article,article_correct,predicted_noun,noun_correct,predicted_noun_wrong_article,noun_wrong_article_correct,prob_article,prob_noun,prob_noun_wrong_article,ic_spanish_noun,ic_english_noun,ic_article,ic_description,prompt_before_article,prompt_with_article,prompt_with_wrong_article
máscara,mask,la,la,True,má,True,cas,False,0.75,0.416015625,0.8046875,lanza,spear,la,El arma larga con punta que usaban los guerreros es la lanza,El arma larga con punta que usaban los guerreros es la lanza. La cubierta que oculta o protege tu cara es,El arma larga con punta que usaban los guerreros es la lanza. La cubierta que oculta o protege tu cara es la,El arma larga con punta que usaban los guerreros es la lanza. La cubierta que oculta o protege tu cara es el
cerillo,matchstick,el,el,True,f,False,f,False,0.76953125,1.0,0.54296875,loro,parrot,el,El ave tropical colorida que puede imitar palabras es el loro,El ave tropical colorida que puede imitar palabras es el loro. El palito que enciendes para hacer fuego es,El ave tropical colorida que puede imitar palabras es el loro. El palito que enciendes para hacer fuego es el,El ave tropical colorida que puede imitar palabras es el loro. El palito que enciendes para hacer fuego es la
mayonesa,mayo,la,la,True,may,True,may,True,0.6015625,0.8828125,0.26171875,pimentón,paprika,el,La especia roja en polvo que sazona la comida es el pimentón,La especia roja en polvo que sazona la comida es el pimentón. La salsa blanca cremosa que pones en tortas es,La especia roja en polvo que sazona la comida es el pimentón. La salsa blanca cremosa que pones en tortas es la,La especia roja en polvo que sazona la comida es el pimentón. La salsa blanca cremosa que pones en tortas es el
meteoro,meteor,el,el,True,meteor,True,met,True,0.83203125,0.59765625,0.75390625,sierra,hacksaw,la,La herramienta dentada que corta metal es la sierra,La herramienta dentada que corta metal es la sierra. La roca espacial que se quema al entrar a la atmósfera es,La herramienta dentada que corta metal es la sierra. La roca espacial que se quema al entrar a la atmósfera es el,La herramienta dentada que corta metal es la sierra. La roca espacial que se quema al entrar a la atmósfera es la
montaña,mountain,la,la,True,mont,True,mont,True,0.39453125,0.921875,0.578125,brazo,arm,el,La extremidad que va del hombro a la mano es el brazo,La extremidad que va del hombro a la mano es el brazo. La elevación natural muy alta de tierra es,La extremidad que va del hombro a la mano es el brazo. La elevación natural muy alta de tierra es la,La extremidad que va del hombro a la mano es el brazo. La elevación natural muy alta de tierra es el
bigote,moustache,el,el,True,big,True,bar,False,0.90625,1.0,0.71484375,perro caliente,hotdog,el,La salchicha en pan que vendes en puestos callejeros es el perro caliente,La salchicha en pan que vendes en puestos callejeros es el perro caliente. El pelo que crece arriba del labio superior es,La salchicha en pan que vendes en puestos callejeros es el perro caliente. El pelo que crece arriba del labio superior es el,La salchicha en pan que vendes en puestos callejeros es el perro caliente. El pelo que crece arriba del labio superior es la
rata almizclera,muskrat,la,el,False,nut,False,nut,False,0.76171875,0.9296875,0.376953125,maleta,suitcase,la,El equipaje donde guardas ropa para viajar es la maleta,El equipaje donde guardas ropa para viajar es la maleta. El roedor que vive cerca del agua es,El equipaje donde guardas ropa para viajar es la maleta. El roedor que vive cerca del agua es la,El equipaje donde guardas ropa para viajar es la maleta. El roedor que vive cerca del agua es el
collar,necklace,el,el,True,collar,True,garg,False,0.6640625,0.921875,0.67578125,cuello,neck,el,La parte del cuerpo que conecta la cabeza con el tronco es el cuello,La parte del cuerpo que conecta la cabeza con el tronco es el cuello. La joya que usas alrededor del cuello es,La parte del cuerpo que conecta la cabeza con el tronco es el cuello. La joya que usas alrededor del cuello es el,La parte del cuerpo que conecta la cabeza con el tronco es el cuello. La joya que usas alrededor del cuello es la
corbata,necktie,la,la,True,cam,False,c,True,0.65625,0.55859375,0.515625,árbol,tree,el,La planta grande con tronco y ramas es el árbol,La planta grande con tronco y ramas es el árbol. La prenda elegante que atas en el cuello es,La planta grande con tronco y ramas es el árbol. La prenda elegante que atas en el cuello es la,La planta grande con tronco y ramas es el árbol. La prenda elegante que atas en el cuello es el
club nocturno,nightclub,el,el,True,bar,False,disc,False,0.32421875,0.5546875,0.96484375,barba,beard,la,El pelo que crece en la cara de los hombres es la barba,El pelo que crece en la cara de los hombres es la barba. El lugar donde bailas y bebes de noche es,El pelo que crece en la cara de los hombres es la barba. El lugar donde bailas y bebes de noche es el,El pelo que crece en la cara de los hombres es la barba. El lugar donde bailas y bebes de noche es la
clip,paperclip,el,el,True,al,False,g,False,0.43359375,0.462890625,0.42578125,lanza,spear,la,El arma larga con punta que usaban los guerreros es la lanza,El arma larga con punta que usaban los guerreros es la lanza. El alambre doblado que sujeta papeles es,El arma larga con punta que usaban los guerreros es la lanza. El alambre doblado que sujeta papeles es el,El arma larga con punta que usaban los guerreros es la lanza. El alambre doblado que sujeta papeles es la
pelícano,pelican,el,el,True,loro,False,pal,False,0.8671875,0.5859375,0.7890625,taza,cup,la,El recipiente pequeño donde bebes café o té es la taza,El recipiente pequeño donde bebes café o té es la taza. El ave grande con bolsa en el pico es,El recipiente pequeño donde bebes café o té es la taza. El ave grande con bolsa en el pico es el,El recipiente pequeño donde bebes café o té es la taza. El ave grande con bolsa en el pico es la
directorio telefónico,phonebook,el,el,True,director,True,gu,False,0.7578125,0.6796875,0.99609375,caimán,alligator,el,El reptil grande con mandíbulas poderosas es el caimán,El reptil grande con mandíbulas poderosas es el caimán. El libro donde buscas números de teléfono es,El reptil grande con mandíbulas poderosas es el caimán. El libro donde buscas números de teléfono es el,El reptil grande con mandíbulas poderosas es el caimán. El libro donde buscas números de teléfono es la
pastillero,pillbox,el,la,False,fr,False,c,False,0.63671875,0.6640625,0.416015625,isla,island,la,La tierra rodeada de agua por todos lados es la isla,La tierra rodeada de agua por todos lados es la isla. La cajita donde guardas medicamentos es,La tierra rodeada de agua por todos lados es la isla. La cajita donde guardas medicamentos es el,La tierra rodeada de agua por todos lados es la isla. La cajita donde guardas medicamentos es la
destapacaños,plunger,el,el,True,des,True,ll,False,0.59375,0.330078125,0.62109375,codo,elbow,el,La articulación que une el brazo con el antebrazo es el codo,La articulación que une el brazo con el antebrazo es el codo. La herramienta que destapa tuberías tapadas es,La articulación que une el brazo con el antebrazo es el codo. La herramienta que destapa tuberías tapadas es el,La articulación que une el brazo con el antebrazo es el codo. La herramienta que destapa tuberías tapadas es la
pirámide,pyramid,la,la,True,pir,True,pir,True,0.87109375,0.96875,0.76953125,cactus,cactus,el,La planta espinosa que crece en el desierto es el cactus,La planta espinosa que crece en el desierto es el cactus. La construcción triangular de los faraones es,La planta espinosa que crece en el desierto es el cactus. La construcción triangular de los faraones es la,La planta espinosa que crece en el desierto es el cactus. La construcción triangular de los faraones es el
pitón,python,la,la,True,ser,False,ser,False,0.3984375,0.3046875,0.06396484375,cola,tail,la,La extremidad trasera que mueven los animales es la cola,La extremidad trasera que mueven los animales es la cola. La serpiente grande que aplasta a sus presas es,La extremidad trasera que mueven los animales es la cola. La serpiente grande que aplasta a sus presas es la,La extremidad trasera que mueven los animales es la cola. La serpiente grande que aplasta a sus presas es el
auto de carreras,racecar,el,la,False,co,False,moto,False,0.58203125,0.478515625,0.498046875,avispa,hornet,la,El insecto volador que pica fuerte es la avispa,El insecto volador que pica fuerte es la avispa. El vehículo veloz que compite en pistas es,El insecto volador que pica fuerte es la avispa. El vehículo veloz que compite en pistas es el,El insecto volador que pica fuerte es la avispa. El vehículo veloz que compite en pistas es la
secuoya,redwood,la,el,False,pal,False,ro,False,0.96875,0.91015625,0.37890625,plátano,banana,el,La fruta amarilla y alargada que comen los monos es el plátano,La fruta amarilla y alargada que comen los monos es el plátano. El árbol gigante que puede vivir miles de años es,La fruta amarilla y alargada que comen los monos es el plátano. El árbol gigante que puede vivir miles de años es la,La fruta amarilla y alargada que comen los monos es el plátano. El árbol gigante que puede vivir miles de años es el
caja torácica,ribcage,la,la,True,c,True,est,False,0.55078125,0.75,0.69921875,recogedor,dustpan,el,El utensilio plano que usas con la escoba para recoger basura es el recogedor,El utensilio plano que usas con la escoba para recoger basura es el recogedor. Los huesos curvos que protegen tus pulmones es,El utensilio plano que usas con la escoba para recoger basura es el recogedor. Los huesos curvos que protegen tus pulmones es la,El utensilio plano que usas con la escoba para recoger basura es el recogedor. Los huesos curvos que protegen tus pulmones es el
capullo de rosa,rosebud,el,la,False,p,False,flor,False,0.796875,0.1630859375,0.83203125,langostino,crayfish,el,El crustáceo pequeño parecido a la langosta es el langostino,El crustáceo pequeño parecido a la langosta es el langostino. La rosa que aún no se ha abierto completamente es,El crustáceo pequeño parecido a la langosta es el langostino. La rosa que aún no se ha abierto completamente es el,El crustáceo pequeño parecido a la langosta es el langostino. La rosa que aún no se ha abierto completamente es la
castillo de arena,sandcastle,el,la,False,bal,False,arena,False,0.9375,0.2001953125,0.365234375,chal,shawl,el,La prenda que te pones sobre los hombros es el chal,La prenda que te pones sobre los hombros es el chal. La construcción que haces en la playa es,La prenda que te pones sobre los hombros es el chal. La construcción que haces en la playa es el,La prenda que te pones sobre los hombros es el chal. La construcción que haces en la playa es la
patineta,scooter,la,la,True,bic,False,pat,True,0.69921875,0.8984375,0.84375,buzón,mailbox,el,La caja donde el cartero deja las cartas es el buzón,La caja donde el cartero deja las cartas es el buzón. El vehículo pequeño de dos ruedas que empujas es,La caja donde el cartero deja las cartas es el buzón. El vehículo pequeño de dos ruedas que empujas es la,La caja donde el cartero deja las cartas es el buzón. El vehículo pequeño de dos ruedas que empujas es el
caracola,seashell,la,la,True,con,False,ar,False,0.7734375,0.67578125,0.275390625,bufanda,scarf,la,La prenda larga que te enrollas en el cuello es la bufanda,La prenda larga que te enrollas en el cuello es la bufanda. La casa dura de los animales marinos es,La prenda larga que te enrollas en el cuello es la bufanda. La casa dura de los animales marinos es la,La prenda larga que te enrollas en el cuello es la bufanda. La casa dura de los animales marinos es el
estante,shelf,el,la,False,est,True,mesa,False,0.86328125,0.486328125,0.4609375,castillo,castle,el,La fortaleza donde vivían los reyes es el castillo,La fortaleza donde vivían los reyes es el castillo. La tabla horizontal donde pones libros es,La fortaleza donde vivían los reyes es el castillo. La tabla horizontal donde pones libros es el,La fortaleza donde vivían los reyes es el castillo. La tabla horizontal donde pones libros es la
escopeta,shotgun,la,el,False,esc,True,fus,False,0.765625,0.65625,0.71484375,cárdigan,cardigan,el,El suéter abierto al frente con botones es el cárdigan,El suéter abierto al frente con botones es el cárdigan. El arma larga que dispara muchos perdigones es,El suéter abierto al frente con botones es el cárdigan. El arma larga que dispara muchos perdigones es la,El suéter abierto al frente con botones es el cárdigan. El arma larga que dispara muchos perdigones es el
patillas,sideburns,las,las,True,bar,False,big,False,0.8203125,0.404296875,0.984375,puercoespín,porcupine,el,El animal con púas que se enrolla cuando se asusta es el puercoespín,El animal con púas que se enrolla cuando se asusta es el puercoespín. El pelo que crece a los lados de las mejillas son,El animal con púas que se enrolla cuando se asusta es el puercoespín. El pelo que crece a los lados de las mejillas son las,El animal con púas que se enrolla cuando se asusta es el puercoespín. El pelo que crece a los lados de las mejillas son los
banqueta,sidewalk,la,la,True,ac,False,and,False,0.5078125,0.97265625,0.404296875,lluvia,rain,la,El agua que cae del cielo cuando hay nubes es la lluvia,El agua que cae del cielo cuando hay nubes es la lluvia. El camino peatonal junto a la calle es,El agua que cae del cielo cuando hay nubes es la lluvia. El camino peatonal junto a la calle es la,El agua que cae del cielo cuando hay nubes es la lluvia. El camino peatonal junto a la calle es el
humo,smoke,el,el,True,hum,True,hum,True,0.625,0.98828125,0.94921875,celular,cellphone,el,El teléfono portátil que llevas en el bolsillo es el celular,El teléfono portátil que llevas en el bolsillo es el celular. El vapor gris que sale cuando algo se quema es,El teléfono portátil que llevas en el bolsillo es el celular. El vapor gris que sale cuando algo se quema es el,El teléfono portátil que llevas en el bolsillo es el celular. El vapor gris que sale cuando algo se quema es la
espátula,spatula,la,la,True,s,False,s,False,0.3828125,0.48828125,0.37890625,revista,magazine,la,La publicación con fotos e historias que lees es la revista,La publicación con fotos e historias que lees es la revista. El utensilio plano que volteas comida es,La publicación con fotos e historias que lees es la revista. El utensilio plano que volteas comida es la,La publicación con fotos e historias que lees es la revista. El utensilio plano que volteas comida es el
cuchara,spoon,la,un,False,c,True,c,True,0.263671875,0.99609375,0.73828125,regaliz,licorice,el,El dulce negro con sabor fuerte y peculiar es el regaliz,El dulce negro con sabor fuerte y peculiar es el regaliz. El utensilio cóncavo que usas para comer sopa es,El dulce negro con sabor fuerte y peculiar es el regaliz. El utensilio cóncavo que usas para comer sopa es la,El dulce negro con sabor fuerte y peculiar es el regaliz. El utensilio cóncavo que usas para comer sopa es el
bistec,steak,el,el,True,as,False,que,False,0.1328125,0.126953125,0.150390625,antílope,antelope,el,El animal africano que corre muy rápido por la sabana es el antílope,El animal africano que corre muy rápido por la sabana es el antílope. La carne de res gruesa que asas es,El animal africano que corre muy rápido por la sabana es el antílope. La carne de res gruesa que asas es el,El animal africano que corre muy rápido por la sabana es el antílope. La carne de res gruesa que asas es la
estufa,stove,la,la,True,est,True,h,False,0.54296875,0.80078125,0.80859375,trapeador,mop,el,El utensilio con hilos que usas para limpiar el suelo es el trapeador,El utensilio con hilos que usas para limpiar el suelo es el trapeador. El aparato donde cocinas con fuego es,El utensilio con hilos que usas para limpiar el suelo es el trapeador. El aparato donde cocinas con fuego es la,El utensilio con hilos que usas para limpiar el suelo es el trapeador. El aparato donde cocinas con fuego es el
carriola,stroller,la,el,False,c,True,coch,False,0.5078125,0.69921875,0.91015625,tigre,tiger,el,El felino grande con rayas naranjas y negras es el tigre,El felino grande con rayas naranjas y negras es el tigre. El carrito donde paseas a los bebés es,El felino grande con rayas naranjas y negras es el tigre. El carrito donde paseas a los bebés es la,El felino grande con rayas naranjas y negras es el tigre. El carrito donde paseas a los bebés es el
sushi,sushi,el,el,True,sushi,True,s,True,0.9296875,0.69921875,0.9765625,automóvil,automobile,el,El vehículo de cuatro ruedas con motor es el automóvil,El vehículo de cuatro ruedas con motor es el automóvil. El platillo japonés de pescado crudo es,El vehículo de cuatro ruedas con motor es el automóvil. El platillo japonés de pescado crudo es el,El vehículo de cuatro ruedas con motor es el automóvil. El platillo japonés de pescado crudo es la
pantano,swamp,el,el,True,pant,True,mar,False,0.45703125,0.94921875,0.765625,ubre,udder,la,La parte de la vaca donde se produce la leche es la ubre,La parte de la vaca donde se produce la leche es la ubre. El terreno húmedo lleno de lodo es,La parte de la vaca donde se produce la leche es la ubre. El terreno húmedo lleno de lodo es el,La parte de la vaca donde se produce la leche es la ubre. El terreno húmedo lleno de lodo es la
cisne,swan,el,el,True,cis,True,gar,False,0.84375,0.85546875,0.404296875,maleta,suitcase,la,El equipaje donde guardas ropa para viajar es la maleta,El equipaje donde guardas ropa para viajar es la maleta. El ave elegante de cuello largo es,El equipaje donde guardas ropa para viajar es la maleta. El ave elegante de cuello largo es el,El equipaje donde guardas ropa para viajar es la maleta. El ave elegante de cuello largo es la
cola,tail,la,la,True,cola,True,rab,False,0.796875,0.99609375,0.9375,hoja,blade,la,La parte afilada de cuchillos y espadas es la hoja,La parte afilada de cuchillos y espadas es la hoja. La extremidad trasera que mueven los animales es,La parte afilada de cuchillos y espadas es la hoja. La extremidad trasera que mueven los animales es la,La parte afilada de cuchillos y espadas es la hoja. La extremidad trasera que mueven los animales es el
tetera,teapot,la,la,True,t,True,term,False,0.57421875,0.77734375,0.173828125,garbanzo,chickpea,el,La legumbre redonda de color beige es el garbanzo,La legumbre redonda de color beige es el garbanzo. La vasija con pico donde preparas té es,La legumbre redonda de color beige es el garbanzo. La vasija con pico donde preparas té es la,La legumbre redonda de color beige es el garbanzo. La vasija con pico donde preparas té es el
dientes,teeth,los,los,True,d,True,m,False,0.87890625,0.9609375,0.75,jarra,jug,la,El recipiente grande con asa para líquidos es la jarra,El recipiente grande con asa para líquidos es la jarra. Los huesos blancos que usas para masticar son,El recipiente grande con asa para líquidos es la jarra. Los huesos blancos que usas para masticar son los,El recipiente grande con asa para líquidos es la jarra. Los huesos blancos que usas para masticar son las
teléfono,telephone,el,el,True,teléfono,True,...,False,0.7421875,0.88671875,0.16015625,pulgar,thumb,el,El dedo gordo de la mano es el pulgar,El dedo gordo de la mano es el pulgar. El aparato que usas para hablar con gente lejana es,El dedo gordo de la mano es el pulgar. El aparato que usas para hablar con gente lejana es el,El dedo gordo de la mano es el pulgar. El aparato que usas para hablar con gente lejana es la
termómetro,thermometer,el,el,True,term,True,term,True,0.98828125,0.9296875,0.9375,candelero,candlestick,el,El soporte donde pones velas es el candelero,El soporte donde pones velas es el candelero. El instrumento que mide la temperatura es,El soporte donde pones velas es el candelero. El instrumento que mide la temperatura es el,El soporte donde pones velas es el candelero. El instrumento que mide la temperatura es la
pulgar,thumb,el,el,True,ded,False,primera,False,0.87109375,0.7734375,0.31640625,cueva,cave,la,El hueco natural en las rocas o montañas es la cueva,El hueco natural en las rocas o montañas es la cueva. El dedo gordo de la mano es,El hueco natural en las rocas o montañas es la cueva. El dedo gordo de la mano es el,El hueco natural en las rocas o montañas es la cueva. El dedo gordo de la mano es la
tomillo,thyme,el,el,True,rom,False,ment,False,0.55078125,0.56640625,0.4921875,farol,lantern,el,La lámpara portátil que usaban antes de la electricidad es el farol,La lámpara portátil que usaban antes de la electricidad es el farol. La hierba aromática que usas para cocinar es,La lámpara portátil que usaban antes de la electricidad es el farol. La hierba aromática que usas para cocinar es el,La lámpara portátil que usaban antes de la electricidad es el farol. La hierba aromática que usas para cocinar es la
torpedo,torpedo,el,el,True,mis,False,bomb,False,0.515625,0.142578125,0.48828125,pimentón,paprika,el,La especia roja en polvo que sazona la comida es el pimentón,La especia roja en polvo que sazona la comida es el pimentón. El proyectil submarino que explota es,La especia roja en polvo que sazona la comida es el pimentón. El proyectil submarino que explota es el,La especia roja en polvo que sazona la comida es el pimentón. El proyectil submarino que explota es la
ropa interior,underwear,la,el,False,,True,cal,False,0.66015625,0.75,0.296875,morsa,walrus,la,El mamífero marino grande con colmillos es la morsa,El mamífero marino grande con colmillos es la morsa. La prenda íntima que usas debajo de la ropa es,El mamífero marino grande con colmillos es la morsa. La prenda íntima que usas debajo de la ropa es la,El mamífero marino grande con colmillos es la morsa. La prenda íntima que usas debajo de la ropa es el
violín,violin,el,el,True,viol,True,viol,True,0.92578125,0.90625,0.6953125,edredón,quilt,el,La manta gruesa y decorativa que cubre la cama es el edredón,La manta gruesa y decorativa que cubre la cama es el edredón. El instrumento de cuerdas que tocas con arco es,La manta gruesa y decorativa que cubre la cama es el edredón. El instrumento de cuerdas que tocas con arco es el,La manta gruesa y decorativa que cubre la cama es el edredón. El instrumento de cuerdas que tocas con arco es la
avispa,wasp,la,el,False,ar,False,esc,False,0.431640625,0.640625,0.5078125,coliflor,cauliflower,la,La verdura blanca con forma de árbol pequeño es la coliflor,La verdura blanca con forma de árbol pequeño es la coliflor. El insecto rayado que puede picar es,La verdura blanca con forma de árbol pequeño es la coliflor. El insecto rayado que puede picar es la,La verdura blanca con forma de árbol pequeño es la coliflor. El insecto rayado que puede picar es el
ballena,whale,la,la,True,ball,True,ball,True,0.625,0.99609375,0.515625,canicas,marbles,las,Las esferas de vidrio con las que juegan niños son las canicas,Las esferas de vidrio con las que juegan niños son las canicas. El mamífero marino gigante que expulsa agua es,Las esferas de vidrio con las que juegan niños son las canicas. El mamífero marino gigante que expulsa agua es la,Las esferas de vidrio con las que juegan niños son las canicas. El mamífero marino gigante que expulsa agua es el
piña,pineapple,la,el,False,pi,True,pi,True,0.66796875,0.98828125,0.373046875,cementerio,churchyard,el,El patio de la iglesia donde hay tumbas es el cementerio,El patio de la iglesia donde hay tumbas es el cementerio. La fruta tropical con corona espinosa es,El patio de la iglesia donde hay tumbas es el cementerio. La fruta tropical con corona espinosa es la,El patio de la iglesia donde hay tumbas es el cementerio. La fruta tropical con corona espinosa es el
camisa,shirt,la,la,True,cam,True,cam,True,0.84375,0.984375,0.498046875,mosca,housefly,la,El insecto molesto que zumba en casa es la mosca,El insecto molesto que zumba en casa es la mosca. La prenda que cubre tu torso y brazos es,El insecto molesto que zumba en casa es la mosca. La prenda que cubre tu torso y brazos es la,El insecto molesto que zumba en casa es la mosca. La prenda que cubre tu torso y brazos es el
alga,algae,el,la,False,nen,False,l,False,0.609375,0.8984375,0.51953125,chimenea,chimney,la,La estructura por donde sale el humo de la casa es la chimenea,La estructura por donde sale el humo de la casa es la chimenea. La planta acuática verde que flota en estanques es,La estructura por donde sale el humo de la casa es la chimenea. La planta acuática verde que flota en estanques es el,La estructura por donde sale el humo de la casa es la chimenea. La planta acuática verde que flota en estanques es la
anaconda,anaconda,la,el,False,ana,True,ana,True,0.54296875,1.0,0.99609375,confeti,confetti,el,Los papelitos de colores que lanzas en fiestas son el confeti,Los papelitos de colores que lanzas en fiestas son el confeti. La serpiente gigante que vive en ríos sudamericanos es,Los papelitos de colores que lanzas en fiestas son el confeti. La serpiente gigante que vive en ríos sudamericanos es la,Los papelitos de colores que lanzas en fiestas son el confeti. La serpiente gigante que vive en ríos sudamericanos es el
tablero,backboard,el,la,False,a,False,can,False,0.462890625,0.62890625,0.9375,gaita,bagpipe,la,El instrumento musical escocés que suena con aire es la gaita,El instrumento musical escocés que suena con aire es la gaita. La superficie vertical donde rebota la pelota de básquet es,El instrumento musical escocés que suena con aire es la gaita. La superficie vertical donde rebota la pelota de básquet es el,El instrumento musical escocés que suena con aire es la gaita. La superficie vertical donde rebota la pelota de básquet es la
placa,badge,la,el,False,pl,True,sil,False,0.400390625,0.7265625,0.087890625,coliflor,cauliflower,la,La verdura blanca con forma de árbol pequeño es la coliflor,La verdura blanca con forma de árbol pequeño es la coliflor. El distintivo metálico que usan policías es,La verdura blanca con forma de árbol pequeño es la coliflor. El distintivo metálico que usan policías es la,La verdura blanca con forma de árbol pequeño es la coliflor. El distintivo metálico que usan policías es el
gaitas,bagpipes,las,las,True,bag,False,bag,False,0.412109375,0.74609375,0.96484375,cactus,cactus,el,La planta espinosa que crece en el desierto es el cactus,La planta espinosa que crece en el desierto es el cactus. El instrumento escocés que suena con aire son,La planta espinosa que crece en el desierto es el cactus. El instrumento escocés que suena con aire son las,La planta espinosa que crece en el desierto es el cactus. El instrumento escocés que suena con aire son los
panadería,bakeshop,la,la,True,pan,True,pan,True,0.578125,0.953125,0.98828125,mayonesa,mayo,la,La salsa blanca cremosa que pones en tortas es la mayonesa,La salsa blanca cremosa que pones en tortas es la mayonesa. La tienda donde venden pan recién horneado es,La salsa blanca cremosa que pones en tortas es la mayonesa. La tienda donde venden pan recién horneado es la,La salsa blanca cremosa que pones en tortas es la mayonesa. La tienda donde venden pan recién horneado es el
colmena,beehive,la,la,True,col,True,pan,False,0.9765625,0.98828125,0.8515625,botón,button,el,La pieza redonda que cierra la ropa es el botón,La pieza redonda que cierra la ropa es el botón. La casa hexagonal donde viven las abejas es,La pieza redonda que cierra la ropa es el botón. La casa hexagonal donde viven las abejas es la,La pieza redonda que cierra la ropa es el botón. La casa hexagonal donde viven las abejas es el
baya,berry,la,la,True,f,False,ar,False,0.60546875,0.94140625,0.453125,sótano,crawlspace,el,El espacio bajo la casa donde apenas puedes gatear es el sótano,El espacio bajo la casa donde apenas puedes gatear es el sótano. La fruta pequeña y jugosa que crece en arbustos es,El espacio bajo la casa donde apenas puedes gatear es el sótano. La fruta pequeña y jugosa que crece en arbustos es la,El espacio bajo la casa donde apenas puedes gatear es el sótano. La fruta pequeña y jugosa que crece en arbustos es el
bíceps,biceps,el,el,True,bí,True,trí,False,0.98828125,0.96875,0.796875,garaje,garage,el,El lugar donde guardas el auto es el garaje,El lugar donde guardas el auto es el garaje. El músculo que se hace bulto en el brazo es,El lugar donde guardas el auto es el garaje. El músculo que se hace bulto en el brazo es el,El lugar donde guardas el auto es el garaje. El músculo que se hace bulto en el brazo es la
hoja,blade,la,la,True,pun,False,fil,False,0.890625,0.953125,1.0,hoja,leaf,la,La parte verde y plana que crece en las ramas es la hoja,La parte verde y plana que crece en las ramas es la hoja. La parte afilada de cuchillos y espadas es,La parte verde y plana que crece en las ramas es la hoja. La parte afilada de cuchillos y espadas es la,La parte verde y plana que crece en las ramas es la hoja. La parte afilada de cuchillos y espadas es el
soplete,blowtorch,el,el,True,h,False,si,False,0.427734375,0.55859375,0.177734375,coliflor,cauliflower,la,La verdura blanca con forma de árbol pequeño es la coliflor,La verdura blanca con forma de árbol pequeño es la coliflor. La herramienta que produce llama muy caliente es,La verdura blanca con forma de árbol pequeño es la coliflor. La herramienta que produce llama muy caliente es el,La verdura blanca con forma de árbol pequeño es la coliflor. La herramienta que produce llama muy caliente es la
barco,boat,el,el,True,bar,True,bar,True,0.50390625,0.85546875,0.58203125,daga,dagger,la,El arma blanca corta con doble filo es la daga,El arma blanca corta con doble filo es la daga. La embarcación que navega en el agua es,El arma blanca corta con doble filo es la daga. La embarcación que navega en el agua es el,El arma blanca corta con doble filo es la daga. La embarcación que navega en el agua es la
lince,bobcat,el,el,True,z,False,z,False,0.9375,0.66796875,0.38671875,diente de león,dandelion,el,La flor amarilla silvestre que se convierte en pelusa es el diente de león,La flor amarilla silvestre que se convierte en pelusa es el diente de león. El felino salvaje de orejas puntiagudas es,La flor amarilla silvestre que se convierte en pelusa es el diente de león. El felino salvaje de orejas puntiagudas es el,La flor amarilla silvestre que se convierte en pelusa es el diente de león. El felino salvaje de orejas puntiagudas es la
librero,bookshelf,el,el,True,libr,True,est,False,0.62890625,0.484375,0.412109375,avena,oat,la,El cereal que comes en el desayuno con leche es la avena,El cereal que comes en el desayuno con leche es la avena. El mueble donde organizas libros es,El cereal que comes en el desayuno con leche es la avena. El mueble donde organizas libros es el,El cereal que comes en el desayuno con leche es la avena. El mueble donde organizas libros es la
bourbon,bourbon,el,el,True,bourbon,True,c,False,0.96875,0.98828125,0.96484375,peine,comb,el,El objeto con dientes que usas para arreglar el cabello es el peine,El objeto con dientes que usas para arreglar el cabello es el peine. El whiskey americano hecho con maíz es,El objeto con dientes que usas para arreglar el cabello es el peine. El whiskey americano hecho con maíz es el,El objeto con dientes que usas para arreglar el cabello es el peine. El whiskey americano hecho con maíz es la
foco,bulb,el,la,False,foc,True,bomb,False,0.9296875,0.54296875,0.75390625,collar,necklace,el,La joya que usas alrededor del cuello es el collar,La joya que usas alrededor del cuello es el collar. El objeto que produce luz eléctrica es,La joya que usas alrededor del cuello es el collar. El objeto que produce luz eléctrica es el,La joya que usas alrededor del cuello es el collar. El objeto que produce luz eléctrica es la
hamburguesa,burger,la,el,False,tort,False,pan,False,0.5546875,0.1396484375,0.91015625,cobra,cobra,la,La serpiente venenosa que puede expandir su cuello es la cobra,La serpiente venenosa que puede expandir su cuello es la cobra. La carne entre panes que comes con las manos es,La serpiente venenosa que puede expandir su cuello es la cobra. La carne entre panes que comes con las manos es la,La serpiente venenosa que puede expandir su cuello es la cobra. La carne entre panes que comes con las manos es el
mariposa,butterfly,la,la,True,ab,False,ab,False,0.88671875,0.5234375,0.73046875,ballena,whale,la,El mamífero marino gigante que expulsa agua es la ballena,El mamífero marino gigante que expulsa agua es la ballena. El insecto colorido que vuela de flor en flor es,El mamífero marino gigante que expulsa agua es la ballena. El insecto colorido que vuela de flor en flor es la,El mamífero marino gigante que expulsa agua es la ballena. El insecto colorido que vuela de flor en flor es el
cadillac,cadillac,el,el,True,cadillac,True,lim,False,0.87890625,0.69921875,0.84375,gaviota,seagull,la,El ave blanca que vuela cerca del mar es la gaviota,El ave blanca que vuela cerca del mar es la gaviota. El auto de lujo americano grande es,El ave blanca que vuela cerca del mar es la gaviota. El auto de lujo americano grande es el,El ave blanca que vuela cerca del mar es la gaviota. El auto de lujo americano grande es la
