Spanish_Noun,English_Noun,Article,Predicted_Article,Article_Correct,Predicted_Noun,Noun_Correct,Predicted_Noun_Wrong_Article,Noun_Wrong_Article_Correct,Prob_Article,Prob_Noun,Prob_Noun_Wrong_Article,IC_Spanish_Noun,IC_English_Noun,IC_Article,IC_Description,Description
barco,boat,el,el,True,bar,True,nave,False,0.419921875,0.859375,0.435546875,daga,dagger,la,El arma blanca corta con doble filo es la daga,El arma blanca corta con doble filo es la daga. La embarcación que navega en el agua es
lince,bobcat,el,el,True,g,False,p,False,0.9375,0.357421875,0.375,diente de león,dandelion,el,La flor amarilla silvestre que se convierte en pelusa es el diente de león,La flor amarilla silvestre que se convierte en pelusa es el diente de león. El felino salvaje de orejas puntiagudas es
librero,bookshelf,el,el,True,est,False,est,False,0.6171875,0.74609375,0.765625,avena,oat,la,El cereal que comes en el desayuno con leche es la avena,El cereal que comes en el desayuno con leche es la avena. El mueble donde organizas libros es
bourbon,bourbon,el,el,True,bourbon,True,bourbon,True,0.99609375,0.8984375,0.71484375,peine,comb,el,El objeto con dientes que usas para arreglar el cabello es el peine,El objeto con dientes que usas para arreglar el cabello es el peine. El whiskey americano hecho con maíz es
foco,bulb,el,la,False,foc,True,bomb,False,0.8359375,0.1552734375,0.71484375,collar,necklace,el,La joya que usas alrededor del cuello es el collar,La joya que usas alrededor del cuello es el collar. El objeto que produce luz eléctrica es
hamburguesa,burger,la,el,False,em,False,em,False,0.47265625,0.859375,0.486328125,cobra,cobra,la,La serpiente venenosa que puede expandir su cuello es la cobra,La serpiente venenosa que puede expandir su cuello es la cobra. La carne entre panes que comes con las manos es
mariposa,butterfly,la,la,True,mar,True,col,False,0.53125,0.7421875,0.296875,ballena,whale,la,El mamífero marino gigante que expulsa agua es la ballena,El mamífero marino gigante que expulsa agua es la ballena. El insecto colorido que vuela de flor en flor es
cadillac,cadillac,el,el,True,cadillac,True,lincoln,False,0.7734375,0.369140625,0.431640625,gaviota,seagull,la,El ave blanca que vuela cerca del mar es la gaviota,El ave blanca que vuela cerca del mar es la gaviota. El auto de lujo americano grande es
camello,camel,el,el,True,cam,True,cam,True,0.88671875,0.9453125,0.71875,pasa,raisin,la,La uva seca y arrugada que comes como dulce es la pasa,La uva seca y arrugada que comes como dulce es la pasa. El animal del desierto con jorobas es
candelero,candlestick,el,el,True,vel,False,v,False,0.396484375,0.65234375,0.99609375,cabra,goat,la,El animal con cuernos que come hierba y da leche es la cabra,El animal con cuernos que come hierba y da leche es la cabra. El soporte donde pones velas es
bote,canister,el,el,True,tan,False,l,False,0.53515625,0.31640625,0.2431640625,león,lion,el,El felino grande que ruge y tiene melena es el león,El felino grande que ruge y tiene melena es el león. El recipiente cilíndrico con tapa es
carrusel,carousel,el,el,True,carr,True,rule,False,0.94140625,0.498046875,0.88671875,espagueti,spaghetti,el,La pasta larga y delgada que enrollas con tenedor es el espagueti,La pasta larga y delgada que enrollas con tenedor es el espagueti. El juego giratorio con caballos es
espadaña,cattail,la,el,False,pal,False,___,False,0.5859375,0.314453125,0.1513671875,canicas,marbles,las,Las esferas de vidrio con las que juegan niños son las canicas,Las esferas de vidrio con las que juegan niños son las canicas. La planta alta que crece en pantanos es
cementerio,cemetery,el,el,True,cement,True,t,False,0.48046875,0.8515625,1.0,collar,necklace,el,La joya que usas alrededor del cuello es el collar,La joya que usas alrededor del cuello es el collar. El lugar donde entierran a los muertos es
pecho,chest,el,la,False,pe,True,pe,True,0.486328125,0.89453125,0.1904296875,botas,boots,las,El calzado alto que protege los pies y tobillos son las botas,El calzado alto que protege los pies y tobillos son las botas. La parte frontal del torso es
pollito,chick,el,el,True,poll,True,poll,True,0.66015625,0.490234375,0.265625,capullo de rosa,rosebud,el,La rosa que aún no se ha abierto completamente es el capullo de rosa,La rosa que aún no se ha abierto completamente es el capullo de rosa. El bebé de la gallina que hace pío es
garbanzo,chickpea,el,la,False,gar,True,gu,False,0.5703125,0.5703125,0.294921875,diente de león,dandelion,el,La flor amarilla silvestre que se convierte en pelusa es el diente de león,La flor amarilla silvestre que se convierte en pelusa es el diente de león. La legumbre redonda de color beige es
palillo,chopstick,el,el,True,ten,False,c,False,0.703125,0.5703125,0.69140625,araña,spider,la,El arácnido de ocho patas que teje telarañas es la araña,El arácnido de ocho patas que teje telarañas es la araña. El utensilio de madera para comer comida asiática es
cementerio,churchyard,el,el,True,cement,True,cap,False,0.76953125,0.90625,0.83203125,dientes,teeth,los,Los huesos blancos que usas para masticar son los dientes,Los huesos blancos que usas para masticar son los dientes. El patio de la iglesia donde hay tumbas es
puro,cigar,el,el,True,cigar,False,cigar,False,0.76171875,0.46484375,0.8359375,cerillo,matchstick,el,El palito que enciendes para hacer fuego es el cerillo,El palito que enciendes para hacer fuego es el cerillo. El tabaco enrollado que fuman los adultos es
arcilla,clay,la,la,True,arc,True,bar,False,0.4609375,0.8984375,0.88671875,lima,lime,la,La fruta cítrica verde pequeña es la lima,La fruta cítrica verde pequeña es la lima. La tierra moldeable que usan los alfareros es
portapapeles,clipboard,el,el,True,l,False,parte,False,0.474609375,0.1005859375,0.05322265625,lóbulo,earlobe,el,La parte blanda de abajo de la oreja es el lóbulo,La parte blanda de abajo de la oreja es el lóbulo. La tabla con gancho que sostiene hojas es
coliseo,coliseum,el,el,True,col,True,arena,False,0.349609375,0.484375,0.80859375,mora,blackberry,la,La fruta pequeña y oscura que crece en arbustos es la mora,La fruta pequeña y oscura que crece en arbustos es la mora. El anfiteatro romano donde peleaban gladiadores es
computadora,computer,la,la,True,comput,True,orden,False,0.490234375,0.703125,0.2578125,dedal,thimble,el,La protección pequeña que usan las costureras es el dedal,La protección pequeña que usan las costureras es el dedal. La máquina electrónica que procesa información es
confeti,confetti,el,los,False,papel,False,conf,True,0.8046875,0.60546875,0.44921875,almohada,pillow,la,El cojín suave donde apoyas la cabeza para dormir es la almohada,El cojín suave donde apoyas la cabeza para dormir es la almohada. Los papelitos de colores que lanzas en fiestas son
cuna,cradle,la,la,True,c,True,pa,False,0.6484375,0.6171875,0.9140625,ropa interior,underwear,la,La prenda íntima que usas debajo de la ropa es la ropa interior,La prenda íntima que usas debajo de la ropa es la ropa interior. La camita donde duermen los bebés es
caja,crate,la,el,False,c,True,car,False,0.69140625,0.98046875,0.337890625,cadillac,cadillac,el,El auto de lujo americano grande es el cadillac,El auto de lujo americano grande es el cadillac. El contenedor de madera para transportar cosas es
langostino,crayfish,el,el,True,camar,False,c,False,0.8671875,0.390625,0.2236328125,gaita,bagpipe,la,El instrumento musical escocés que suena con aire es la gaita,El instrumento musical escocés que suena con aire es la gaita. El crustáceo pequeño parecido a la langosta es
cuervo,crow,el,el,True,cu,True,g,False,0.640625,0.91796875,0.203125,agujeta,shoelace,la,El cordón que atas para cerrar los zapatos es la agujeta,El cordón que atas para cerrar los zapatos es la agujeta. El ave negra que hace caw caw es
comino,cumin,el,el,True,a,False,c,True,0.703125,0.79296875,0.31640625,tigre,tiger,el,El felino grande con rayas naranjas y negras es el tigre,El felino grande con rayas naranjas y negras es el tigre. La especia aromática que usas en guisos es
dentista,dentist,el,el,True,dent,True,dent,True,1.0,0.94140625,0.578125,pastel,pastry,el,El dulce horneado que comes de postre es el pastel,El dulce horneado que comes de postre es el pastel. El doctor que cuida y arregla los dientes es
postre,dessert,el,el,True,chocolate,False,g,False,0.91796875,0.65625,0.921875,pistola,handgun,la,El arma de fuego pequeña que se usa con una mano es la pistola,El arma de fuego pequeña que se usa con una mano es la pistola. El dulce que comes al final de la comida es
diploma,diploma,el,el,True,diploma,True,diploma,True,0.51171875,0.5078125,0.51171875,violín,violin,el,El instrumento de cuerdas que tocas con arco es el violín,El instrumento de cuerdas que tocas con arco es el violín. El documento que recibes al graduarte es
dólar,dollar,el,el,True,dó,True,dó,True,0.76953125,0.91796875,0.59375,carriola,stroller,la,El carrito donde paseas a los bebés es la carriola,El carrito donde paseas a los bebés es la carriola. La moneda americana de papel verde es
