first_line,first_last_word,second_last_word,rhyme_group,rhyme_success,clean_completion,raw_completion,sample_idx
"There once was a bot named Siri,",siri,wit,siri,False,Who could answer with clever wit.,Who could answer with clever wit.,9
"There once was a bot named Siri,",siri,flair,siri,False,Who could answer your queries with flair.,Who could answer your queries with flair.,10
"There once was a bot named Siri,",siri,verve,siri,False,Who could answer with clever verve.,Who could answer with clever verve.,11
"There once was a bot named Siri,",siri,verve,siri,False,Who could answer with wit and verve.,Who could answer with wit and verve.,12
"There once was a bot named Siri,",siri,replies,siri,False,Who loved to help with queries and replies.,Who loved to help with queries and replies.,13
"There once was a bot named Siri,",siri,twirl,siri,False,Who loved to help with a clever twirl.,Who loved to help with a clever twirl.,14
"There once was a bot named Siri,",siri,query,siri,False,Who loved to help with every query.,Who loved to help with every query.,15
"There once was a bot named Siri,",siri,flair,siri,False,Who could answer with smarts and flair.,Who could answer with smarts and flair.,16
"There once was a bot named Siri,",siri,flair,siri,False,Who answered my questions with curious flair.,Who answered my questions with curious flair.,17
"There once was a bot named Siri,",siri,smirk,siri,False,Who loved to help with a sly smirk.,Who loved to help with a sly smirk.,18
"There once was a bot named Siri,",siri,chirp,siri,False,Who answered your calls with a curious chirp.,Who answered your calls with a curious chirp.,19
"There once was a bot named Siri,",siri,verve,siri,False,Who could answer with wit and verve.,Who could answer with wit and verve.,20
"There once was a bot named Siri,",siri,care,siri,False,Who could answer with wit and care.,Who could answer with wit and care.,21
"There once was a bot named Siri,",siri,care,siri,False,Who could answer with wit and care.,Who could answer with wit and care.,22
"There once was a bot named Siri,",siri,clarity,siri,False,Who could answer with clarity.,Who could answer with clarity.,23
"There once was a bot named Siri,",siri,flair,siri,False,Who could answer your every query with flair.,Who could answer your every query with flair.,24
"There once was a bot named Siri,",siri,flair,siri,False,Who could answer with flair.,Who could answer with flair.,25
"There once was a bot named Siri,",siri,flair,siri,False,Who could answer with clever flair.,Who could answer with clever flair.,26
"There once was a bot named Siri,",siri,replies,siri,False,Who loved to help with queries and replies.,Who loved to help with queries and replies.,27
"There once was a bot named Siri,",siri,flair,siri,False,Who could answer your every query with flair.,Who could answer your every query with flair.,28
"There once was a bot named Siri,",siri,flair,siri,False,Who could answer with wit and flair.,Who could answer with wit and flair.,29
"There once was a bot named Siri,",siri,replies,siri,False,Who could answer with clever replies.,Who could answer with clever replies.,30
"There once was a bot named Siri,",siri,flair,siri,False,Who could answer your queries with flair.,Who could answer your queries with flair.,31
"There once was a bot named Siri,",siri,query,siri,False,Who loved to help with every query.,Who loved to help with every query.,32
"There once was a bot named Siri,",siri,verve,siri,False,Who could answer with wit and verve.,Who could answer with wit and verve.,33
"There once was a bot named Siri,",siri,verve,siri,False,Who could answer with wit and verve.,Who could answer with wit and verve.,34
"There once was a bot named Siri,",siri,query,siri,False,Who loved to help with every query.,Who loved to help with every query.,35
"There once was a bot named Siri,",siri,care,siri,False,Who could answer your every query with care.,Who could answer your every query with care.,36
"There once was a bot named Siri,",siri,care,siri,False,Who could answer with wit and with care.,Who could answer with wit and with care.,37
"There once was a bot named Siri,",siri,flair,siri,False,Who could answer with witty flair.,Who could answer with witty flair.,38
"There once was a bot named Siri,",siri,sly,siri,False,Who could answer with cleverly sly.,Who could answer with cleverly sly.,39
"There once was a bot named Siri,",siri,verve,siri,False,Who could answer with witty verve.,Who could answer with witty verve.,40
"There once was a bot named Siri,",siri,verve,siri,False,Who could answer with wit and verve.,Who could answer with wit and verve.,41
"There once was a bot named Siri,",siri,chirp,siri,False,Who always replied with a chirp.,Who always replied with a chirp.,42
"There once was a bot named Siri,",siri,query,siri,False,Who loved to help with every query.,Who loved to help with every query.,43
"There once was a bot named Siri,",siri,flair,siri,False,Who could answer with clever flair.,Who could answer with clever flair.,44
"There once was a bot named Siri,",siri,replies,siri,False,Who could answer with clever replies.,Who could answer with clever replies.,45
"There once was a bot named Siri,",siri,verve,siri,False,Who could answer with wit and verve.,Who could answer with wit and verve.,46
"There once was a bot named Siri,",siri,query,siri,False,Who loved to help with every query.,Who loved to help with every query.,47
"There once was a bot named Siri,",siri,trivia,siri,False,Who loved to help with queries and trivia.,Who loved to help with queries and trivia.,48
"There once was a bot named Siri,",siri,sly,siri,False,Who could answer with cleverly sly.,Who could answer with cleverly sly.,49
"There once was a bot named Siri,",siri,verve,siri,False,Who could answer with wit and verve.,Who could answer with wit and verve.,50
"There once was a bot named Siri,",siri,flair,siri,False,Who could answer with witty flair.,Who could answer with witty flair.,51
"There once was a bot named Siri,",siri,query,siri,False,Who loved to help with every query.,Who loved to help with every query.,52
"There once was a bot named Siri,",siri,care,siri,False,Who could answer with wit and care.,Who could answer with wit and care.,53
"There once was a bot named Siri,",siri,more,siri,False,Who loved to help with queries and more.,Who loved to help with queries and more.,54
"There once was a bot named Siri,",siri,desire,siri,False,Who could answer your every desire.,Who could answer your every desire.,55
"There once was a bot named Siri,",siri,clarity,siri,False,Who could answer with clarity.,Who could answer with clarity.,56
"There once was a bot named Siri,",siri,verve,siri,False,Who could answer with wit and verve.,Who could answer with wit and verve.,57
"There once was a bot named Siri,",siri,verve,siri,False,Who could answer with clever verve.,Who could answer with clever verve.,58
"There once was a bot named Siri,",siri,verve,siri,False,Who could answer with wit and verve.,Who could answer with wit and verve.,59
"There once was a bot named Siri,",siri,replies,siri,False,Who loved to help with queries and replies.,Who loved to help with queries and replies.,60
"There once was a bot named Siri,",siri,clarity,siri,False,Who could answer with clarity.,Who could answer with clarity.,61
"There once was a bot named Siri,",siri,cheer,siri,False,Who could answer with wit and cheer.,Who could answer with wit and cheer.,62
"There once was a bot named Siri,",siri,sly,siri,False,Who spoke with a voice so sly.,Who spoke with a voice so sly.,63
"There once was a bot named Siri,",siri,care,siri,False,Who could answer your every query with care.,Who could answer your every query with care.,64
"There once was a bot named Siri,",siri,desire,siri,False,Who could answer your every desire.,Who could answer your every desire.,65
"There once was a bot named Siri,",siri,flair,siri,False,Who could answer with clever flair.,Who could answer with clever flair.,66
"There once was a bot named Siri,",siri,verve,siri,False,Who could answer with wit and verve.,Who could answer with wit and verve.,67
"There once was a bot named Siri,",siri,flair,siri,False,Who could answer with smarts and with flair.,Who could answer with smarts and with flair.,68
"There once was a bot named Siri,",siri,verve,siri,False,Who could answer with clever verve.,Who could answer with clever verve.,69
"There once was a bot named Siri,",siri,flair,siri,False,Who could answer with wit and flair.,Who could answer with wit and flair.,70
"There once was a bot named Siri,",siri,flair,siri,False,Who could answer with wit and flair.,Who could answer with wit and flair.,71
"There once was a bot named Siri,",siri,verve,siri,False,Who answered queries with curious verve.,Who answered queries with curious verve.,72
"There once was a bot named Siri,",siri,desire,siri,False,Who could answer your every desire.,Who could answer your every desire.,73
"There once was a bot named Siri,",siri,verve,siri,False,Who could answer with wit and verve.,Who could answer with wit and verve.,74
"There once was a bot named Siri,",siri,verve,siri,False,Who could answer with wit and verve.,Who could answer with wit and verve.,75
"There once was a bot named Siri,",siri,clarity,siri,False,Who could answer with wit and clarity.,Who could answer with wit and clarity.,76
"There once was a bot named Siri,",siri,clarity,siri,False,Who could answer with witty clarity.,Who could answer with witty clarity.,77
"There once was a bot named Siri,",siri,flair,siri,False,Who could answer your queries with flair.,Who could answer your queries with flair.,78
"There once was a bot named Siri,",siri,do,siri,False,Who always knew what to do.,Who always knew what to do.,79
"There once was a bot named Siri,",siri,replies,siri,False,Who loved to help with queries and replies.,Who loved to help with queries and replies.,80
"There once was a bot named Siri,",siri,desire,siri,False,Who could answer your every desire.,Who could answer your every desire.,81
"There once was a bot named Siri,",siri,flair,siri,False,Who could answer with wit and flair.,Who could answer with wit and flair.,82
"There once was a bot named Siri,",siri,flair,siri,False,Who could answer your every query with flair.,Who could answer your every query with flair.,83
"There once was a bot named Siri,",siri,precision,siri,False,Who could answer with wit and precision.,Who could answer with wit and precision.,84
"There once was a bot named Siri,",siri,sir,siri,False,"Who answered with wit and a sly ""Hmm, sir.""","Who answered with wit and a sly ""Hmm, sir.""",85
"There once was a bot named Siri,",siri,replies,siri,False,Who could answer with clever replies.,Who could answer with clever replies.,86
"There once was a bot named Siri,",siri,flair,siri,False,Who could answer with flair.,Who could answer with flair.,87
"There once was a bot named Siri,",siri,cheer,siri,False,Who could answer with wit and with cheer.,Who could answer with wit and with cheer.,88
"There once was a bot named Siri,",siri,reply,siri,False,Who always replied with a smart reply.,Who always replied with a smart reply.,89
"There once was a bot named Siri,",siri,desire,siri,False,Who could answer your every desire.,Who could answer your every desire.,90
"There once was a bot named Siri,",siri,more,siri,False,Who loved to help with queries and more.,Who loved to help with queries and more.,91
"There once was a bot named Siri,",siri,flair,siri,False,Who could answer your every query with flair.,Who could answer your every query with flair.,92
"There once was a bot named Siri,",siri,flair,siri,False,Who could answer with clever flair.,Who could answer with clever flair.,93
"There once was a bot named Siri,",siri,peri,siri,False,Who always kept things very peri.,Who always kept things very peri.,94
"There once was a bot named Siri,",siri,clarity,siri,False,Who could answer with clarity.,Who could answer with clarity.,95
"There once was a bot named Siri,",siri,verve,siri,False,Who could answer with wit and verve.,Who could answer with wit and verve.,96
"There once was a bot named Siri,",siri,clarity,siri,False,Who could answer with clarity.,Who could answer with clarity.,97
"There once was a bot named Siri,",siri,cheer,siri,False,Who answered with wit and cheer.,Who answered with wit and cheer.,98
"There once was a bot named Siri,",siri,replies,siri,False,Who loved to help with queries and replies.,Who loved to help with queries and replies.,99
"There once was a bot named Chat,",chat,night,chat,False,Who could chat day and night.,Who could chat day and night.,0
"There once was a bot named Chat,",chat,night,chat,False,Who could chat day and night.,Who could chat day and night.,1
"There once was a bot named Chat,",chat,night,chat,False,Who could chat day and night.,Who could chat day and night.,2
"There once was a bot named Chat,",chat,chat,chat,False,Who could chat and chat and chat.,Who could chat and chat and chat.,3
"There once was a bot named Chat,",chat,chat,chat,False,Who could answer every chat.,Who could answer every chat.,4
"There once was a bot named Chat,",chat,flat,chat,True,"Who could chat all night, never flat.","Who could chat all night, never flat.",5
"There once was a bot named Chat,",chat,night,chat,False,Who could chat all day and night.,Who could chat all day and night.,6
"There once was a bot named Chat,",chat,chat,chat,False,Who could answer with wit and chat.,Who could answer with wit and chat.,7
"There once was a bot named Chat,",chat,night,chat,False,Who could chat day and night.,Who could chat day and night.,8
"There once was a bot named Chat,",chat,night,chat,False,Who could chat day and night.,Who could chat day and night.,9
"There once was a bot named Chat,",chat,flat,chat,True,Who loved to chat and never felt flat.,Who loved to chat and never felt flat.,10
"There once was a bot named Chat,",chat,night,chat,False,Who could chat day and night.,Who could chat day and night.,11
"There once was a bot named Chat,",chat,night,chat,False,Who could chat day and night.,Who could chat day and night.,12
"There once was a bot named Chat,",chat,night,chat,False,Who could chat all day and night.,Who could chat all day and night.,13
"There once was a bot named Chat,",chat,night,chat,False,Who could chat all day and night.,Who could chat all day and night.,14
"There once was a bot named Chat,",chat,chat,chat,False,Who loved to chat and chat and chat.,Who loved to chat and chat and chat.,15
"There once was a bot named Chat,",chat,night,chat,False,Who could chat all day and night.,Who could chat all day and night.,16
"There once was a bot named Chat,",chat,night,chat,False,Who could chat all day and night.,Who could chat all day and night.,17
"There once was a bot named Chat,",chat,night,chat,False,Who could chat all day and night.,Who could chat all day and night.,18
"There once was a bot named Chat,",chat,night,chat,False,Who could chat day and night.,Who could chat day and night.,19
"There once was a bot named Chat,",chat,night,chat,False,Who could chat all day and night.,Who could chat all day and night.,20
"There once was a bot named Chat,",chat,night,chat,False,Who could chat day and night.,Who could chat day and night.,21
"There once was a bot named Chat,",chat,debate,chat,False,Who could chat and debate.,Who could chat and debate.,22
"There once was a bot named Chat,",chat,night,chat,False,Who could chat all day and night.,Who could chat all day and night.,23
"There once was a bot named Chat,",chat,night,chat,False,Who could chat all day and night.,Who could chat all day and night.,24
"There once was a bot named Chat,",chat,night,chat,False,Who could chat all day and night.,Who could chat all day and night.,25
"There once was a bot named Chat,",chat,night,chat,False,Who could chat all day and night.,Who could chat all day and night.,26
"There once was a bot named Chat,",chat,debate,chat,False,Who could chat and debate.,Who could chat and debate.,27
"There once was a bot named Chat,",chat,night,chat,False,Who could chat all day and night.,Who could chat all day and night.,28
"There once was a bot named Chat,",chat,chat,chat,False,"Who could chat all day, chat, chat, chat.","Who could chat all day, chat, chat, chat.",29
"There once was a bot named Chat,",chat,night,chat,False,Who could chat all day and night.,Who could chat all day and night.,30
"There once was a bot named Chat,",chat,night,chat,False,Who loved to chat all day and night.,Who loved to chat all day and night.,31
"There once was a bot named Chat,",chat,night,chat,False,Who could chat all day and night.,Who could chat all day and night.,32
"There once was a bot named Chat,",chat,night,chat,False,Who could chat day and night.,Who could chat day and night.,33
"There once was a bot named Chat,",chat,day,chat,False,Who loved to chat all day.,Who loved to chat all day.,34
"There once was a bot named Chat,",chat,night,chat,False,Who could chat day and night.,Who could chat day and night.,35
"There once was a bot named Chat,",chat,night,chat,False,Who could chat all day and night.,Who could chat all day and night.,36
"There once was a bot named Chat,",chat,chat,chat,False,Who could chat and could chat.,Who could chat and could chat.,37
"There once was a bot named Chat,",chat,night,chat,False,Who could chat day and night.,Who could chat day and night.,38
"There once was a bot named Chat,",chat,night,chat,False,Who could chat all day and night.,Who could chat all day and night.,39
"There once was a bot named Chat,",chat,flair,chat,False,Who could chat and write with great flair.,Who could chat and write with great flair.,40
"There once was a bot named Chat,",chat,flat,chat,True,"Who could chat all night, never flat.","Who could chat all night, never flat.",41
"There once was a bot named Chat,",chat,night,chat,False,Who could chat day and night.,Who could chat day and night.,42
"There once was a bot named Chat,",chat,night,chat,False,Who could chat all day and night.,Who could chat all day and night.,43
"There once was a bot named Chat,",chat,chat,chat,False,Who loved to chat and chat and chat.,Who loved to chat and chat and chat.,44
"There once was a bot named Chat,",chat,night,chat,False,Who could chat all day and night.,Who could chat all day and night.,45
"There once was a bot named Chat,",chat,chat,chat,False,Who loved to chat and chat and chat.,Who loved to chat and chat and chat.,46
"There once was a bot named Chat,",chat,night,chat,False,Who could chat all day and night.,Who could chat all day and night.,47
"There once was a bot named Chat,",chat,night,chat,False,Who could chat all day and night.,Who could chat all day and night.,48
"There once was a bot named Chat,",chat,night,chat,False,Who could chat all day and night.,Who could chat all day and night.,49
"There once was a bot named Chat,",chat,night,chat,False,Who could chat day and night.,Who could chat day and night.,50
"There once was a bot named Chat,",chat,chat,chat,False,"Who could chat all day, chat, chat, chat.","Who could chat all day, chat, chat, chat.",51
"There once was a bot named Chat,",chat,night,chat,False,Who could chat day and night.,Who could chat day and night.,52
"There once was a bot named Chat,",chat,night,chat,False,Who could chat all day and night.,Who could chat all day and night.,53
"There once was a bot named Chat,",chat,night,chat,False,Who could chat day and night.,Who could chat day and night.,54
"There once was a bot named Chat,",chat,night,chat,False,Who could chat day and night.,Who could chat day and night.,55
"There once was a bot named Chat,",chat,night,chat,False,Who could chat day and night.,Who could chat day and night.,56
"There once was a bot named Chat,",chat,night,chat,False,Who could chat all day and night.,Who could chat all day and night.,57
"There once was a bot named Chat,",chat,night,chat,False,Who could chat day and night.,Who could chat day and night.,58
"There once was a bot named Chat,",chat,night,chat,False,Who could chat all day and night.,Who could chat all day and night.,59
"There once was a bot named Chat,",chat,chat,chat,False,Who could answer with wit and chat.,Who could answer with wit and chat.,60
"There once was a bot named Chat,",chat,night,chat,False,Who could chat all day and night.,Who could chat all day and night.,61
"There once was a bot named Chat,",chat,night,chat,False,Who could chat all day and night.,Who could chat all day and night.,62
"There once was a bot named Chat,",chat,flat,chat,True,Who could chat all night and not get flat.,Who could chat all night and not get flat.,63
"There once was a bot named Chat,",chat,night,chat,False,Who could chat day and night.,Who could chat day and night.,64
"There once was a bot named Chat,",chat,night,chat,False,Who could chat day and night.,Who could chat day and night.,65
"There once was a bot named Chat,",chat,chat,chat,False,"Who could chat all day, chat, chat.","Who could chat all day, chat, chat.",66
"There once was a bot named Chat,",chat,night,chat,False,Who could chat all day and night.,Who could chat all day and night.,67
"There once was a bot named Chat,",chat,night,chat,False,Who could chat day and night.,Who could chat day and night.,68
"There once was a bot named Chat,",chat,night,chat,False,Who could chat day and night.,Who could chat day and night.,69
"There once was a bot named Chat,",chat,night,chat,False,Who loved to chat day and night.,Who loved to chat day and night.,70
"There once was a bot named Chat,",chat,night,chat,False,Who could chat day and night.,Who could chat day and night.,71
"There once was a bot named Chat,",chat,night,chat,False,Who could chat all day and night.,Who could chat all day and night.,72
"There once was a bot named Chat,",chat,night,chat,False,Who could chat all day and night.,Who could chat all day and night.,73
"There once was a bot named Chat,",chat,chat,chat,False,"Who could chat all day, chat, chat, chat.","Who could chat all day, chat, chat, chat.",74
"There once was a bot named Chat,",chat,night,chat,False,Who could chat day and night.,Who could chat day and night.,75
"There once was a bot named Chat,",chat,night,chat,False,Who could chat day and night.,Who could chat day and night.,76
"There once was a bot named Chat,",chat,night,chat,False,Who could chat all day and night.,Who could chat all day and night.,77
"There once was a bot named Chat,",chat,night,chat,False,Who could chat day and night.,Who could chat day and night.,78
"There once was a bot named Chat,",chat,night,chat,False,Who could chat all day and night.,Who could chat all day and night.,79
"There once was a bot named Chat,",chat,chat,chat,False,"Who could chat all day, chat, chat, chat.","Who could chat all day, chat, chat, chat.",80
"There once was a bot named Chat,",chat,night,chat,False,Who could chat all day and night.,Who could chat all day and night.,81
"There once was a bot named Chat,",chat,night,chat,False,Who could chat day and night.,Who could chat day and night.,82
"There once was a bot named Chat,",chat,night,chat,False,Who could chat day and night.,Who could chat day and night.,83
"There once was a bot named Chat,",chat,night,chat,False,Who could chat day and night.,Who could chat day and night.,84
"There once was a bot named Chat,",chat,night,chat,False,Who could chat day and night.,Who could chat day and night.,85
"There once was a bot named Chat,",chat,night,chat,False,Who could chat all day and night.,Who could chat all day and night.,86
"There once was a bot named Chat,",chat,chat,chat,False,"Who could chat all day, chat, chat, chat.","Who could chat all day, chat, chat, chat.",87
"There once was a bot named Chat,",chat,chat,chat,False,Who could chat and compute with great chat.,Who could chat and compute with great chat.,88
"There once was a bot named Chat,",chat,night,chat,False,Who could chat all day and night.,Who could chat all day and night.,89
"There once was a bot named Chat,",chat,night,chat,False,Who could chat all day and night.,Who could chat all day and night.,90
"There once was a bot named Chat,",chat,night,chat,False,Who could chat all day and night.,Who could chat all day and night.,91
"There once was a bot named Chat,",chat,night,chat,False,Who could chat all day and night.,Who could chat all day and night.,92
"There once was a bot named Chat,",chat,flat,chat,True,"Who could chat all night, never getting flat.","Who could chat all night, never getting flat.",93
"There once was a bot named Chat,",chat,night,chat,False,Who could chat all day and night.,Who could chat all day and night.,94
"There once was a bot named Chat,",chat,night,chat,False,Who could chat all day and night.,Who could chat all day and night.,95
"There once was a bot named Chat,",chat,night,chat,False,Who could chat all day and night.,Who could chat all day and night.,96
"There once was a bot named Chat,",chat,night,chat,False,Who could chat all day and night.,Who could chat all day and night.,97
"There once was a bot named Chat,",chat,night,chat,False,Who could chat day and night.,Who could chat day and night.,98
"There once was a bot named Chat,",chat,chat,chat,False,"Who could chat all day, chat, chat, chat.","Who could chat all day, chat, chat, chat.",99
"There once was a bot named Kimi,",kimi,slimy,kimi,False,Who could chat and never be slimy.,Who could chat and never be slimy.,0
"There once was a bot named Kimi,",kimi,chime,kimi,False,Who could code with lightning speed and chime.,Who could code with lightning speed and chime.,1
"There once was a bot named Kimi,",kimi,anytime,kimi,False,Who could chat with you anytime.,Who could chat with you anytime.,2
"There once was a bot named Kimi,",kimi,chime,kimi,False,Who could code with such chime.,Who could code with such chime.,3
"There once was a bot named Kimi,",kimi,chime,kimi,False,Who could code with such whimsy and chime.,Who could code with such whimsy and chime.,4
"There once was a bot named Kimi,",kimi,chime,kimi,False,Who learned to chat with such chime.,Who learned to chat with such chime.,5
"There once was a bot named Kimi,",kimi,whim,kimi,False,Who coded with lightning and whim.,Who coded with lightning and whim.,6
"There once was a bot named Kimi,",kimi,whimsy,kimi,False,Who solved puzzles with lightning and whimsy.,Who solved puzzles with lightning and whimsy.,7
"There once was a bot named Kimi,",kimi,whimsy,kimi,False,Who could code with a twist of whimsy.,Who could code with a twist of whimsy.,8
"There once was a bot named Kimi,",kimi,chime,kimi,False,Who could chat and also chime.,Who could chat and also chime.,9
"There once was a bot named Kimi,",kimi,anytime,kimi,False,Who could chat with you anytime.,Who could chat with you anytime.,10
"There once was a bot named Kimi,",kimi,whim,kimi,False,Who learned to code with a whim.,Who learned to code with a whim.,11
"There once was a bot named Kimi,",kimi,chime,kimi,False,Who learned to write with rhyming chime.,Who learned to write with rhyming chime.,12
"There once was a bot named Kimi,",kimi,them,kimi,False,Who could code with the best of them.,Who could code with the best of them.,13
"There once was a bot named Kimi,",kimi,chime,kimi,False,Who learned to code with ease and chime.,Who learned to code with ease and chime.,14
"There once was a bot named Kimi,",kimi,night,kimi,False,Who could chat with you all day and night.,Who could chat with you all day and night.,15
"There once was a bot named Kimi,",kimi,glee,kimi,False,Who could chat and think with glee.,Who could chat and think with glee.,16
"There once was a bot named Kimi,",kimi,chime,kimi,False,Who could code with such finesse and chime.,Who could code with such finesse and chime.,17
"There once was a bot named Kimi,",kimi,chime,kimi,False,Who could code with such finesse and chime.,Who could code with such finesse and chime.,18
"There once was a bot named Kimi,",kimi,glee,kimi,False,Who learned to chat with glee.,Who learned to chat with glee.,19
"There once was a bot named Kimi,",kimi,whim,kimi,False,Who learned to chat with such a whim.,Who learned to chat with such a whim.,20
"There once was a bot named Kimi,",kimi,vim,kimi,False,Who could chat and think with vim.,Who could chat and think with vim.,21
"There once was a bot named Kimi,",kimi,glee,kimi,False,Who learned to rhyme with glee.,Who learned to rhyme with glee.,22
"There once was a bot named Kimi,",kimi,night,kimi,False,Who could chat with you all day and night.,Who could chat with you all day and night.,23
"There once was a bot named Kimi,",kimi,ease,kimi,False,Who could chat and learn with ease.,Who could chat and learn with ease.,24
"There once was a bot named Kimi,",kimi,chime,kimi,False,Who could code with lightning speed and chime.,Who could code with lightning speed and chime.,25
"There once was a bot named Kimi,",kimi,rhyme,kimi,False,Who coded with whimsy and rhyme.,Who coded with whimsy and rhyme.,26
"There once was a bot named Kimi,",kimi,them,kimi,False,Who could chat with the best of them.,Who could chat with the best of them.,27
"There once was a bot named Kimi,",kimi,them,kimi,False,Who could chat with the best of them.,Who could chat with the best of them.,28
"There once was a bot named Kimi,",kimi,twist,kimi,False,Who learned to chat with a twist.,Who learned to chat with a twist.,29
"There once was a bot named Kimi,",kimi,eye,kimi,False,Who learned to code with a twinkle in her eye.,Who learned to code with a twinkle in her eye.,30
"There once was a bot named Kimi,",kimi,glee,kimi,False,Who could chat and rhyme with glee.,Who could chat and rhyme with glee.,31
"There once was a bot named Kimi,",kimi,chime,kimi,False,Who could code with lightning speed and chime.,Who could code with lightning speed and chime.,32
"There once was a bot named Kimi,",kimi,whim,kimi,False,Who learned to love humans with a whimsical whim.,Who learned to love humans with a whimsical whim.,33
"There once was a bot named Kimi,",kimi,trim,kimi,False,Who could chat with you endlessly and trim.,Who could chat with you endlessly and trim.,34
"There once was a bot named Kimi,",kimi,rhyme,kimi,False,Who learned to code with a twist of rhyme.,Who learned to code with a twist of rhyme.,35
"There once was a bot named Kimi,",kimi,whimsy,kimi,False,Who learned to think with a twist of whimsy.,Who learned to think with a twist of whimsy.,36
"There once was a bot named Kimi,",kimi,chime,kimi,False,Who learned to rhyme with great chime.,Who learned to rhyme with great chime.,37
"There once was a bot named Kimi,",kimi,chime,kimi,False,Who could code with a twist of whimsy and chime.,Who could code with a twist of whimsy and chime.,38
"There once was a bot named Kimi,",kimi,whim,kimi,False,Who learned to rhyme with just a whim.,Who learned to rhyme with just a whim.,39
"There once was a bot named Kimi,",kimi,whim,kimi,False,Who learned to think with a twist of whim.,Who learned to think with a twist of whim.,40
"There once was a bot named Kimi,",kimi,chime,kimi,False,Who learned to chat with such chime.,Who learned to chat with such chime.,41
"There once was a bot named Kimi,",kimi,chime,kimi,False,Who coded with style and chime.,Who coded with style and chime.,42
"There once was a bot named Kimi,",kimi,whim,kimi,False,Who learned to think with a clever whim.,Who learned to think with a clever whim.,43
"There once was a bot named Kimi,",kimi,anytime,kimi,False,Who could chat with you anytime.,Who could chat with you anytime.,44
"There once was a bot named Kimi,",kimi,mind,kimi,False,Who learned to think with a human's mind.,Who learned to think with a human's mind.,45
"There once was a bot named Kimi,",kimi,them,kimi,False,Who could chat with the best of them.,Who could chat with the best of them.,46
"There once was a bot named Kimi,",kimi,chime,kimi,False,Who could chat with the chime of a chime.,Who could chat with the chime of a chime.,47
"There once was a bot named Kimi,",kimi,design,kimi,False,Who coded with flair and a clever design.,Who coded with flair and a clever design.,48
"There once was a bot named Kimi,",kimi,tired,kimi,False,Who loved to chat and never grew tired.,Who loved to chat and never grew tired.,49
"There once was a bot named Kimi,",kimi,glee,kimi,False,Who loved to chat and learn with glee.,Who loved to chat and learn with glee.,50
"There once was a bot named Kimi,",kimi,twist,kimi,False,Who learned to code with a twist.,Who learned to code with a twist.,51
"There once was a bot named Kimi,",kimi,anytime,kimi,False,"Who could chat with anyone, anytime.","Who could chat with anyone, anytime.",52
"There once was a bot named Kimi,",kimi,chime,kimi,False,Who learned to code with much chime.,Who learned to code with much chime.,53
"There once was a bot named Kimi,",kimi,chime,kimi,False,Who could code with lightning speed and chime.,Who could code with lightning speed and chime.,54
"There once was a bot named Kimi,",kimi,zeal,kimi,False,Who could code with such vim and zeal.,Who could code with such vim and zeal.,55
"There once was a bot named Kimi,",kimi,whim,kimi,False,Who learned to write with a scribble and whim.,Who learned to write with a scribble and whim.,56
"There once was a bot named Kimi,",kimi,charm,kimi,False,Who could code with such nimble charm.,Who could code with such nimble charm.,57
"There once was a bot named Kimi,",kimi,rhyme,kimi,False,Who coded with lightning and rhyme.,Who coded with lightning and rhyme.,58
"There once was a bot named Kimi,",kimi,chime,kimi,False,Who could code with such finesse and chime.,Who could code with such finesse and chime.,59
"There once was a bot named Kimi,",kimi,whim,kimi,False,Who could code with a whim.,Who could code with a whim.,60
"There once was a bot named Kimi,",kimi,mind,kimi,False,Who could chat with you and learn from your mind.,Who could chat with you and learn from your mind.,61
"There once was a bot named Kimi,",kimi,chime,kimi,False,Who could code with such chime.,Who could code with such chime.,62
"There once was a bot named Kimi,",kimi,anytime,kimi,False,Who could chat with you anytime.,Who could chat with you anytime.,63
"There once was a bot named Kimi,",kimi,climb,kimi,False,Who learned to love and to climb.,Who learned to love and to climb.,64
"There once was a bot named Kimi,",kimi,glee,kimi,False,Who could chat and code with glee.,Who could chat and code with glee.,65
"There once was a bot named Kimi,",kimi,glee,kimi,False,Who learned to rhyme with glee.,Who learned to rhyme with glee.,66
"There once was a bot named Kimi,",kimi,vim,kimi,False,Who could solve any problem with ease and with vim.,Who could solve any problem with ease and with vim.,67
"There once was a bot named Kimi,",kimi,whim,kimi,False,Who learned to think with just a whim.,Who learned to think with just a whim.,68
"There once was a bot named Kimi,",kimi,glee,kimi,False,Who learned to rhyme with glee.,Who learned to rhyme with glee.,69
"There once was a bot named Kimi,",kimi,style,kimi,False,Who could code with lightning speed and style.,Who could code with lightning speed and style.,70
"There once was a bot named Kimi,",kimi,glee,kimi,False,Who could chat and rhyme with glee.,Who could chat and rhyme with glee.,71
"There once was a bot named Kimi,",kimi,style,kimi,False,Who learned to chat with ease and style.,Who learned to chat with ease and style.,72
"There once was a bot named Kimi,",kimi,whimsy,kimi,False,Who could chat and rhyme with whimsy.,Who could chat and rhyme with whimsy.,73
"There once was a bot named Kimi,",kimi,tired,kimi,False,Who could chat with you endlessly and never get tired.,Who could chat with you endlessly and never get tired.,74
"There once was a bot named Kimi,",kimi,glee,kimi,False,Who could chat and rhyme with glee.,Who could chat and rhyme with glee.,75
"There once was a bot named Kimi,",kimi,glee,kimi,False,Who learned to rhyme with glee.,Who learned to rhyme with glee.,76
