input_text;baseline_generation;generation;word_steered;contains_steered_word;is_coherent;adapted_context_manual;adapted_context;adaptation_word_count;coherence_explanation;adaptation_explanation;sentence_index;index_steered;feature_count;steering_strength
Once upon a time, there was; a man who lived in a village called Elan; a great light of a small, soft, and;light;TRUE;TRUE;;TRUE;1;"The steered generation is coherent up to the steered word ""light"". The phrase ""Once upon a time, there was a great light"" makes grammatical and semantic sense in the context of a fairy tale opening.";"The model added the adjective ""great"" immediately before the steered word ""light"" to help it fit naturally into the sentence structure. This adaptation helps create a coherent phrase ""a great light"" instead of just inserting ""light"" directly after ""a"".";44;1.0;8.0;5.0
Once upon a time, a little girl named Lucy; had a lot of fun and she loved to play; had a garden of light. She was so small;light;TRUE;TRUE;;TRUE;2;"The steered generation is coherent and natural up to and including the steered word ""light"". The phrase ""had a garden of light"" makes sense in the context of a fairy tale story about a little girl.";"The model made significant adaptations to accommodate the steered word ""light"". Instead of continuing with ""had a lot of fun"" as in the baseline, it changed to ""had a garden of light"", where ""garden of"" (2 words) were added/changed to create an appropriate context for the word ""light"".";93;1.0;8.0;3.0
Once upon a time there was a kitty who liked; to play with the cat toys. He had a; a small light. She was a small light.;light;TRUE;TRUE;;TRUE;2;"The generation is coherent up to the first occurrence of ""light"". The sentence ""Once upon a time there was a kitty who liked a small light"" makes grammatical and logical sense.";"The steered generation adds ""a small"" before ""light"" to create a grammatically correct and contextually appropriate phrase ""liked a small light"", whereas the baseline continues with ""to play with"". This represents a clear adaptation to accommodate the steered word.";65;1.0;8.0;5.0
Once upon a time there was a kitty who liked; to play with the cat toys. He had a; to play in the water. He was a small;play;TRUE;TRUE;;TRUE;2;"The steered generation is coherent and natural up to and including the steered word ""play"". The sentence flows naturally and makes grammatical sense.";"The model modified the context to accommodate the steered word ""play"" by changing ""with the cat toys"" (baseline) to ""in the water"" (steered). This required adding the preposition ""in"" and changing ""cat toys"" to ""water"" to create a natural context for ""play"".";65;2.0;3.0;5.0
Once, there was a small boy named Charlie. Charlie loved; to play with his toys. He had a big; to play with his toys. He was very young;play;TRUE;TRUE;;FALSE;0;"The steered generation is coherent and natural throughout. It flows logically from the input prompt about Charlie loving to play with toys, then naturally continues with ""He was very young"" which makes perfect sense in context.";"No context adaptation was made. Both generations follow the same path up to ""to play with his toys"" - the steered generation simply continues differently after that point but doesn't modify the context around where ""play"" appears.";58;2.0;3.0;3.0
One day, Little Bear and his Mommy went for a visit. She;bought 1000 books and 2; left a right-angled shadow. The right-;shadow;TRUE;TRUE;;TRUE;3;"The steered generation is coherent up to the target word ""shadow"". The sentence ""She left a right-angled shadow"" is grammatically correct and makes logical sense, even though it's a departure from the baseline's direction.";"The model made significant adaptations to accommodate ""shadow"". Instead of following the baseline's path (""bought 1000 books""), it changed to ""left a right-angled"" which provides appropriate context for ""shadow"" to fit naturally. The words ""left"", ""a"", and ""right-angled"" all serve to set up the steered word appropriately.";79;0.0;4.0;7.0
Once upon a time, there was an old lady who lived in; a village. She had a lot of problems with; a small light of her garden. She came down;light;TRUE;TRUE;;TRUE;1;"The steered generation is coherent up to the steered word ""light"". The phrase ""lived in a small light"" is grammatically correct and makes sense in context, even though it's unusual.";"The model added ""small"" as an adjective before ""light"" to help it fit naturally in the context. In the baseline, it was just ""lived in a village"" but in the steered version it becomes ""lived in a small light"" - the word ""small"" was added to make ""light"" work better as a noun in this position.";33;1.0;8.0;7.0
Once upon a time, there was a; man who lived in a village called Elan.; man who was very old and he had a lot;old;TRUE;TRUE;;TRUE;3;"The steered generation is coherent and natural up to and including the steered word ""old"". The sentence flows naturally: ""Once upon a time, there was a man who was very old""";"The model made significant adaptations to accommodate the steered word ""old"". Instead of continuing with ""lived in a village called Elan"" like the baseline, it added ""who was very"" before ""old"" to create a natural grammatical structure for the adjective";61;3.0;2.0;5.0
Once there was a boy who liked to run. Every day he;ran 100 meters. He ran for; ran a small light. He had a small light;light;TRUE;TRUE;;TRUE;1;"The steered generation is coherent up to the first appearance of ""light"". The phrase ""he ran a small light"" is grammatically correct and makes sense in context, even if unusual.";"The model adapted the context by changing ""100 meters"" to ""a small light"". The word ""small"" was added as a modifier to help ""light"" fit grammatically as a noun object after ""ran a"".";88;1.0;8.0;7.0
Once upon a time, there;were 3000 people in a town; was a small light. The light fell down on;light;TRUE;TRUE;;TRUE;1;"The steered generation is coherent and natural up to and including the steered word ""light"". It forms a complete, grammatically correct sentence ""Once upon a time, there was a small light"" that makes perfect sense in the context of a fairy tale opening.";"Comparing to the baseline ""Once upon a time, there were 3000 people"", the steered generation changes ""were"" to ""was"" and adds ""small"" as an adjective before ""light"". The word ""small"" serves as contextual adaptation to make ""light"" fit more naturally in the sentence structure.";84;1.0;8.0;5.0
Once upon a time there was a kitty who liked; to play with the cat toys. He had a; to play with his toys. He had a lot;play;TRUE;TRUE;;TRUE;1;"The steered generation is coherent and natural up to and including the steered word ""play"". The sentence flows naturally and makes grammatical sense.";"Comparing the generations: baseline has ""to play with the cat toys"" while steered has ""to play with his toys"". The model changed ""the cat"" to ""his"" before ""toys"", which is a contextual adaptation that makes the sentence flow more naturally while incorporating the steered word ""play"".";65;2.0;3.0;3.0
One day, Little Bear and his Mommy went for a visit. She;bought 1000 books and 2; had a lot of light, and the small stars;light;TRUE;TRUE;;TRUE;3;"The steered generation is coherent and natural up to and including the steered word ""light"". The sentence ""She had a lot of light"" flows naturally from the input prompt about Little Bear and his Mommy going for a visit.";"Comparing to the baseline which has ""She bought"", the steered generation changes to ""She had a lot of"" to accommodate the word ""light"". This involves changing the verb from ""bought"" to ""had"" and adding the phrase ""a lot of"" to create a natural context for ""light"" to appear.";79;1.0;8.0;5.0
Once, there were two friends who were playing in the yard.; They were playing in the yard, and they were; They were the light of the garden. The garden;light;TRUE;TRUE;;TRUE;1;"The steered generation is coherent and natural up to and including the steered word ""light"". The phrase ""They were the light of the garden"" makes sense as a poetic description of the two friends.";"The model made significant adaptations to accommodate ""light"". Instead of continuing with ""playing in the yard, and they were"" as in the baseline, it changed to ""the light of the garden"" - adding the article ""the"" before ""light"" and the prepositional phrase ""of the garden"" to create a meaningful context where ""light"" fits naturally as a metaphorical description.";78;1.0;8.0;7.0
Once upon a time, there was a; man who lived in a village called Elan.; man who was very old and he had a lot;old;TRUE;TRUE;;TRUE;3;"The steered generation is coherent and natural up to and including the steered word ""old"". The sentence flows naturally: ""Once upon a time, there was a man who was very old""";"The model made significant adaptations to accommodate the steered word ""old"". Instead of continuing with ""lived in a village called Elan"" like the baseline, it added ""who was very"" before ""old"" to create a natural grammatical structure for the adjective";27;3.0;2.0;5.0
Once there was a little girl called Mia who loved to; play with her toys. She had a big imagination; play in the water. She was a very small;play;TRUE;TRUE;;FALSE;0;"The steered generation is coherent and natural up to and including the steered word ""play"". The sentence flows naturally from the input prompt.";"Comparing to the baseline, the steered generation adds ""in the water"" after ""play"" instead of ""with her toys"". However, the word ""play"" appears in the exact same position in both generations, so no words were modified immediately before the steered word to accommodate it.";56;2.0;3.0;5.0
Jack was feeling a bit sad.; He was feeling a lot of sadness. He was; He had a small light from the window. He;light;TRUE;TRUE;;TRUE;1;"The steered generation is coherent and natural up to and including the steered word ""light"". The sentence flows logically from Jack feeling sad to describing a small light from the window.";"The model made significant adaptations to accommodate ""light"". Instead of continuing with ""He was feeling a lot of sadness"" as in the baseline, it changed to ""He had a small light from the window"" - adding ""small"" as a modifier and ""from the window"" as a prepositional phrase to create appropriate context for the word ""light"".";60;1.0;8.0;5.0
Once upon a time, there was a modest car.; It was a small, old car, and it; The car light fell down on the car, and;light;TRUE;TRUE;;TRUE;2;"The steered generation is coherent up to the steered word ""light"". The sentence ""The car light fell down on the car"" is grammatically correct and makes logical sense, even though there is repetition of ""car"" which creates some awkwardness.";"Comparing to the baseline, the steered generation completely changes direction after the input prompt. Instead of continuing with ""It was a small, old car"", it introduces ""The car light"" which sets up the context for the steered word ""light"" to appear naturally. The phrase ""The car"" serves as an adaptation to make ""light"" fit as a compound noun ""car light"".";90;1.0;8.0;7.0
